Electric field distortions due to the shape of the Endcaps; R,Z and Dist Int in cm
Source: Howard Wieman May 2001 - Done in MathCad on his laptop
33 steps in R
12 steps in Phi
69 steps in Z
     R          Phi          Z      R Integral  Phi Integral 
  209.5       2.618         -30           0           0 
    212       2.618         -30           0           0 
  219.5       2.618         -30           0           0 
    222       2.618         -30           0           0 
   14.5       3.142         -30           0           0 
     17       3.142         -30           0           0 
   24.5       3.142         -30           0           0 
     27       3.142         -30           0           0 
   34.5       3.142         -30           0           0 
     37       3.142         -30           0           0 
   44.5       3.142         -30           0           0 
     47       3.142         -30           0           0 
     49       3.142         -30      0.1641  -0.0005262 
     50       3.142         -30      0.1322  -0.0009546 
     51       3.142         -30     0.09924    -0.00127 
   59.5       3.142         -30     0.04944   -0.002911 
   64.5       3.142         -30     0.03569   -0.003387 
   79.5       3.142         -30     0.01516   -0.004122 
   84.5       3.142         -30     0.01031   -0.004175 
   99.5       3.142         -30   -0.001114   -0.004055 
  104.5       3.142         -30   -0.004718   -0.003938 
  119.5       3.142         -30   -0.007616   -0.003491 
  124.5       3.142         -30    -0.01077   -0.003287 
  139.5       3.142         -30    -0.01598   -0.002664 
  144.5       3.142         -30    -0.01498   -0.002436 
  159.5       3.142         -30    -0.02154   -0.001731 
  164.5       3.142         -30    -0.02155   -0.001488 
  179.5       3.142         -30    -0.02433    -0.00078 
  184.5       3.142         -30    -0.02665  -0.0005671 
    199       3.142         -30    -0.04633 -1.528e-005 
  199.3       3.142         -30    -0.04721 -1.104e-005 
  199.5       3.142         -30    -0.04783 -7.084e-006 
    202       3.142         -30           0           0 
  209.5       3.142         -30           0           0 
    212       3.142         -30           0           0 
  219.5       3.142         -30           0           0 
    222       3.142         -30           0           0 
   14.5       3.665         -30           0           0 
     17       3.665         -30           0           0 
   24.5       3.665         -30           0           0 
     27       3.665         -30           0           0 
   34.5       3.665         -30           0           0 
     37       3.665         -30           0           0 
   44.5       3.665         -30           0           0 
     47       3.665         -30           0           0 
     49       3.665         -30      0.1518  -0.0004259 
     50       3.665         -30      0.1227  -0.0007974 
     51       3.665         -30     0.09227   -0.001105 
   59.5       3.665         -30     0.04392   -0.002676 
   64.5       3.665         -30     0.03226   -0.003136 
   79.5       3.665         -30     0.01179   -0.003971 
   84.5       3.665         -30     0.00717   -0.004247 
   99.5       3.665         -30   -0.002592   -0.004384 
  104.5       3.665         -30   -0.006298   -0.004464 
  119.5       3.665         -30   -0.008696   -0.004432 
  124.5       3.665         -30    -0.01012   -0.004402 
  139.5       3.665         -30    -0.01465   -0.004184 
  144.5       3.665         -30    -0.01413   -0.004094 
  159.5       3.665         -30    -0.01905   -0.003689 
  164.5       3.665         -30    -0.01919   -0.003475 
  179.5       3.665         -30    -0.02079   -0.002716 
  184.5       3.665         -30     -0.0214   -0.002356 
    199       3.665         -30     -0.0294  -0.0003626 
  199.3       3.665         -30    -0.02977  -0.0002751 
  199.5       3.665         -30    -0.03004  -0.0001849 
    202       3.665         -30           0           0 
  209.5       3.665         -30           0           0 
    212       3.665         -30           0           0 
  219.5       3.665         -30           0           0 
    222       3.665         -30           0           0 
   14.5       4.189         -30           0           0 
     17       4.189         -30           0           0 
   24.5       4.189         -30           0           0 
     27       4.189         -30           0           0 
   34.5       4.189         -30           0           0 
     37       4.189         -30           0           0 
   44.5       4.189         -30           0           0 
     47       4.189         -30           0           0 
     49       4.189         -30      0.1433  -0.0003505 
     50       4.189         -30      0.1149   -0.000599 
     51       4.189         -30     0.08509   -0.000737 
   59.5       4.189         -30      0.0371   -0.001669 
   64.5       4.189         -30     0.02847   -0.002181 
   79.5       4.189         -30    0.008115   -0.002944 
   84.5       4.189         -30    0.004881   -0.002982 
   99.5       4.189         -30    -0.00431   -0.003374 
  104.5       4.189         -30   -0.008361    -0.00344 
  119.5       4.189         -30    -0.01023   -0.003627 
  124.5       4.189         -30    -0.01405   -0.003685 
  139.5       4.189         -30    -0.01625   -0.003776 
  144.5       4.189         -30    -0.01568   -0.003769 
  159.5       4.189         -30    -0.01954   -0.003605 
  164.5       4.189         -30    -0.01756   -0.003518 
  179.5       4.189         -30    -0.01504    -0.00291 
  184.5       4.189         -30    -0.01447    -0.00254 
    199       4.189         -30     0.01503  -0.0004246 
  199.3       4.189         -30     0.01663  -0.0003224 
  199.5       4.189         -30     0.01783  -0.0002168 
    202       4.189         -30           0           0 
  209.5       4.189         -30           0           0 
    212       4.189         -30           0           0 
  219.5       4.189         -30           0           0 
    222       4.189         -30           0           0 
   14.5       4.712         -30           0           0 
     17       4.712         -30           0           0 
   24.5       4.712         -30           0           0 
     27       4.712         -30           0           0 
   34.5       4.712         -30           0           0 
     37       4.712         -30           0           0 
   44.5       4.712         -30           0           0 
     47       4.712         -30           0           0 
     49       4.712         -30      0.1385  7.719e-005 
     50       4.712         -30      0.1124   0.0001039 
     51       4.712         -30     0.08423  6.428e-005 
   59.5       4.712         -30     0.03618  -0.0001823 
   64.5       4.712         -30     0.02571  -0.0001957 
   79.5       4.712         -30    0.007357  -0.0002853 
   84.5       4.712         -30    0.001513  -0.0003336 
   99.5       4.712         -30   -0.006446   -0.000337 
  104.5       4.712         -30   -0.009514   -0.000349 
  119.5       4.712         -30     -0.0127  -0.0003247 
  124.5       4.712         -30    -0.01427  -0.0002877 
  139.5       4.712         -30    -0.01753  -0.0002302 
  144.5       4.712         -30    -0.01618  -0.0001993 
  159.5       4.712         -30    -0.01936  -0.0001232 
  164.5       4.712         -30    -0.01859  -0.0001078 
  179.5       4.712         -30    -0.01211 -3.324e-005 
  184.5       4.712         -30    -0.01245  -3.78e-005 
    199       4.712         -30      0.0366 -6.778e-006 
  199.3       4.712         -30     0.03904  -5.24e-006 
  199.5       4.712         -30     0.04085  -3.52e-006 
    202       4.712         -30           0           0 
  209.5       4.712         -30           0           0 
    212       4.712         -30           0           0 
  219.5       4.712         -30           0           0 
    222       4.712         -30           0           0 
   14.5       5.236         -30           0           0 
     17       5.236         -30           0           0 
   24.5       5.236         -30           0           0 
     27       5.236         -30           0           0 
   34.5       5.236         -30           0           0 
     37       5.236         -30           0           0 
   44.5       5.236         -30           0           0 
     47       5.236         -30           0           0 
     49       5.236         -30      0.1418   0.0001025 
     50       5.236         -30      0.1142   0.0002167 
     51       5.236         -30     0.08482   0.0003572 
   59.5       5.236         -30     0.03718    0.001003 
   64.5       5.236         -30     0.02667    0.001241 
   79.5       5.236         -30    0.007323    0.001499 
   84.5       5.236         -30    0.002648    0.001534 
   99.5       5.236         -30   -0.005983    0.001569 
  104.5       5.236         -30   -0.009865    0.001632 
  119.5       5.236         -30    -0.01219    0.001566 
  124.5       5.236         -30    -0.01385    0.001542 
  139.5       5.236         -30     -0.0164    0.001487 
  144.5       5.236         -30    -0.01561    0.001416 
  159.5       5.236         -30    -0.01918    0.001277 
  164.5       5.236         -30    -0.01745    0.001245 
  179.5       5.236         -30      -0.014   0.0009739 
  184.5       5.236         -30    -0.01319   0.0008564 
    199       5.236         -30     0.02469   0.0001561 
  199.3       5.236         -30     0.02656   0.0001191 
  199.5       5.236         -30     0.02794  8.046e-005 
    202       5.236         -30           0           0 
  209.5       5.236         -30           0           0 
    212       5.236         -30           0           0 
  219.5       5.236         -30           0           0 
    222       5.236         -30           0           0 
   14.5        5.76         -30           0           0 
     17        5.76         -30           0           0 
   24.5        5.76         -30           0           0 
     27        5.76         -30           0           0 
   34.5        5.76         -30           0           0 
     37        5.76         -30           0           0 
   44.5        5.76         -30           0           0 
     47        5.76         -30           0           0 
     49        5.76         -30      0.1486   0.0004135 
     50        5.76         -30      0.1194   0.0007368 
     51        5.76         -30     0.08843   0.0009396 
   59.5        5.76         -30     0.03846    0.001937 
   64.5        5.76         -30     0.02864    0.002211 
   79.5        5.76         -30    0.008393    0.002456 
   84.5        5.76         -30    0.003638    0.002437 
   99.5        5.76         -30    -0.00481    0.002148 
  104.5        5.76         -30   -0.009012    0.001913 
  119.5        5.76         -30    -0.01209    0.001475 
  124.5        5.76         -30    -0.01466    0.001287 
  139.5        5.76         -30    -0.01841   0.0006959 
  144.5        5.76         -30    -0.01723   0.0005774 
  159.5        5.76         -30      -0.021  4.496e-005 
  164.5        5.76         -30    -0.01926  -0.0001186 
  179.5        5.76         -30    -0.01502  -0.0004385 
  184.5        5.76         -30    -0.01442  -0.0004879 
    199        5.76         -30     0.02482  -0.0001533 
  199.3        5.76         -30     0.02684  -0.0001171 
  199.5        5.76         -30     0.02833 -7.911e-005 
    202        5.76         -30           0           0 
  209.5        5.76         -30           0           0 
    212        5.76         -30           0           0 
  219.5        5.76         -30           0           0 
    222        5.76         -30           0           0 
   14.5           0         -20           0           0 
     17           0         -20           0           0 
   24.5           0         -20           0           0 
     27           0         -20           0           0 
   34.5           0         -20           0           0 
     37           0         -20           0           0 
   44.5           0         -20           0           0 
     47           0         -20           0           0 
     49           0         -20      0.1575   0.0004621 
     50           0         -20      0.1286   0.0008735 
     51           0         -20     0.09762    0.001231 
   59.5           0         -20     0.04416    0.002976 
   64.5           0         -20     0.03236    0.003543 
   79.5           0         -20     0.01072    0.004295 
   84.5           0         -20    0.004424    0.004374 
   99.5           0         -20   -0.006051    0.004262 
  104.5           0         -20   -0.009386    0.004188 
  119.5           0         -20    -0.01361    0.003717 
  124.5           0         -20    -0.01638    0.003527 
  139.5           0         -20    -0.01988    0.002919 
  144.5           0         -20    -0.01951    0.002656 
  159.5           0         -20     -0.0236    0.001956 
  164.5           0         -20    -0.02296    0.001704 
  179.5           0         -20    -0.01744   0.0009548 
  184.5           0         -20    -0.01714   0.0007108 
    199           0         -20     0.03489  4.516e-005 
  199.3           0         -20     0.03742  3.383e-005 
  199.5           0         -20     0.03929  2.245e-005 
    202           0         -20           0           0 
  209.5           0         -20           0           0 
    212           0         -20           0           0 
  219.5           0         -20           0           0 
    222           0         -20           0           0 
   14.5      0.5236         -20           0           0 
     17      0.5236         -20           0           0 
   24.5      0.5236         -20           0           0 
     27      0.5236         -20           0           0 
   34.5      0.5236         -20           0           0 
     37      0.5236         -20           0           0 
   44.5      0.5236         -20           0           0 
     47      0.5236         -20           0           0 
     49      0.5236         -20      0.1737   0.0006545 
     50      0.5236         -20      0.1403    0.001188 
     51      0.5236         -20      0.1053    0.001592 
   59.5      0.5236         -20     0.05126    0.003856 
   64.5      0.5236         -20     0.03843     0.00472 
   79.5      0.5236         -20     0.01511    0.006314 
   84.5      0.5236         -20     0.01086    0.006559 
   99.5      0.5236         -20   -0.001702    0.007179 
  104.5      0.5236         -20    -0.00647    0.007344 
  119.5      0.5236         -20     -0.0111    0.007524 
  124.5      0.5236         -20    -0.01489    0.007542 
  139.5      0.5236         -20    -0.02011    0.007425 
  144.5      0.5236         -20     -0.0199    0.007301 
  159.5      0.5236         -20    -0.02651    0.006704 
  164.5      0.5236         -20    -0.02472    0.006419 
  179.5      0.5236         -20    -0.02445    0.005071 
  184.5      0.5236         -20    -0.02466    0.004387 
    199      0.5236         -20  -0.0003849   0.0006886 
  199.3      0.5236         -20    0.000963   0.0005225 
  199.5      0.5236         -20    0.001966   0.0003511 
    202      0.5236         -20           0           0 
  209.5      0.5236         -20           0           0 
    212      0.5236         -20           0           0 
  219.5      0.5236         -20           0           0 
    222      0.5236         -20           0           0 
   14.5       1.047         -20           0           0 
     17       1.047         -20           0           0 
   24.5       1.047         -20           0           0 
     27       1.047         -20           0           0 
   34.5       1.047         -20           0           0 
     37       1.047         -20           0           0 
   44.5       1.047         -20           0           0 
     47       1.047         -20           0           0 
     49       1.047         -20      0.1871   0.0005155 
     50       1.047         -20       0.152   0.0009073 
     51       1.047         -20      0.1157    0.001161 
   59.5       1.047         -20     0.06062    0.002891 
   64.5       1.047         -20     0.04565    0.003584 
   79.5       1.047         -20     0.02156    0.004877 
   84.5       1.047         -20      0.0163    0.005267 
   99.5       1.047         -20    0.002412    0.005919 
  104.5       1.047         -20   -0.001727    0.006082 
  119.5       1.047         -20   -0.006049    0.006538 
  124.5       1.047         -20   -0.009391    0.006631 
  139.5       1.047         -20    -0.01669    0.006731 
  144.5       1.047         -20    -0.01703    0.006761 
  159.5       1.047         -20    -0.02542    0.006421 
  164.5       1.047         -20    -0.02694    0.006174 
  179.5       1.047         -20    -0.03394    0.005068 
  184.5       1.047         -20    -0.03658    0.004443 
    199       1.047         -20    -0.07848   0.0007212 
  199.3       1.047         -20    -0.08043   0.0005472 
  199.5       1.047         -20    -0.08185   0.0003676 
    202       1.047         -20           0           0 
  209.5       1.047         -20           0           0 
    212       1.047         -20           0           0 
  219.5       1.047         -20           0           0 
    222       1.047         -20           0           0 
   14.5       1.571         -20           0           0 
     17       1.571         -20           0           0 
   24.5       1.571         -20           0           0 
     27       1.571         -20           0           0 
   34.5       1.571         -20           0           0 
     37       1.571         -20           0           0 
   44.5       1.571         -20           0           0 
     47       1.571         -20           0           0 
     49       1.571         -20       0.193 -8.456e-005 
     50       1.571         -20      0.1567 -8.979e-005 
     51       1.571         -20      0.1196 -7.619e-006 
   59.5       1.571         -20     0.06411   0.0001621 
   64.5       1.571         -20     0.04803  6.734e-005 
   79.5       1.571         -20     0.02457   0.0001548 
   84.5       1.571         -20     0.01905   0.0001412 
   99.5       1.571         -20    0.005709   0.0001532 
  104.5       1.571         -20    0.001193   0.0001477 
  119.5       1.571         -20   -0.002896   0.0001129 
  124.5       1.571         -20   -0.006732   6.28e-005 
  139.5       1.571         -20    -0.01598  1.555e-005 
  144.5       1.571         -20    -0.01594 -4.275e-005 
  159.5       1.571         -20    -0.02527 -9.803e-005 
  164.5       1.571         -20    -0.02805 -9.909e-005 
  179.5       1.571         -20     -0.0376  -0.0001323 
  184.5       1.571         -20    -0.04199  -0.0001098 
    199       1.571         -20     -0.1155 -2.012e-005 
  199.3       1.571         -20      -0.119 -1.505e-005 
  199.5       1.571         -20     -0.1215 -1.005e-005 
    202       1.571         -20           0           0 
  209.5       1.571         -20           0           0 
    212       1.571         -20           0           0 
  219.5       1.571         -20           0           0 
    222       1.571         -20           0           0 
   14.5       2.094         -20           0           0 
     17       2.094         -20           0           0 
   24.5       2.094         -20           0           0 
     27       2.094         -20           0           0 
   34.5       2.094         -20           0           0 
     37       2.094         -20           0           0 
   44.5       2.094         -20           0           0 
     47       2.094         -20           0           0 
     49       2.094         -20      0.1875  -0.0003582 
     50       2.094         -20       0.153  -0.0006884 
     51       2.094         -20      0.1171  -0.0009846 
   59.5       2.094         -20     0.06042   -0.002415 
   64.5       2.094         -20      0.0473    -0.00267 
   79.5       2.094         -20     0.02135   -0.003649 
   84.5       2.094         -20     0.01771   -0.003937 
   99.5       2.094         -20    0.004071   -0.004329 
  104.5       2.094         -20   -0.001107   -0.004474 
  119.5       2.094         -20   -0.004936   -0.004698 
  124.5       2.094         -20    -0.00918   -0.004698 
  139.5       2.094         -20    -0.01664   -0.004683 
  144.5       2.094         -20    -0.01767   -0.004612 
  159.5       2.094         -20    -0.02544   -0.004304 
  164.5       2.094         -20    -0.02702   -0.004112 
  179.5       2.094         -20    -0.03465   -0.003295 
  184.5       2.094         -20    -0.03699   -0.002908 
    199       2.094         -20    -0.08475  -0.0004636 
  199.3       2.094         -20    -0.08696  -0.0003521 
  199.5       2.094         -20    -0.08857  -0.0002367 
    202       2.094         -20           0           0 
  209.5       2.094         -20           0           0 
    212       2.094         -20           0           0 
  219.5       2.094         -20           0           0 
    222       2.094         -20           0           0 
   14.5       2.618         -20           0           0 
     17       2.618         -20           0           0 
   24.5       2.618         -20           0           0 
     27       2.618         -20           0           0 
   34.5       2.618         -20           0           0 
     37       2.618         -20           0           0 
   44.5       2.618         -20           0           0 
     47       2.618         -20           0           0 
     49       2.618         -20      0.1765  -0.0004778 
     50       2.618         -20       0.143  -0.0008932 
     51       2.618         -20      0.1084   -0.001236 
   59.5       2.618         -20      0.0551   -0.002952 
   64.5       2.618         -20     0.04145   -0.003773 
   79.5       2.618         -20     0.01855   -0.004593 
   84.5       2.618         -20     0.01314   -0.004603 
   99.5       2.618         -20    0.001085   -0.004717 
  104.5       2.618         -20   -0.003391   -0.004609 
  119.5       2.618         -20   -0.007415   -0.004331 
  124.5       2.618         -20    -0.01074   -0.004205 
  139.5       2.618         -20    -0.01733   -0.003712 
  144.5       2.618         -20    -0.01732   -0.003536 
  159.5       2.618         -20    -0.02441   -0.002837 
  164.5       2.618         -20    -0.02517    -0.00261 
  179.5       2.618         -20    -0.02893   -0.001757 
  184.5       2.618         -20    -0.03082   -0.001386 
    199       2.618         -20    -0.05071  -0.0001646 
  199.3       2.618         -20    -0.05156  -0.0001244 
  199.5       2.618         -20    -0.05216 -8.324e-005 
    202       2.618         -20           0           0 
  209.5       2.618         -20           0           0 
    212       2.618         -20           0           0 
  219.5       2.618         -20           0           0 
    222       2.618         -20           0           0 
   14.5       3.142         -20           0           0 
     17       3.142         -20           0           0 
   24.5       3.142         -20           0           0 
     27       3.142         -20           0           0 
   34.5       3.142         -20           0           0 
     37       3.142         -20           0           0 
   44.5       3.142         -20           0           0 
     47       3.142         -20           0           0 
     49       3.142         -20      0.1642  -0.0005272 
     50       3.142         -20      0.1324  -0.0009567 
     51       3.142         -20     0.09942   -0.001273 
   59.5       3.142         -20     0.04959    -0.00292 
   64.5       3.142         -20     0.03582   -0.003399 
   79.5       3.142         -20     0.01525   -0.004137 
   84.5       3.142         -20     0.01039   -0.004191 
   99.5       3.142         -20   -0.001081   -0.004071 
  104.5       3.142         -20   -0.004699   -0.003953 
  119.5       3.142         -20   -0.007632   -0.003505 
  124.5       3.142         -20    -0.01079     -0.0033 
  139.5       3.142         -20    -0.01604   -0.002674 
  144.5       3.142         -20    -0.01504   -0.002445 
  159.5       3.142         -20    -0.02162   -0.001738 
  164.5       3.142         -20    -0.02164   -0.001493 
  179.5       3.142         -20    -0.02442  -0.0007832 
  184.5       3.142         -20    -0.02674  -0.0005694 
    199       3.142         -20    -0.04642 -1.541e-005 
  199.3       3.142         -20     -0.0473 -1.114e-005 
  199.5       3.142         -20    -0.04792 -7.151e-006 
    202       3.142         -20           0           0 
  209.5       3.142         -20           0           0 
    212       3.142         -20           0           0 
  219.5       3.142         -20           0           0 
    222       3.142         -20           0           0 
   14.5       3.665         -20           0           0 
     17       3.665         -20           0           0 
   24.5       3.665         -20           0           0 
     27       3.665         -20           0           0 
   34.5       3.665         -20           0           0 
     37       3.665         -20           0           0 
   44.5       3.665         -20           0           0 
     47       3.665         -20           0           0 
     49       3.665         -20       0.152  -0.0004269 
     50       3.665         -20      0.1229  -0.0007993 
     51       3.665         -20     0.09243   -0.001108 
   59.5       3.665         -20     0.04404   -0.002685 
   64.5       3.665         -20     0.03238   -0.003147 
   79.5       3.665         -20     0.01187   -0.003985 
   84.5       3.665         -20    0.007233   -0.004262 
   99.5       3.665         -20   -0.002565   -0.004399 
  104.5       3.665         -20   -0.006282   -0.004479 
  119.5       3.665         -20   -0.008711   -0.004445 
  124.5       3.665         -20    -0.01014   -0.004415 
  139.5       3.665         -20    -0.01469   -0.004194 
  144.5       3.665         -20    -0.01418   -0.004104 
  159.5       3.665         -20    -0.01912   -0.003696 
  164.5       3.665         -20    -0.01926   -0.003481 
  179.5       3.665         -20    -0.02087   -0.002719 
  184.5       3.665         -20    -0.02148   -0.002358 
    199       3.665         -20    -0.02947  -0.0003627 
  199.3       3.665         -20    -0.02985  -0.0002752 
  199.5       3.665         -20    -0.03011   -0.000185 
    202       3.665         -20           0           0 
  209.5       3.665         -20           0           0 
    212       3.665         -20           0           0 
  219.5       3.665         -20           0           0 
    222       3.665         -20           0           0 
   14.5       4.189         -20           0           0 
     17       4.189         -20           0           0 
   24.5       4.189         -20           0           0 
     27       4.189         -20           0           0 
   34.5       4.189         -20           0           0 
     37       4.189         -20           0           0 
   44.5       4.189         -20           0           0 
     47       4.189         -20           0           0 
     49       4.189         -20      0.1434  -0.0003512 
     50       4.189         -20      0.1151  -0.0006004 
     51       4.189         -20     0.08522   -0.000739 
   59.5       4.189         -20     0.03721   -0.001675 
   64.5       4.189         -20     0.02857   -0.002189 
   79.5       4.189         -20    0.008178   -0.002954 
   84.5       4.189         -20    0.004933   -0.002993 
   99.5       4.189         -20   -0.004289   -0.003385 
  104.5       4.189         -20    -0.00835   -0.003451 
  119.5       4.189         -20    -0.01025   -0.003637 
  124.5       4.189         -20    -0.01407   -0.003694 
  139.5       4.189         -20     -0.0163   -0.003784 
  144.5       4.189         -20    -0.01572   -0.003776 
  159.5       4.189         -20     -0.0196    -0.00361 
  164.5       4.189         -20    -0.01762   -0.003522 
  179.5       4.189         -20    -0.01511   -0.002912 
  184.5       4.189         -20    -0.01453   -0.002542 
    199       4.189         -20     0.01496  -0.0004247 
  199.3       4.189         -20     0.01657  -0.0003225 
  199.5       4.189         -20     0.01776  -0.0002169 
    202       4.189         -20           0           0 
  209.5       4.189         -20           0           0 
    212       4.189         -20           0           0 
  219.5       4.189         -20           0           0 
    222       4.189         -20           0           0 
   14.5       4.712         -20           0           0 
     17       4.712         -20           0           0 
   24.5       4.712         -20           0           0 
     27       4.712         -20           0           0 
   34.5       4.712         -20           0           0 
     37       4.712         -20           0           0 
   44.5       4.712         -20           0           0 
     47       4.712         -20           0           0 
     49       4.712         -20      0.1386  7.693e-005 
     50       4.712         -20      0.1125   0.0001034 
     51       4.712         -20     0.08435  6.354e-005 
   59.5       4.712         -20     0.03628  -0.0001845 
   64.5       4.712         -20      0.0258  -0.0001985 
   79.5       4.712         -20    0.007413   -0.000289 
   84.5       4.712         -20    0.001559  -0.0003374 
   99.5       4.712         -20   -0.006428  -0.0003408 
  104.5       4.712         -20   -0.009505  -0.0003527 
  119.5       4.712         -20    -0.01271   -0.000328 
  124.5       4.712         -20     -0.0143  -0.0002908 
  139.5       4.712         -20    -0.01757  -0.0002326 
  144.5       4.712         -20    -0.01622  -0.0002015 
  159.5       4.712         -20    -0.01941  -0.0001247 
  164.5       4.712         -20    -0.01864  -0.0001092 
  179.5       4.712         -20    -0.01217 -3.396e-005 
  184.5       4.712         -20    -0.01251 -3.833e-005 
    199       4.712         -20     0.03654 -6.809e-006 
  199.3       4.712         -20     0.03899 -5.263e-006 
  199.5       4.712         -20     0.04079 -3.535e-006 
    202       4.712         -20           0           0 
  209.5       4.712         -20           0           0 
    212       4.712         -20           0           0 
  219.5       4.712         -20           0           0 
    222       4.712         -20           0           0 
   14.5       5.236         -20           0           0 
     17       5.236         -20           0           0 
   24.5       5.236         -20           0           0 
     27       5.236         -20           0           0 
   34.5       5.236         -20           0           0 
     37       5.236         -20           0           0 
   44.5       5.236         -20           0           0 
     47       5.236         -20           0           0 
     49       5.236         -20      0.1419   0.0001027 
     50       5.236         -20      0.1143   0.0002172 
     51       5.236         -20     0.08494   0.0003578 
   59.5       5.236         -20     0.03728    0.001004 
   64.5       5.236         -20     0.02676    0.001243 
   79.5       5.236         -20    0.007379    0.001502 
   84.5       5.236         -20    0.002694    0.001537 
   99.5       5.236         -20   -0.005965    0.001572 
  104.5       5.236         -20   -0.009855    0.001635 
  119.5       5.236         -20    -0.01221    0.001569 
  124.5       5.236         -20    -0.01387    0.001545 
  139.5       5.236         -20    -0.01643    0.001489 
  144.5       5.236         -20    -0.01565    0.001418 
  159.5       5.236         -20    -0.01923    0.001279 
  164.5       5.236         -20     -0.0175    0.001246 
  179.5       5.236         -20    -0.01406   0.0009746 
  184.5       5.236         -20    -0.01324    0.000857 
    199       5.236         -20     0.02464   0.0001561 
  199.3       5.236         -20     0.02651   0.0001191 
  199.5       5.236         -20     0.02788  8.048e-005 
    202       5.236         -20           0           0 
  209.5       5.236         -20           0           0 
    212       5.236         -20           0           0 
  219.5       5.236         -20           0           0 
    222       5.236         -20           0           0 
   14.5        5.76         -20           0           0 
     17        5.76         -20           0           0 
   24.5        5.76         -20           0           0 
     27        5.76         -20           0           0 
   34.5        5.76         -20           0           0 
     37        5.76         -20           0           0 
   44.5        5.76         -20           0           0 
     47        5.76         -20           0           0 
     49        5.76         -20      0.1488   0.0004141 
     50        5.76         -20      0.1195    0.000738 
     51        5.76         -20     0.08856   0.0009414 
   59.5        5.76         -20     0.03857    0.001942 
   64.5        5.76         -20     0.02873    0.002218 
   79.5        5.76         -20    0.008454    0.002465 
   84.5        5.76         -20    0.003689    0.002446 
   99.5        5.76         -20    -0.00479    0.002157 
  104.5        5.76         -20   -0.009001    0.001922 
  119.5        5.76         -20    -0.01211    0.001482 
  124.5        5.76         -20    -0.01469    0.001294 
  139.5        5.76         -20    -0.01845   0.0007015 
  144.5        5.76         -20    -0.01727   0.0005825 
  159.5        5.76         -20    -0.02106   4.85e-005 
  164.5        5.76         -20    -0.01931  -0.0001156 
  179.5        5.76         -20    -0.01509  -0.0004369 
  184.5        5.76         -20    -0.01448  -0.0004868 
    199        5.76         -20     0.02476  -0.0001532 
  199.3        5.76         -20     0.02678  -0.0001171 
  199.5        5.76         -20     0.02827 -7.908e-005 
    202        5.76         -20           0           0 
  209.5        5.76         -20           0           0 
    212        5.76         -20           0           0 
  219.5        5.76         -20           0           0 
    222        5.76         -20           0           0 
   14.5           0         -10           0           0 
     17           0         -10           0           0 
   24.5           0         -10           0           0 
     27           0         -10           0           0 
   34.5           0         -10           0           0 
     37           0         -10           0           0 
   44.5           0         -10           0           0 
     47           0         -10           0           0 
     49           0         -10      0.1576   0.0004628 
     50           0         -10      0.1287   0.0008747 
     51           0         -10     0.09771    0.001233 
   59.5           0         -10     0.04423    0.002981 
   64.5           0         -10     0.03242    0.003549 
   79.5           0         -10     0.01077    0.004304 
   84.5           0         -10    0.004459    0.004383 
   99.5           0         -10   -0.006037    0.004272 
  104.5           0         -10   -0.009379    0.004197 
  119.5           0         -10    -0.01362    0.003725 
  124.5           0         -10    -0.01639    0.003535 
  139.5           0         -10    -0.01991    0.002925 
  144.5           0         -10    -0.01954    0.002662 
  159.5           0         -10    -0.02364     0.00196 
  164.5           0         -10      -0.023    0.001707 
  179.5           0         -10    -0.01749   0.0009567 
  184.5           0         -10    -0.01719   0.0007122 
    199           0         -10     0.03484  4.524e-005 
  199.3           0         -10     0.03738  3.389e-005 
  199.5           0         -10     0.03925  2.249e-005 
    202           0         -10           0           0 
  209.5           0         -10           0           0 
    212           0         -10           0           0 
  219.5           0         -10           0           0 
    222           0         -10           0           0 
   14.5      0.5236         -10           0           0 
     17      0.5236         -10           0           0 
   24.5      0.5236         -10           0           0 
     27      0.5236         -10           0           0 
   34.5      0.5236         -10           0           0 
     37      0.5236         -10           0           0 
   44.5      0.5236         -10           0           0 
     47      0.5236         -10           0           0 
     49      0.5236         -10      0.1738   0.0006553 
     50      0.5236         -10      0.1404     0.00119 
     51      0.5236         -10      0.1054    0.001594 
   59.5      0.5236         -10     0.05135    0.003862 
   64.5      0.5236         -10     0.03851    0.004728 
   79.5      0.5236         -10     0.01516    0.006325 
   84.5      0.5236         -10      0.0109    0.006571 
   99.5      0.5236         -10   -0.001683    0.007191 
  104.5      0.5236         -10   -0.006459    0.007357 
  119.5      0.5236         -10    -0.01111    0.007535 
  124.5      0.5236         -10    -0.01491    0.007553 
  139.5      0.5236         -10    -0.02015    0.007434 
  144.5      0.5236         -10    -0.01994    0.007309 
  159.5      0.5236         -10    -0.02656     0.00671 
  164.5      0.5236         -10    -0.02477    0.006424 
  179.5      0.5236         -10    -0.02451    0.005074 
  184.5      0.5236         -10    -0.02472    0.004389 
    199      0.5236         -10  -0.0004372   0.0006888 
  199.3      0.5236         -10   0.0009107   0.0005226 
  199.5      0.5236         -10    0.001913   0.0003511 
    202      0.5236         -10           0           0 
  209.5      0.5236         -10           0           0 
    212      0.5236         -10           0           0 
  219.5      0.5236         -10           0           0 
    222      0.5236         -10           0           0 
   14.5       1.047         -10           0           0 
     17       1.047         -10           0           0 
   24.5       1.047         -10           0           0 
     27       1.047         -10           0           0 
