Electric field distortions due to the shape of the Endcaps; R,Z and Dist Int in cm
Source: Howard Wieman May 2001 - Done in MathCad on his laptop
33 steps in R
12 steps in Phi
69 steps in Z
     R          Phi          Z      R Integral  Phi Integral 
     47       5.236        -100           0           0 
     49       5.236        -100      0.1386  9.684e-005 
     50       5.236        -100       0.111   0.0002057 
     51       5.236        -100     0.08171   0.0003412 
   59.5       5.236        -100     0.03463   0.0009539 
   64.5       5.236        -100     0.02442    0.001179 
   79.5       5.236        -100    0.005936    0.001415 
   84.5       5.236        -100     0.00153    0.001447 
   99.5       5.236        -100   -0.006359    0.001479 
  104.5       5.236        -100    -0.01002    0.001543 
  119.5       5.236        -100    -0.01178    0.001484 
  124.5       5.236        -100    -0.01327    0.001464 
  139.5       5.236        -100    -0.01544    0.001421 
  144.5       5.236        -100    -0.01456    0.001355 
  159.5       5.236        -100    -0.01794    0.001233 
  164.5       5.236        -100    -0.01616    0.001206 
  179.5       5.236        -100    -0.01267   0.0009524 
  184.5       5.236        -100    -0.01186   0.0008405 
    199       5.236        -100     0.02596   0.0001551 
  199.3       5.236        -100     0.02783   0.0001184 
  199.5       5.236        -100     0.02921  7.998e-005 
    202       5.236        -100           0           0 
  209.5       5.236        -100           0           0 
    212       5.236        -100           0           0 
  219.5       5.236        -100           0           0 
    222       5.236        -100           0           0 
   14.5        5.76        -100           0           0 
     17        5.76        -100           0           0 
   24.5        5.76        -100           0           0 
     27        5.76        -100           0           0 
   34.5        5.76        -100           0           0 
     37        5.76        -100           0           0 
   44.5        5.76        -100           0           0 
     47        5.76        -100           0           0 
     49        5.76        -100      0.1451   0.0003978 
     50        5.76        -100       0.116   0.0007064 
     51        5.76        -100     0.08506   0.0008954 
   59.5        5.76        -100     0.03569    0.001804 
   64.5        5.76        -100     0.02619    0.002045 
   79.5        5.76        -100     0.00688     0.00224 
   84.5        5.76        -100    0.002416    0.002216 
   99.5        5.76        -100   -0.005231    0.001933 
  104.5        5.76        -100   -0.009194    0.001705 
  119.5        5.76        -100    -0.01165    0.001297 
  124.5        5.76        -100    -0.01405    0.001121 
  139.5        5.76        -100    -0.01738   0.0005677 
  144.5        5.76        -100    -0.01609   0.0004621 
  159.5        5.76        -100    -0.01965 -3.325e-005 
  164.5        5.76        -100    -0.01785  -0.0001852 
  179.5        5.76        -100    -0.01357  -0.0004735 
  184.5        5.76        -100    -0.01296  -0.0005135 
    199        5.76        -100     0.02622  -0.0001547 
  199.3        5.76        -100     0.02824  -0.0001182 
  199.5        5.76        -100     0.02973 -7.985e-005 
    202        5.76        -100           0           0 
  209.5        5.76        -100           0           0 
    212        5.76        -100           0           0 
  219.5        5.76        -100           0           0 
    222        5.76        -100           0           0 
   14.5           0         -90           0           0 
     17           0         -90           0           0 
   24.5           0         -90           0           0 
     27           0         -90           0           0 
   34.5           0         -90           0           0 
     37           0         -90           0           0 
   44.5           0         -90           0           0 
     47           0         -90           0           0 
     49           0         -90      0.1543   0.0004409 
     50           0         -90      0.1255   0.0008324 
     51           0         -90      0.0946    0.001172 
   59.5           0         -90     0.04166    0.002795 
   64.5           0         -90     0.03015    0.003315 
   79.5           0         -90    0.009334    0.003991 
   84.5           0         -90    0.003291    0.004059 
   99.5           0         -90    -0.00647    0.003945 
  104.5           0         -90   -0.009589    0.003877 
  119.5           0         -90    -0.01324     0.00344 
  124.5           0         -90    -0.01585    0.003265 
  139.5           0         -90    -0.01895    0.002707 
  144.5           0         -90    -0.01848    0.002463 
  159.5           0         -90    -0.02235    0.001819 
  164.5           0         -90    -0.02166    0.001586 
  179.5           0         -90    -0.01608   0.0008913 
  184.5           0         -90    -0.01578   0.0006641 
    199           0         -90      0.0362  4.243e-005 
  199.3           0         -90     0.03873  3.178e-005 
  199.5           0         -90      0.0406  2.109e-005 
    202           0         -90           0           0 
  209.5           0         -90           0           0 
    212           0         -90           0           0 
  219.5           0         -90           0           0 
    222           0         -90           0           0 
   14.5      0.5236         -90           0           0 
     17      0.5236         -90           0           0 
   24.5      0.5236         -90           0           0 
     27      0.5236         -90           0           0 
   34.5      0.5236         -90           0           0 
     37      0.5236         -90           0           0 
   44.5      0.5236         -90           0           0 
     47      0.5236         -90           0           0 
     49      0.5236         -90      0.1699   0.0006277 
     50      0.5236         -90      0.1366    0.001137 
     51      0.5236         -90      0.1017    0.001517 
   59.5      0.5236         -90     0.04825    0.003625 
   64.5      0.5236         -90     0.03575    0.004427 
   79.5      0.5236         -90     0.01337    0.005911 
   84.5      0.5236         -90    0.009424    0.006137 
   99.5      0.5236         -90   -0.002296    0.006736 
  104.5      0.5236         -90   -0.006805    0.006904 
  119.5      0.5236         -90    -0.01073    0.007114 
  124.5      0.5236         -90    -0.01431    0.007149 
  139.5      0.5236         -90    -0.01902    0.007095 
  144.5      0.5236         -90    -0.01866    0.006995 
  159.5      0.5236         -90    -0.02495    0.006481 
  164.5      0.5236         -90    -0.02309    0.006225 
  179.5      0.5236         -90     -0.0227    0.004964 
  184.5      0.5236         -90     -0.0229    0.004308 
    199      0.5236         -90    0.001322    0.000684 
  199.3      0.5236         -90    0.002667    0.000519 
  199.5      0.5236         -90    0.003668   0.0003487 
    202      0.5236         -90           0           0 
  209.5      0.5236         -90           0           0 
    212      0.5236         -90           0           0 
  219.5      0.5236         -90           0           0 
    222      0.5236         -90           0           0 
   14.5       1.047         -90           0           0 
     17       1.047         -90           0           0 
   24.5       1.047         -90           0           0 
     27       1.047         -90           0           0 
   34.5       1.047         -90           0           0 
     37       1.047         -90           0           0 
   44.5       1.047         -90           0           0 
     47       1.047         -90           0           0 
     49       1.047         -90      0.1827   0.0004947 
     50       1.047         -90      0.1477   0.0008668 
     51       1.047         -90      0.1115    0.001102 
   59.5       1.047         -90     0.05708    0.002711 
   64.5       1.047         -90     0.04248    0.003355 
   79.5       1.047         -90     0.01944    0.004559 
   84.5       1.047         -90     0.01452    0.004931 
   99.5       1.047         -90    0.001589    0.005563 
  104.5       1.047         -90   -0.002246    0.005726 
  119.5       1.047         -90   -0.005722    0.006203 
  124.5       1.047         -90   -0.008807    0.006308 
  139.5       1.047         -90    -0.01543    0.006456 
  144.5       1.047         -90    -0.01558    0.006506 
  159.5       1.047         -90    -0.02351    0.006233 
  164.5       1.047         -90    -0.02492     0.00601 
  179.5       1.047         -90    -0.03172    0.004977 
  184.5       1.047         -90    -0.03433    0.004376 
    199       1.047         -90    -0.07629   0.0007172 
  199.3       1.047         -90    -0.07824   0.0005442 
  199.5       1.047         -90    -0.07966   0.0003656 
    202       1.047         -90           0           0 
  209.5       1.047         -90           0           0 
    212       1.047         -90           0           0 
  219.5       1.047         -90           0           0 
    222       1.047         -90           0           0 
   14.5       1.571         -90           0           0 
     17       1.571         -90           0           0 
   24.5       1.571         -90           0           0 
     27       1.571         -90           0           0 
   34.5       1.571         -90           0           0 
     37       1.571         -90           0           0 
   44.5       1.571         -90           0           0 
     47       1.571         -90           0           0 
     49       1.571         -90      0.1883 -8.881e-005 
     50       1.571         -90      0.1521 -9.803e-005 
     51       1.571         -90       0.115  -1.96e-005 
   59.5       1.571         -90     0.06029   0.0001261 
   64.5       1.571         -90     0.04461  2.225e-005 
   79.5       1.571         -90     0.02226  9.598e-005 
   84.5       1.571         -90     0.01709  8.088e-005 
   99.5       1.571         -90    0.004773  9.396e-005 
  104.5       1.571         -90   0.0005838  9.023e-005 
  119.5       1.571         -90   -0.002585    6.3e-005 
  124.5       1.571         -90   -0.006139  1.597e-005 
  139.5       1.571         -90    -0.01463 -2.119e-005 
  144.5       1.571         -90    -0.01438 -7.601e-005 
  159.5       1.571         -90    -0.02318   -0.000121 
  164.5       1.571         -90    -0.02583  -0.0001187 
  179.5       1.571         -90    -0.03514  -0.0001428 
  184.5       1.571         -90     -0.0395  -0.0001174 
    199       1.571         -90      -0.113 -2.056e-005 
  199.3       1.571         -90     -0.1165 -1.538e-005 
  199.5       1.571         -90     -0.1191 -1.027e-005 
    202       1.571         -90           0           0 
  209.5       1.571         -90           0           0 
    212       1.571         -90           0           0 
  219.5       1.571         -90           0           0 
    222       1.571         -90           0           0 
   14.5       2.094         -90           0           0 
     17       2.094         -90           0           0 
   24.5       2.094         -90           0           0 
     27       2.094         -90           0           0 
   34.5       2.094         -90           0           0 
     37       2.094         -90           0           0 
   44.5       2.094         -90           0           0 
     47       2.094         -90           0           0 
     49       2.094         -90      0.1829  -0.0003466 
     50       2.094         -90      0.1485  -0.0006658 
     51       2.094         -90      0.1126  -0.0009517 
   59.5       2.094         -90      0.0567   -0.002314 
   64.5       2.094         -90     0.04397   -0.002541 
   79.5       2.094         -90     0.01912   -0.003467 
   84.5       2.094         -90     0.01583   -0.003745 
   99.5       2.094         -90    0.003201   -0.004121 
  104.5       2.094         -90   -0.001658   -0.004266 
  119.5       2.094         -90   -0.004597   -0.004499 
  124.5       2.094         -90   -0.008571   -0.004506 
  139.5       2.094         -90    -0.01532   -0.004519 
  144.5       2.094         -90    -0.01614   -0.004459 
  159.5       2.094         -90    -0.02343   -0.004191 
  164.5       2.094         -90    -0.02489   -0.004013 
  179.5       2.094         -90     -0.0323   -0.003239 
  184.5       2.094         -90    -0.03462   -0.002867 
    199       2.094         -90    -0.08244  -0.0004612 
  199.3       2.094         -90    -0.08465  -0.0003503 
  199.5       2.094         -90    -0.08626  -0.0002355 
    202       2.094         -90           0           0 
  209.5       2.094         -90           0           0 
    212       2.094         -90           0           0 
  219.5       2.094         -90           0           0 
    222       2.094         -90           0           0 
   14.5       2.618         -90           0           0 
     17       2.618         -90           0           0 
   24.5       2.618         -90           0           0 
     27       2.618         -90           0           0 
   34.5       2.618         -90           0           0 
     37       2.618         -90           0           0 
   44.5       2.618         -90           0           0 
     47       2.618         -90           0           0 
     49       2.618         -90      0.1722  -0.0004587 
     50       2.618         -90      0.1389   -0.000856 
     51       2.618         -90      0.1043   -0.001182 
   59.5       2.618         -90     0.05172   -0.002788 
   64.5       2.618         -90     0.03843   -0.003565 
   79.5       2.618         -90     0.01656   -0.004312 
   84.5       2.618         -90     0.01148   -0.004311 
   99.5       2.618         -90   0.0003501   -0.004418 
  104.5       2.618         -90   -0.003837   -0.004313 
  119.5       2.618         -90   -0.007062   -0.004062 
  124.5       2.618         -90    -0.01014   -0.003949 
  139.5       2.618         -90    -0.01611   -0.003503 
  144.5       2.618         -90    -0.01593   -0.003344 
  159.5       2.618         -90    -0.02262   -0.002699 
  164.5       2.618         -90    -0.02328   -0.002491 
  179.5       2.618         -90    -0.02687   -0.001692 
  184.5       2.618         -90    -0.02874   -0.001338 
    199       2.618         -90    -0.04869  -0.0001618 
  199.3       2.618         -90    -0.04954  -0.0001223 
  199.5       2.618         -90    -0.05015 -8.184e-005 
    202       2.618         -90           0           0 
  209.5       2.618         -90           0           0 
    212       2.618         -90           0           0 
  219.5       2.618         -90           0           0 
    222       2.618         -90           0           0 
   14.5       3.142         -90           0           0 
     17       3.142         -90           0           0 
   24.5       3.142         -90           0           0 
     27       3.142         -90           0           0 
   34.5       3.142         -90           0           0 
     37       3.142         -90           0           0 
   44.5       3.142         -90           0           0 
     47       3.142         -90           0           0 
     49       3.142         -90      0.1605  -0.0005066 
     50       3.142         -90      0.1287  -0.0009166 
     51       3.142         -90     0.09585   -0.001214 
   59.5       3.142         -90     0.04662   -0.002744 
   64.5       3.142         -90     0.03318   -0.003177 
   79.5       3.142         -90     0.01352   -0.003842 
   84.5       3.142         -90    0.008952   -0.003885 
   99.5       3.142         -90   -0.001701   -0.003764 
  104.5       3.142         -90   -0.005065   -0.003653 
  119.5       3.142         -90   -0.007304   -0.003237 
  124.5       3.142         -90    -0.01026   -0.003046 
  139.5       3.142         -90    -0.01497   -0.002471 
  144.5       3.142         -90    -0.01382   -0.002259 
  159.5       3.142         -90    -0.02007   -0.001607 
  164.5       3.142         -90       -0.02   -0.001381 
  179.5       3.142         -90    -0.02264  -0.0007224 
  184.5       3.142         -90    -0.02495  -0.0005248 
    199       3.142         -90    -0.04468  -1.28e-005 
  199.3       3.142         -90    -0.04556 -9.188e-006 
  199.5       3.142         -90    -0.04619 -5.853e-006 
    202       3.142         -90           0           0 
  209.5       3.142         -90           0           0 
    212       3.142         -90           0           0 
  219.5       3.142         -90           0           0 
    222       3.142         -90           0           0 
   14.5       3.665         -90           0           0 
     17       3.665         -90           0           0 
   24.5       3.665         -90           0           0 
     27       3.665         -90           0           0 
   34.5       3.665         -90           0           0 
     37       3.665         -90           0           0 
   44.5       3.665         -90           0           0 
     47       3.665         -90           0           0 
     49       3.665         -90      0.1488  -0.0004074 
     50       3.665         -90      0.1198  -0.0007616 
     51       3.665         -90     0.08936   -0.001053 
   59.5       3.665         -90      0.0415   -0.002518 
   64.5       3.665         -90     0.03011   -0.002936 
   79.5       3.665         -90     0.01041   -0.003701 
   84.5       3.665         -90    0.006025   -0.003966 
   99.5       3.665         -90   -0.003065   -0.004096 
  104.5       3.665         -90   -0.006564   -0.004179 
  119.5       3.665         -90   -0.008403   -0.004171 
  124.5       3.665         -90   -0.009661   -0.004154 
  139.5       3.665         -90    -0.01377   -0.003978 
  144.5       3.665         -90    -0.01314   -0.003906 
  159.5       3.665         -90     -0.0178   -0.003553 
  164.5       3.665         -90    -0.01788   -0.003356 
  179.5       3.665         -90    -0.01938   -0.002651 
  184.5       3.665         -90    -0.01998   -0.002308 
    199       3.665         -90    -0.02802  -0.0003597 
  199.3       3.665         -90     -0.0284   -0.000273 
  199.5       3.665         -90    -0.02867  -0.0001835 
    202       3.665         -90           0           0 
  209.5       3.665         -90           0           0 
    212       3.665         -90           0           0 
  219.5       3.665         -90           0           0 
    222       3.665         -90           0           0 
   14.5       4.189         -90           0           0 
     17       4.189         -90           0           0 
   24.5       4.189         -90           0           0 
     27       4.189         -90           0           0 
   34.5       4.189         -90           0           0 
     37       4.189         -90           0           0 
   44.5       4.189         -90           0           0 
     47       4.189         -90           0           0 
     49       4.189         -90      0.1407  -0.0003371 
     50       4.189         -90      0.1124  -0.0005731 
     51       4.189         -90     0.08257  -0.0006992 
   59.5       4.189         -90     0.03502   -0.001554 
   64.5       4.189         -90     0.02663   -0.002036 
   79.5       4.189         -90    0.006961   -0.002745 
   84.5       4.189         -90     0.00394   -0.002774 
   99.5       4.189         -90   -0.004659   -0.003158 
  104.5       4.189         -90   -0.008532   -0.003225 
  119.5       4.189         -90   -0.009931   -0.003428 
  124.5       4.189         -90    -0.01362   -0.003493 
  139.5       4.189         -90    -0.01549   -0.003616 
  144.5       4.189         -90    -0.01482   -0.003621 
  159.5       4.189         -90     -0.0185   -0.003497 
  164.5       4.189         -90    -0.01649   -0.003423 
  179.5       4.189         -90    -0.01391   -0.002858 
  184.5       4.189         -90    -0.01333   -0.002501 
    199       4.189         -90     0.01612  -0.0004223 
  199.3       4.189         -90     0.01773  -0.0003207 
  199.5       4.189         -90     0.01892  -0.0002157 
    202       4.189         -90           0           0 
  209.5       4.189         -90           0           0 
    212       4.189         -90           0           0 
  219.5       4.189         -90           0           0 
    222       4.189         -90           0           0 
   14.5       4.712         -90           0           0 
     17       4.712         -90           0           0 
   24.5       4.712         -90           0           0 
     27       4.712         -90           0           0 
   34.5       4.712         -90           0           0 
     37       4.712         -90           0           0 
   44.5       4.712         -90           0           0 
     47       4.712         -90           0           0 
     49       4.712         -90      0.1361   8.17e-005 
     50       4.712         -90        0.11   0.0001127 
     51       4.712         -90     0.08193  7.701e-005 
   59.5       4.712         -90     0.03429   -0.000144 
   64.5       4.712         -90     0.02404  -0.0001475 
   79.5       4.712         -90    0.006328  -0.0002217 
   84.5       4.712         -90   0.0006831   -0.000268 
   99.5       4.712         -90    -0.00673  -0.0002716 
  104.5       4.712         -90   -0.009635  -0.0002851 
  119.5       4.712         -90    -0.01239  -0.0002683 
  124.5       4.712         -90    -0.01385  -0.0002345 
  139.5       4.712         -90    -0.01682  -0.0001877 
  144.5       4.712         -90     -0.0154  -0.0001606 
  159.5       4.712         -90    -0.01844 -9.605e-005 
  164.5       4.712         -90    -0.01764 -8.451e-005 
  179.5       4.712         -90    -0.01112 -2.072e-005 
  184.5       4.712         -90    -0.01147 -2.861e-005 
    199       4.712         -90     0.03754 -6.244e-006 
  199.3       4.712         -90     0.03999 -4.841e-006 
  199.5       4.712         -90     0.04179 -3.255e-006 
    202       4.712         -90           0           0 
  209.5       4.712         -90           0           0 
    212       4.712         -90           0           0 
  219.5       4.712         -90           0           0 
    222       4.712         -90           0           0 
   14.5       5.236         -90           0           0 
     17       5.236         -90           0           0 
   24.5       5.236         -90           0           0 
     27       5.236         -90           0           0 
   34.5       5.236         -90           0           0 
     37       5.236         -90           0           0 
   44.5       5.236         -90           0           0 
     47       5.236         -90           0           0 
     49       5.236         -90      0.1394  9.835e-005 
     50       5.236         -90      0.1119   0.0002087 
     51       5.236         -90     0.08252   0.0003454 
   59.5       5.236         -90     0.03529   0.0009669 
   64.5       5.236         -90       0.025    0.001196 
   79.5       5.236         -90    0.006288    0.001438 
   84.5       5.236         -90     0.00181     0.00147 
   99.5       5.236         -90   -0.006276    0.001503 
  104.5       5.236         -90   -0.009995    0.001567 
  119.5       5.236         -90     -0.0119    0.001506 
  124.5       5.236         -90    -0.01343    0.001485 
  139.5       5.236         -90     -0.0157    0.001439 
  144.5       5.236         -90    -0.01483    0.001372 
  159.5       5.236         -90    -0.01825    0.001246 
  164.5       5.236         -90    -0.01648    0.001217 
  179.5       5.236         -90      -0.013   0.0009586 
  184.5       5.236         -90    -0.01218   0.0008451 
    199       5.236         -90     0.02565   0.0001554 
  199.3       5.236         -90     0.02752   0.0001186 
  199.5       5.236         -90      0.0289  8.012e-005 
    202       5.236         -90           0           0 
  209.5       5.236         -90           0           0 
    212       5.236         -90           0           0 
  219.5       5.236         -90           0           0 
    222       5.236         -90           0           0 
   14.5        5.76         -90           0           0 
     17        5.76         -90           0           0 
   24.5        5.76         -90           0           0 
     27        5.76         -90           0           0 
   34.5        5.76         -90           0           0 
     37        5.76         -90           0           0 
   44.5        5.76         -90           0           0 
     47        5.76         -90           0           0 
     49        5.76         -90       0.146   0.0004017 
     50        5.76         -90      0.1168    0.000714 
     51        5.76         -90     0.08594   0.0009065 
   59.5        5.76         -90     0.03641    0.001837 
   64.5        5.76         -90     0.02683    0.002087 
   79.5        5.76         -90    0.007264    0.002294 
   84.5        5.76         -90    0.002722    0.002271 
   99.5        5.76         -90   -0.005138    0.001986 
  104.5        5.76         -90   -0.009162    0.001757 
  119.5        5.76         -90    -0.01178     0.00134 
  124.5        5.76         -90    -0.01422    0.001161 
  139.5        5.76         -90    -0.01765   0.0005983 
  144.5        5.76         -90    -0.01638   0.0004895 
  159.5        5.76         -90    -0.01999 -1.497e-005 
  164.5        5.76         -90    -0.01821  -0.0001697 
  179.5        5.76         -90    -0.01392  -0.0004655 
  184.5        5.76         -90    -0.01332  -0.0005076 
    199        5.76         -90     0.02588  -0.0001544 
  199.3        5.76         -90      0.0279   -0.000118 
  199.5        5.76         -90     0.02939 -7.968e-005 
    202        5.76         -90           0           0 
  209.5        5.76         -90           0           0 
    212        5.76         -90           0           0 
  219.5        5.76         -90           0           0 
    222        5.76         -90           0           0 
   14.5           0         -80           0           0 
     17           0         -80           0           0 
   24.5           0         -80           0           0 
     27           0         -80           0           0 
   34.5           0         -80           0           0 
     37           0         -80           0           0 
   44.5           0         -80           0           0 
     47           0         -80           0           0 
     49           0         -80      0.1552   0.0004465 
     50           0         -80      0.1264   0.0008431 
     51           0         -80      0.0954    0.001187 
   59.5           0         -80     0.04232    0.002843 
   64.5           0         -80     0.03073    0.003375 
   79.5           0         -80    0.009696    0.004071 
   84.5           0         -80    0.003583    0.004141 
   99.5           0         -80    -0.00637    0.004028 
  104.5           0         -80   -0.009546    0.003958 
  119.5           0         -80    -0.01334    0.003512 
  124.5           0         -80      -0.016    0.003334 
  139.5           0         -80     -0.0192    0.002763 
  144.5           0         -80    -0.01875    0.002514 
  159.5           0         -80    -0.02267    0.001855 
  164.5           0         -80      -0.022    0.001617 
  179.5           0         -80    -0.01643    0.000908 
  184.5           0         -80    -0.01613   0.0006764 
    199           0         -80     0.03586  4.314e-005 
  199.3           0         -80      0.0384  3.232e-005 
  199.5           0         -80     0.04027  2.144e-005 
    202           0         -80           0           0 
  209.5           0         -80           0           0 
    212           0         -80           0           0 
  219.5           0         -80           0           0 
    222           0         -80           0           0 
   14.5      0.5236         -80           0           0 
     17      0.5236         -80           0           0 
   24.5      0.5236         -80           0           0 
     27      0.5236         -80           0           0 
   34.5      0.5236         -80           0           0 
     37      0.5236         -80           0           0 
   44.5      0.5236         -80           0           0 
     47      0.5236         -80           0           0 
     49      0.5236         -80      0.1709   0.0006349 
     50      0.5236         -80      0.1375     0.00115 
     51      0.5236         -80      0.1027    0.001537 
   59.5      0.5236         -80     0.04904    0.003687 
   64.5      0.5236         -80     0.03646    0.004506 
   79.5      0.5236         -80     0.01383    0.006019 
   84.5      0.5236         -80    0.009798     0.00625 
   99.5      0.5236         -80   -0.002148    0.006856 
  104.5      0.5236         -80   -0.006725    0.007024 
  119.5      0.5236         -80    -0.01083    0.007227 
  124.5      0.5236         -80    -0.01447    0.007257 
  139.5      0.5236         -80    -0.01931    0.007186 
  144.5      0.5236         -80    -0.01899     0.00708 
  159.5      0.5236         -80    -0.02536    0.006544 
  164.5      0.5236         -80    -0.02351    0.006279 
  179.5      0.5236         -80    -0.02315    0.004994 
  184.5      0.5236         -80    -0.02336     0.00433 
    199      0.5236         -80   0.0008812   0.0006853 
  199.3      0.5236         -80    0.002228     0.00052 
  199.5      0.5236         -80    0.003229   0.0003494 
    202      0.5236         -80           0           0 
  209.5      0.5236         -80           0           0 
    212      0.5236         -80           0           0 
  219.5      0.5236         -80           0           0 
    222      0.5236         -80           0           0 
   14.5       1.047         -80           0           0 
     17       1.047         -80           0           0 
   24.5       1.047         -80           0           0 
     27       1.047         -80           0           0 
   34.5       1.047         -80           0           0 
     37       1.047         -80           0           0 
   44.5       1.047         -80           0           0 
     47       1.047         -80           0           0 
     49       1.047         -80      0.1839   0.0005003 
     50       1.047         -80      0.1489   0.0008776 
     51       1.047         -80      0.1126    0.001118 
   59.5       1.047         -80     0.05802    0.002759 
   64.5       1.047         -80     0.04332    0.003416 
   79.5       1.047         -80        0.02    0.004645 
   84.5       1.047         -80     0.01499    0.005022 
   99.5       1.047         -80    0.001804     0.00566 
  104.5       1.047         -80   -0.002112    0.005824 
  119.5       1.047         -80   -0.005811    0.006296 
  124.5       1.047         -80   -0.008963    0.006398 
  139.5       1.047         -80    -0.01577    0.006533 
  144.5       1.047         -80    -0.01596    0.006578 
  159.5       1.047         -80    -0.02402    0.006286 
  164.5       1.047         -80    -0.02545    0.006056 
  179.5       1.047         -80    -0.03231    0.005003 
  184.5       1.047         -80    -0.03493    0.004395 
    199       1.047         -80    -0.07687   0.0007184 
  199.3       1.047         -80    -0.07882   0.0005451 
  199.5       1.047         -80    -0.08024   0.0003662 
    202       1.047         -80           0           0 
  209.5       1.047         -80           0           0 
    212       1.047         -80           0           0 
  219.5       1.047         -80           0           0 
    222       1.047         -80           0           0 
   14.5       1.571         -80           0           0 
     17       1.571         -80           0           0 
   24.5       1.571         -80           0           0 
     27       1.571         -80           0           0 
   34.5       1.571         -80           0           0 
     37       1.571         -80           0           0 
   44.5       1.571         -80           0           0 
     47       1.571         -80           0           0 
     49       1.571         -80      0.1895 -8.776e-005 
     50       1.571         -80      0.1533   -9.6e-005 
     51       1.571         -80      0.1163 -1.665e-005 
   59.5       1.571         -80      0.0613   0.0001349 
   64.5       1.571         -80     0.04551  3.333e-005 
   79.5       1.571         -80     0.02287   0.0001104 
   84.5       1.571         -80     0.01761  9.562e-005 
   99.5       1.571         -80     0.00502   0.0001084 
  104.5       1.571         -80   0.0007447   0.0001042 
  119.5       1.571         -80   -0.002667  7.508e-005 
  124.5       1.571         -80   -0.006295  2.728e-005 
  139.5       1.571         -80    -0.01498 -1.235e-005 
  144.5       1.571         -80    -0.01479 -6.802e-005 
  159.5       1.571         -80    -0.02374  -0.0001155 
  164.5       1.571         -80    -0.02642   -0.000114 
  179.5       1.571         -80    -0.03579  -0.0001403 
  184.5       1.571         -80    -0.04016  -0.0001156 
    199       1.571         -80     -0.1137 -2.046e-005 
  199.3       1.571         -80     -0.1172  -1.53e-005 
  199.5       1.571         -80     -0.1197 -1.022e-005 
    202       1.571         -80           0           0 
  209.5       1.571         -80           0           0 
    212       1.571         -80           0           0 
  219.5       1.571         -80           0           0 
    222       1.571         -80           0           0 
   14.5       2.094         -80           0           0 
     17       2.094         -80           0           0 
   24.5       2.094         -80           0           0 
     27       2.094         -80           0           0 
   34.5       2.094         -80           0           0 
     37       2.094         -80           0           0 
   44.5       2.094         -80           0           0 
     47       2.094         -80           0           0 
     49       2.094         -80      0.1841  -0.0003498 
     50       2.094         -80      0.1497   -0.000672 
     51       2.094         -80      0.1138  -0.0009608 
   59.5       2.094         -80     0.05768   -0.002342 
   64.5       2.094         -80     0.04485   -0.002576 
   79.5       2.094         -80     0.01971   -0.003518 
   84.5       2.094         -80     0.01632   -0.003798 
   99.5       2.094         -80    0.003428    -0.00418 
  104.5       2.094         -80   -0.001515   -0.004325 
  119.5       2.094         -80   -0.004688   -0.004555 
  124.5       2.094         -80   -0.008732   -0.004561 
  139.5       2.094         -80    -0.01566   -0.004566 
  144.5       2.094         -80    -0.01654   -0.004504 
  159.5       2.094         -80    -0.02396   -0.004224 
  164.5       2.094         -80    -0.02545   -0.004042 
  179.5       2.094         -80    -0.03292   -0.003256 
  184.5       2.094         -80    -0.03525   -0.002879 
    199       2.094         -80    -0.08305  -0.0004619 
  199.3       2.094         -80    -0.08526  -0.0003508 
  199.5       2.094         -80    -0.08687  -0.0002359 
    202       2.094         -80           0           0 
  209.5       2.094         -80           0           0 
    212       2.094         -80           0           0 
  219.5       2.094         -80           0           0 
    222       2.094         -80           0           0 
   14.5       2.618         -80           0           0 
     17       2.618         -80           0           0 
   24.5       2.618         -80           0           0 
     27       2.618         -80           0           0 
   34.5       2.618         -80           0           0 
     37       2.618         -80           0           0 
   44.5       2.618         -80           0           0 
     47       2.618         -80           0           0 
     49       2.618         -80      0.1733  -0.0004638 
     50       2.618         -80        0.14  -0.0008659 
     51       2.618         -80      0.1054   -0.001196 
   59.5       2.618         -80     0.05261   -0.002832 
   64.5       2.618         -80     0.03923    -0.00362 
   79.5       2.618         -80     0.01708   -0.004387 
   84.5       2.618         -80     0.01191   -0.004389 
   99.5       2.618         -80   0.0005389   -0.004498 
  104.5       2.618         -80   -0.003724   -0.004392 
  119.5       2.618         -80   -0.007159   -0.004134 
  124.5       2.618         -80     -0.0103   -0.004018 
  139.5       2.618         -80    -0.01643   -0.003559 
  144.5       2.618         -80     -0.0163   -0.003396 
  159.5       2.618         -80    -0.02309   -0.002736 
  164.5       2.618         -80    -0.02378   -0.002524 
  179.5       2.618         -80    -0.02741   -0.001709 
  184.5       2.618         -80    -0.02928   -0.001351 
    199       2.618         -80    -0.04922  -0.0001625 
  199.3       2.618         -80    -0.05007  -0.0001228 
  199.5       2.618         -80    -0.05067 -8.222e-005 
    202       2.618         -80           0           0 
  209.5       2.618         -80           0           0 
    212       2.618         -80           0           0 
  219.5       2.618         -80           0           0 
    222       2.618         -80           0           0 
   14.5       3.142         -80           0           0 
     17       3.142         -80           0           0 
   24.5       3.142         -80           0           0 
     27       3.142         -80           0           0 
   34.5       3.142         -80           0           0 
     37       3.142         -80           0           0 
   44.5       3.142         -80           0           0 
     47       3.142         -80           0           0 
     49       3.142         -80      0.1615   -0.000512 
     50       3.142         -80      0.1297  -0.0009271 
     51       3.142         -80      0.0968    -0.00123 
   59.5       3.142         -80      0.0474    -0.00279 
   64.5       3.142         -80     0.03388   -0.003235 
