STAR Bfield Maps by Foley, Love, & Trentalange (gauss,cm,degrees)
Half Field in the NORMAL direction: October 1998
57 steps in Z
28 steps in R
37 steps in Phi
   R      Z      Phi    Br      Bz        Bphi
 119.5 -200.0    0.0     1.50  2495.01    0.28
 124.5 -200.0    0.0     1.03  2494.45    0.25
 139.5 -200.0    0.0    -1.83  2493.04    0.27
 144.5 -200.0    0.0    -3.01  2492.97    0.27
 159.5 -200.0    0.0    -6.75  2493.78    0.30
 164.5 -200.0    0.0    -8.15  2494.44    0.22
 179.5 -200.0    0.0   -11.54  2497.71    0.17
 184.5 -200.0    0.0   -12.85  2499.68    0.21
 199.5 -200.0    0.0   -15.14  2504.99    0.27
 202.0 -200.0    0.0   -15.65  2506.49    0.18
 209.5 -200.0    0.0   -15.69  2509.94    0.19
 212.0 -200.0    0.0   -15.84  2511.47    0.24
 219.5 -200.0    0.0   -15.12  2516.39    0.28
 222.0 -200.0    0.0   -15.00  2518.56    0.21
  14.5 -190.0    0.0    -1.21  2493.48    0.00
  17.0 -190.0    0.0    -1.39  2494.08   -0.00
  24.5 -190.0    0.0    -1.86  2494.47    0.04
  27.0 -190.0    0.0    -1.86  2494.79    0.03
  34.5 -190.0    0.0    -2.17  2495.25   -0.03
  37.0 -190.0    0.0    -2.13  2496.07    0.04
  44.5 -190.0    0.0    -2.01  2496.52    0.01
  47.0 -190.0    0.0    -1.82  2496.81    0.12
  59.5 -190.0    0.0    -1.13  2498.04    0.11
  64.5 -190.0    0.0    -0.73  2498.39    0.12
  79.5 -190.0    0.0     0.31  2498.62    0.19
  84.5 -190.0    0.0     0.75  2498.65    0.29
  99.5 -190.0    0.0     1.27  2497.51    0.18
 104.5 -190.0    0.0     1.20  2497.25    0.28
 119.5 -190.0    0.0     0.41  2495.91    0.17
 124.5 -190.0    0.0     0.10  2495.76    0.22
 139.5 -190.0    0.0    -2.03  2495.22    0.22
 144.5 -190.0    0.0    -2.86  2495.33    0.27
 159.5 -190.0    0.0    -5.58  2496.44    0.27
 164.5 -190.0    0.0    -6.55  2497.18    0.26
 179.5 -190.0    0.0    -8.95  2500.20    0.14
 184.5 -190.0    0.0    -9.96  2501.95    0.25
 199.5 -190.0    0.0   -11.26  2506.29    0.22
 202.0 -190.0    0.0   -11.55  2507.65    0.26
 209.5 -190.0    0.0   -11.21  2510.20    0.20
 212.0 -190.0    0.0   -11.00  2511.27    0.32
 219.5 -190.0    0.0    -9.86  2514.69    0.37
 222.0 -190.0    0.0    -9.36  2516.15    0.27
  14.5 -180.0    0.0    -0.75  2494.86   -0.00
  17.0 -180.0    0.0    -0.79  2495.22    0.00
  24.5 -180.0    0.0    -1.13  2495.45    0.07
  27.0 -180.0    0.0    -1.01  2495.70    0.06
  34.5 -180.0    0.0    -1.30  2495.83   -0.02
  37.0 -180.0    0.0    -1.21  2496.52   -0.10
  44.5 -180.0    0.0    -1.15  2496.59    0.13
  47.0 -180.0    0.0    -0.91  2496.93    0.09
  59.5 -180.0    0.0    -0.54  2497.72    0.05
  64.5 -180.0    0.0    -0.25  2497.88    0.15
  79.5 -180.0    0.0     0.27  2498.05    0.11
  84.5 -180.0    0.0     0.57  2498.24    0.16
  99.5 -180.0    0.0     0.69  2497.36    0.15
 104.5 -180.0    0.0     0.74  2497.30    0.15
 119.5 -180.0    0.0    -0.01  2496.70    0.18
 124.5 -180.0    0.0    -0.18  2496.75    0.18
 139.5 -180.0    0.0    -1.86  2496.88    0.23
 144.5 -180.0    0.0    -2.39  2497.14    0.19
 159.5 -180.0    0.0    -4.39  2498.49    0.29
 164.5 -180.0    0.0    -4.93  2499.18    0.21
 179.5 -180.0    0.0    -6.65  2502.02    0.20
 184.5 -180.0    0.0    -7.28  2503.57    0.22
 199.5 -180.0    0.0    -8.19  2507.18    0.26
 202.0 -180.0    0.0    -8.32  2508.22    0.28
 209.5 -180.0    0.0    -8.08  2510.06    0.32
 212.0 -180.0    0.0    -7.89  2510.90    0.34
 219.5 -180.0    0.0    -7.22  2512.97    0.37
 222.0 -180.0    0.0    -7.05  2513.82    0.39
  14.5 -170.0    0.0    -0.42  2495.51   -0.00
  17.0 -170.0    0.0    -0.43  2496.02   -0.00
  24.5 -170.0    0.0    -0.72  2496.02   -0.03
  27.0 -170.0    0.0    -0.56  2496.21    0.01
  34.5 -170.0    0.0    -0.80  2496.14    0.00
  37.0 -170.0    0.0    -0.70  2496.86   -0.04
  44.5 -170.0    0.0    -0.63  2496.69    0.05
  47.0 -170.0    0.0    -0.42  2496.86    0.07
  59.5 -170.0    0.0    -0.23  2497.46    0.03
  64.5 -170.0    0.0     0.01  2497.61    0.09
