# $Id: steel_magfieldmap.dat,v 1.1 2007/08/24 14:52:43 fisyak Exp $
# $Log: steel_magfieldmap.dat,v $
# Revision 1.1  2007/08/24 14:52:43  fisyak
# Add mag. field map in steel
#
#Magentic field map was calculated by Wuzheng Meng from CAD.
#This calculation was done in the 3D OPERA frame.
#The magnetic steel and coils were in the simulation. 
#z 0-150 cm, phi 0-12 degree,r 222-440cm.
#115 r bin from 222-440cm
#16 z bin  from 0 to 150 cm.
#25 phi bin from 0 to 12 degree. 
#Please note br(phi)=br(phi+12*N),  bphi(phi)=bphi(phi+12*N),  bz(phi)=bz(phi+12*N);
# r     z   phi    bx        bz   by
---------------------------------------------------------< start of table
231    150    6.5    7.54414    5029.04    0.921883
234    0    6.5    -3.85964e-13    4889.48    -3.90253e-13
234    10    6.5    -35.8504    4903.2    -4.06445
234    20    6.5    -52.3434    4933.19    -5.93357
234    30    6.5    -48.2547    4958.78    -5.46866
234    40    6.5    -37.1699    4968.71    -4.20968
234    50    6.5    -34.0493    4967.39    -3.85577
234    60    6.5    -42.6021    4969.88    -4.82805
234    70    6.5    -50.8221    4985.86    -5.76228
234    80    6.5    -45.5128    5007.48    -5.15885
234    90    6.5    -28.0292    5019.7    -3.17188
234    100    6.5    -11.1388    5016.45    -1.25078
234    110    6.5    -6.85729    5005.59    -0.759873
234    120    6.5    -14.6043    5002.71    -1.6336
234    130    6.5    -19.8136    5014.37    -2.21662
234    140    6.5    -10.8893    5029.78    -1.19107
234    150    6.5    8.22604    5034.46    0.995361
237    0    6.5    -6.10613e-13    4875.98    -8.03042e-13
237    10    6.5    -43.9365    4893.89    -4.98141
237    20    6.5    -61.8982    4932.05    -7.01624
237    30    6.5    -53.4031    4962.77    -6.0509
237    40    6.5    -36.9326    4972.05    -4.18021
237    50    6.5    -32.3018    4966.11    -3.6549
237    60    6.5    -44.743    4965.71    -5.06949
237    70    6.5    -57.2638    4984.75    -6.49297
237    80    6.5    -51.233    5011.89    -5.80789
237    90    6.5    -28.9236    5026.46    -3.27304
237    100    6.5    -7.52423    5020.45    -0.840004
237    110    6.5    -3.31989    5004.16    -0.358168
237    120    6.5    -16.0149    4999.05    -1.79484
237    130    6.5    -25.1802    5014.52    -2.82806
237    140    6.5    -14.7994    5035.14    -1.63742
237    150    6.5    9.21209    5041.23    1.10486
240    0    6.5    -7.82379e-13    4859.13    -1.36978e-12
240    10    6.5    -54.5145    4882.79    -6.18197
240    20    6.5    -73.8705    4931.72    -8.37378
240    30    6.5    -59.22    4968.81    -6.70844
240    40    6.5    -35.5246    4976.85    -4.01633
240    50    6.5    -28.8267    4964.31    -3.25616
240    60    6.5    -46.8414    4959.6    -5.30509
240    70    6.5    -65.5155    4982.84    -7.42903
240    80    6.5    -58.4724    5017.49    -6.62948
240    90    6.5    -29.7234    5035.12    -3.36306
240    100    6.5    -2.27434    5025.44    -0.242714
240    110    6.5    1.90099    5001.63    0.235149
240    120    6.5    -17.7738    4993.34    -1.99618
240    130    6.5    -32.4493    5014.19    -3.65695
240    140    6.5    -19.9732    5041.87    -2.22875
240    150    6.5    10.6143    5049.79    1.26079
243    0    6.5    -1.79571e-06    4837.8    -2.95897e-06
243    10    6.5    -68.5138    4869.45    -7.77212
243    20    6.5    -88.9686    4932.67    -10.0865
243    30    6.5    -65.8199    4977.57    -7.45213
243    40    6.5    -32.4975    4983.64    -3.66452
243    50    6.5    -22.8635    4961.78    -2.57132
243    60    6.5    -48.8444    4950.67    -5.52785
243    70    6.5    -76.3141    4979.87    -8.6538
243    80    6.5    -67.7275    5024.75    -7.68006
243    90    6.5    -30.3892    5046.32    -3.43741
243    100    6.5    5.18176    5031.8    0.606082
243    110    6.5    9.53294    4997.61    1.1029
243    120    6.5    -20.0329    4984.71    -2.25442
243    130    6.5    -42.379    5013.25    -4.78853
243    140    6.5    -26.8092    5050.49    -3.009
243    150    6.5    12.5716    5060.74    1.48063
246    0    6.5    -1.45539e-06    4810.36    -8.18726e-06
246    10    6.5    -87.2365    4853.32    -9.89904
246    20    6.5    -108.02    4935.55    -12.2478
246    30    6.5    -73.2586    4989.95    -8.29017
246    40    6.5    -27.2423    4993.1    -3.05826
246    50    6.5    -13.288    4958.3    -1.4739
246    60    6.5    -50.6547    4937.61    -5.72647
246    70    6.5    -90.7271    4975.44    -10.2869
246    80    6.5    -79.619    5034.26    -9.02698
246    90    6.5    -30.8923    5060.84    -3.4895
246    100    6.5    15.5364    5040.11    1.78856
246    110    6.5    20.61    4991.58    2.3672
246    120    6.5    -23.0563    4971.86    -2.59467
246    130    6.5    -56.0646    5011.59    -6.34208
246    140    6.5    -35.8128    5061.67    -4.03013
246    150    6.5    15.2098    5074.87    1.78347
249    0    6.5    1.01355e-06    4774.56    -1.52837e-05
249    10    6.5    -112.551    4833.79    -12.7756
249    20    6.5    -132.001    4941.35    -14.9688
249    30    6.5    -81.592    5006.99    -9.2289
249    40    6.5    -19.0744    5006.19    -2.11955
249    50    6.5    1.50236    4953.67    0.218675
249    60    6.5    -52.1377    4918.48    -5.88565
249    70    6.5    -110.33    4969.16    -12.5081
249    80    6.5    -94.8722    5046.9    -10.753
249    90    6.5    -31.195    5079.62    -3.51517
249    100    6.5    29.6345    5051.18    3.40085
249    110    6.5    36.7033    4982.9    4.20688
249    120    6.5    -27.2433    4952.88    -3.06269
249    130    6.5    -75.0365    5009.2    -8.49226
249    140    6.5    -47.5339    5076.33    -5.3551
249    150    6.5    18.6832    5093.12    2.18656
252    0    6.5    1.29249e-05    4726.99    -3.07087e-05
252    10    6.5    -147.301    4810.19    -16.7341
252    20    6.5    -162.067    4951.5    -18.3909
252    30    6.5    -90.8768    5029.97    -10.2817
252    40    6.5    -7.25804    5024.21    -0.767691
252    50    6.5    23.8966    4947.89    2.77682
252    60    6.5    -53.0826    4890.21    -5.9891
252    70    6.5    -137.561    4960.71    -15.6098
252    80    6.5    -114.315    5063.93    -12.9668
252    90    6.5    -31.2571    5103.86    -3.52038
252    100    6.5    48.4763    5066.26    5.55015
252    110    6.5    60.3029    4970.84    6.89857
252    120    6.5    -33.2652    4924.8    -3.75076
252    130    6.5    -101.532    5006.38    -11.5168
252    140    6.5    -62.5565    5095.76    -7.07167
252    150    6.5    23.168    5116.7    2.69268
255    0    6.5    3.68356e-06    4662.55    -8.64029e-06
255    10    6.5    -195.875    4781.93    -22.2582
255    20    6.5    -199.346    4968.1    -22.6208
255    30    6.5    -101.112    5060.4    -11.4313
255    40    6.5    8.87514    5048.93    1.08257
255    50    6.5    57.4683    4941.51    6.61273
255    60    6.5    -53.1133    4847.88    -5.97984
255    70    6.5    -176.158    4950.19    -19.9923
255    80    6.5    -138.679    5087.12    -15.7285
255    90    6.5    -31.0453    5134.92    -3.4886
255    100    6.5    73.0172    5087.16    8.34746
255    110    6.5    95.3513    4954.85    10.8923
255    120    6.5    -42.3039    4882.83    -4.77641
255    130    6.5    -138.721    5004.11    -15.7465
255    140    6.5    -81.3385    5121.55    -9.20674
255    150    6.5    28.7542    5146.97    3.32601
258    0    6.5    2.81312e-13    4573.82    -1.30788e-13
258    10    6.5    -265.219    4749.12    -30.1295
258    20    6.5    -244.344    4994.01    -27.7108
258    30    6.5    -112.135    5099.61    -12.6613
258    40    6.5    29.5685    5082.37    3.45093
258    50    6.5    107.416    4936.62    12.3083
258    60    6.5    -51.596    4783.3    -5.79058
258    70    6.5    -231.945    4938.97    -26.3189
258    80    6.5    -168.253    5118.61    -19.0723
258    90    6.5    -30.5803    5174.02    -3.42536
258    100    6.5    103.767    5116.23    11.842
258    110    6.5    148.351    4935.19    16.922
258    120    6.5    -56.4945    4819.07    -6.38297
258    130    6.5    -190.895    5005.06    -21.6687
258    140    6.5    -103.965    5155.54    -11.7683
258    150    6.5    35.3695    5185.23    4.08016
259    0    6.5    1.14897e-13    4537.15    -8.80424e-14
259    10    6.5    -294.874    4737.46    -33.4935
259    20    6.5    -261.009    5005.34    -29.5907
259    30    6.5    -115.933    5114.88    -13.0809
259    40    6.5    37.4484    5095.88    4.35396
259    50    6.5    128.946    4936.2    14.7641
259    60    6.5    -50.5696    4754.62    -5.66494
259    70    6.5    -255.848    4935.8    -29.0273
259    80    6.5    -179.225    5131.42    -20.3088
259    90    6.5    -30.3675    5189.09    -3.39515
259    100    6.5    115.389    5128.27    13.163
259    110    6.5    171.813    4928.22    19.5924
259    120    6.5    -62.938    4790.8    -7.11135
259    130    6.5    -212.539    5007.05    -24.1233
259    140    6.5    -112.312    5169.07    -12.7106
259    150    6.5    37.7896    5200.02    4.35651
260    0    6.5    2.95571e-14    4496.09    -5.30235e-14
260    10    6.5    -328.928    4725.66    -37.3571
260    20    6.5    -278.486    5018.28    -31.5605
260    30    6.5    -119.797    5131.35    -13.5064
260    40    6.5    45.7768    5110.73    5.30863
260    50    6.5    153.449    4936.99    17.559
260    60    6.5    -49.2154    4721.22    -5.50165
260    70    6.5    -283.141    4933.46    -32.1214
260    80    6.5    -190.721    5145.56    -21.6046
260    90    6.5    -30.1315    5205.25    -3.3631
260    100    6.5    127.644    5141.68    14.5556
260    110    6.5    199.132    4921.44    22.7014
260    120    6.5    -70.503    4757.9    -7.96896
260    130    6.5    -236.647    5010.47    -26.8598
260    140    6.5    -121.025    5183.84    -13.6958
260    150    6.5    40.3025    5215.91    4.64119
261    0    6.5    -1.79023e-16    4450.16    -2.62642e-14
261    10    6.5    -368.346    4714.1    -41.8315
261    20    6.5    -296.687    5032.96    -33.6124
261    30    6.5    -123.716    5149.05    -13.9375
261    40    6.5    54.4996    5127    6.30829
261    50    6.5    181.218    4939.58    20.7259
261    60    6.5    -47.4944    4682.29    -5.29704
261    70    6.5    -314.311    4932.58    -35.6582
261    80    6.5    -202.677    5161.14    -22.9538
261    90    6.5    -29.8754    5222.55    -3.3299
261    100    6.5    140.461    5156.6    16.0123
261    110    6.5    231.084    4915.38    26.3379
261    120    6.5    -79.338    4719.54    -8.97292
261    130    6.5    -263.339    5015.83    -29.8927
261    140    6.5    -130.053    5199.92    -14.7191
261    150    6.5    42.8938    5232.94    4.93285
262    0    6.5    9.32343e-17    4398.89    -8.39896e-15
262    10    6.5    -414.47    4703.46    -47.0714
262    20    6.5    -315.495    5049.54    -35.735
262    30    6.5    -127.674    5168.02    -14.3741
262    40    6.5    63.5483    5144.78    7.34466
262    50    6.5    212.444    4944.81    24.2863
262    60    6.5    -45.3861    4636.96    -5.04954
262    70    6.5    -349.819    4934.1    -39.6913
262    80    6.5    -215.012    5178.22    -24.3484
262    90    6.5    -29.6029    5241.01    -3.2963
262    100    6.5    153.749    5173.12    17.5227
262    110    6.5    268.616    4910.96    30.61
262    120    6.5    -89.5353    4674.77    -10.134
262    130    6.5    -292.613    5023.79    -33.2223
262    140    6.5    -139.339    5217.35    -15.7739
262    150    6.5    45.5469    5251.13    5.22988
263    0    6.5    4.66165e-15    4341.84    -1.68746e-16
263    10    6.5    -469.24    4695.15    -53.2995
263    20    6.5    -334.761    5068.12    -37.9135
263    30    6.5    -131.654    5188.26    -14.8159
263    40    6.5    72.8413    5164.11    8.40792
263    50    6.5    247.068    4953.76    28.2334
263    60    6.5    -42.9067    4584.31    -4.76179
263    70    6.5    -389.919    4939.41    -44.2512
263    80    6.5    -227.63    5196.89    -25.7785
263    90    6.5    -29.318    5260.63    -3.26312
263    100    6.5    167.39    5191.33    19.0743
263    110    6.5    312.768    4909.83    35.6366
263    120    6.5    -101.062    4622.57    -11.4485
263    130    6.5    -324.255    5035.11    -36.825
263    140    6.5    -148.811    5236.19    -16.8529
263    150    6.5    48.2428    5270.51    5.53041
264    0    6.5    0    4278.77    0
264    10    6.5    -535.283    4692.74    -60.8126
264    20    6.5    -354.245    5088.79    -40.1175
264    30    6.5    -135.612    5209.73    -15.2554
264    40    6.5    82.3097    5185.01    9.49086
264    50    6.5    284.642    4967.73    32.5144
264    60    6.5    -40.1185    4523.6    -4.43924
264    70    6.5    -434.203    4950.46    -49.2887
264    80    6.5    -240.373    5217.19    -27.2238
264    90    6.5    -29.0064    5281.39    -3.22775
264    100    6.5    181.31    5211.3    20.6579
264    110    6.5    364.224    4915.03    41.4937
264    120    6.5    -113.665    4562.05    -12.8867
264    130    6.5    -357.691    5050.59    -40.6334
264    140    6.5    -158.354    5256.44    -17.941
264    150    6.5    50.9881    5291.04    5.83408
265    0    6.5    0    4209.37    0
265    10    6.5    -613.383    4705.11    -69.6944
265    20    6.5    -373.8    5111.61    -42.323
265    30    6.5    -139.549    5232.47    -15.688
265    40    6.5    91.8571    5207.52    10.5841
265    50    6.5    323.947    4987.83    36.9916
265    60    6.5    -37.1594    4454.23    -4.09438
265    70    6.5    -481.14    4969.22    -54.6236
265    80    6.5    -253.156    5239.15    -28.6687
265    90    6.5    -28.68    5303.32    -3.18902
265    100    6.5    195.377    5233.07    22.2567
265    110    6.5    421.337    4931.01    47.9928
265    120    6.5    -126.88    4492.44    -14.3926
265    130    6.5    -392.096    5070.83    -44.5484
265    140    6.5    -167.917    5278.15    -19.0281
265    150    6.5    53.7545    5312.74    6.13927
266    0    6.5    0    4133.54    0
266    10    6.5    -691.294    4548.37    -78.55
266    20    6.5    -393.272    4943.92    -44.5136
266    30    6.5    -143.457    5063.84    -16.1145
266    40    6.5    101.361    5038.99    11.6722
266    50    6.5    363.108    4821.78    41.4526
266    60    6.5    -34.1966    4375.97    -3.74762
266    70    6.5    -527.952    4803.88    -59.9401
266    80    6.5    -265.884    5070.11    -30.1037
266    90    6.5    -28.3555    5133.77    -3.14924
266    100    6.5    209.362    5063.98    23.8441
266    110    6.5    478.276    4767.73    54.4711
266    120    6.5    -140.062    4413.49    -15.8931
266    130    6.5    -426.406    4903.32    -48.4485
266    140    6.5    -177.441    5108.65    -20.1077
266    150    6.5    56.4975    5142.99    6.44287
267    0    6.5    0    4051.39    0
267    10    6.5    -756.78    4406.34    -85.9855
267    20    6.5    -412.451    4778.37    -46.6655
267    30    6.5    -147.317    4896.51    -16.5327
267    40    6.5    110.714    4872.08    12.7431
267    50    6.5    400.36    4661.81    45.6961
267    60    6.5    -31.4008    4289.08    -3.41844
267    70    6.5    -571.837    4646.19    -64.9188
267    80    6.5    -278.428    4902.73    -31.5138
267    90    6.5    -28.0379    4965.42    -3.10897
267    100    6.5    223.106    4896.69    25.4019
267    110    6.5    529.333    4615.16    60.2783
267    120    6.5    -152.563    4325.49    -17.3144
267    130    6.5    -459.516    4740.52    -52.2078
267    140    6.5    -186.838    4940.61    -21.1695
267    150    6.5    59.1942    4974.45    6.74225
268    0    6.5    0    3963.2    0
268    10    6.5    -810.657    4270.11    -92.0938
268    20    6.5    -431.139    4614.9    -48.7563
268    30    6.5    -151.108    4730.47    -16.9405
268    40    6.5    119.815    4706.75    13.7851
268    50    6.5    434.506    4506.78    49.5858
268    60    6.5    -28.901    4194.15    -3.12152
268    70    6.5    -611.255    4494.16    -69.3846
268    80    6.5    -290.664    4736.97    -32.8849
268    90    6.5    -27.7311    4798.24    -3.06867
268    100    6.5    236.456    4731.14    26.9127
268    110    6.5    572.904    4468.85    65.2317
268    120    6.5    -163.913    4229.19    -18.6029
268    130    6.5    -490.568    4581.82    -55.7286
268    140    6.5    -196.021    4773.99    -22.2039
268    150    6.5    61.8222    4807.1    7.03489
269    0    6.5    0    3869.36    0
269    10    6.5    -855.649    4136.23    -97.1852
269    20    6.5    -449.157    4453.39    -50.7655
269    30    6.5    -154.814    4565.65    -17.3357
269    40    6.5    128.568    4542.92    14.7873
269    50    6.5    465.032    4355.43    53.0631
269    60    6.5    -26.765    4092.04    -2.8646
269    70    6.5    -645.876    4345.9    -73.2996
269    80    6.5    -302.475    4572.75    -34.2038
269    90    6.5    -27.4403    4632.2    -3.02893
269    100    6.5    249.275    4567.24    28.3608
269    110    6.5    609.634    4325.82    69.4047
269    120    6.5    -173.885    4125.59    -19.7326
269    130    6.5    -519.055    4426.45    -58.9531
269    140    6.5    -204.909    4608.74    -23.2015
269    150    6.5    64.3604    4640.89    7.31837
270    0    6.5    0    3770.36    0
270    10    6.5    -893.718    4003.3    -101.483
270    20    6.5    -466.352    4293.71    -52.6757
270    30    6.5    -158.416    4402.03    -17.7163
270    40    6.5    136.887    4380.53    15.7401
270    50    6.5    491.894    4206.69    56.123
270    60    6.5    -25.0066    3983.69    -2.64923
270    70    6.5    -675.975    4200.01    -76.6952
270    80    6.5    -313.762    4409.99    -35.4592
270    90    6.5    -27.1687    4467.24    -2.9901
270    100    6.5    261.443    4404.9    29.7327
270    110    6.5    640.585    4184.42    72.9184
270    120    6.5    -182.453    4015.75    -20.7006
270    130    6.5    -544.773    4273.64    -61.8581
270    140    6.5    -213.431    4444.79    -24.1541
270    150    6.5    66.7875    4475.78    7.59027
271    0    6.5    0    3666.74    0
271    10    6.5    -926.211    3870.67    -105.142
271    20    6.5    -482.602    4135.7    -54.473
271    30    6.5    -161.897    4239.53    -18.0804
271    40    6.5    144.701    4219.48    16.6352
271    50    6.5    515.293    4059.74    58.7885
271    60    6.5    -23.6033    3870    -2.47286
271    70    6.5    -702.021    4055.59    -79.6249
271    80    6.5    -324.439    4248.57    -36.6413
271    90    6.5    -26.9208    4303.32    -2.95271
271    100    6.5    272.863    4243.97    31.0172
271    110    6.5    666.713    4043.77    75.8817
271    120    6.5    -189.716    3900.64    -21.5183
271    130    6.5    -567.727    4122.76    -64.444
271    140    6.5    -221.52    4282.06    -25.0544
271    150    6.5    69.0885    4311.71    7.84887
272    0    6.5    0    3559.02    0
272    10    6.5    -954.089    3738.01    -108.27
272    20    6.5    -497.81    3979.2    -56.1463
272    30    6.5    -165.244    4078.1    -18.4265
272    40    6.5    151.95    4059.65    17.4658
272    50    6.5    535.523    3914.01    61.0929
272    60    6.5    -22.5152    3751.83    -2.33094
272    70    6.5    -724.504    3912.03    -82.1445
272    80    6.5    -334.438    4088.39    -37.7423
272    90    6.5    -26.6998    4140.38    -2.91711
272    100    6.5    283.46    4084.34    32.2058
272    110    6.5    688.797    3903.37    78.3833
272    120    6.5    -195.823    3781.12    -22.2027
272    130    6.5    -588.035    3973.29    -66.7246
272    140    6.5    -229.125    4120.46    -25.8962
272    150    6.5    71.2441    4148.63    8.09198
273    0    6.5    0    3447.74    0
273    10    6.5    -978.048    3605.14    -110.947
273    20    6.5    -511.897    3824.03    -57.6865
273    30    6.5    -168.441    3917.68    -18.7526
273    40    6.5    158.585    3900.95    18.2266
273    50    6.5    552.893    3769.07    63.0716
273    60    6.5    -21.6985    3629.94    -2.21847
273    70    6.5    -743.854    3768.95    -84.303
273    80    6.5    -343.695    3929.33    -38.7551
273    90    6.5    -26.5082    3978.36    -2.88366
273    100    6.5    293.17    3925.86    33.2914
273    110    6.5    707.451    3762.94    80.4933
273    120    6.5    -200.935    3657.98    -22.7719
273    130    6.5    -605.858    3824.84    -68.718
273    140    6.5    -236.193    3959.88    -26.6738
273    150    6.5    73.2462    3986.44    8.31826
274    0    6.5    0    3334.39    0
274    10    6.5    -998.182    3472.09    -113.182
274    20    6.5    -524.453    3669.72    -59.0434
274    30    6.5    -171.441    3758.91    -19.0503
274    40    6.5    164.582    3743.23    18.9218
274    50    6.5    567.834    3624.61    64.7694
274    60    6.5    -21.1403    3505.87    -2.13359
274    70    6.5    -760.068    3626.17    -86.1019
274    80    6.5    -351.851    3771.19    -39.6441
274    90    6.5    -26.3333    3817.75    -2.85326
274    100    6.5    301.79    3768.17    34.2551
274    110    6.5    723.071    3622.5    82.2618
274    120    6.5    -205.134    3532.66    -23.2396
274    130    6.5    -620.954    3677.02    -70.4021
274    140    6.5    -242.473    3799.94    -27.3625
274    150    6.5    75.275    3824.76    8.53209
275    0    6.5    0    3218.01    0
275    10    6.5    -1015.61    3338.57    -115.103
275    20    6.5    -536.039    3516.56    -60.2835
275    30    6.5    -174.31    3600.91    -19.3313
275    40    6.5    170.003    3586.49    19.5486
275    50    6.5    580.632    3480.42    66.2192
275    60    6.5    -20.7642    3378.93    -2.06922
275    70    6.5    -774.045    3483.4    -87.6408
275    80    6.5    -359.361    3614    -40.4554
275    90    6.5    -26.1797    3657.85    -2.82532
275    100    6.5    309.67    3611.47    35.13
275    110    6.5    736.353    3481.68    83.7572
275    120    6.5    -208.648    3404.56    -23.6281
275    130    6.5    -634.149    3529.7    -71.8644
275    140    6.5    -248.284    3640.98    -27.9945
275    150    6.5    77.1299    3664    8.72671
276    0    6.5    0    3099.01    0
276    10    6.5    -1030.65    3204.57    -116.745
276    20    6.5    -546.641    3364.38    -61.4052
276    30    6.5    -177.04    3443.58    -19.5946
276    40    6.5    174.833    3430.61    20.105
276    50    6.5    591.511    3336.38    67.4462
276    60    6.5    -20.5395    3249.6    -2.02185
276    70    6.5    -786.051    3340.54    -88.95
276    80    6.5    -366.211    3457.64    -41.1872
276    90    6.5    -26.0489    3498.59    -2.80002
276    100    6.5    316.801    3455.62    35.915
276    110    6.5    747.608    3340.46    85.0153
276    120    6.5    -211.581    3274.11    -23.9495
276    130    6.5    -645.608    3382.71    -73.124
276    140    6.5    -253.606    3482.9    -28.5675
276    150    6.5    78.8026    3504.1    8.9012
277    0    6.5    0    2977.78    0
277    10    6.5    -1043.57    3070.12    -118.14
277    20    6.5    -556.254    3213.06    -62.4079
277    30    6.5    -179.623    3286.83    -19.8394
277    40    6.5    179.061    3275.49    20.5899
277    50    6.5    600.657    3192.4    68.4718
277    60    6.5    -20.4412    3118.26    -1.98862
277    70    6.5    -796.301    3197.54    -90.054
277    80    6.5    -372.39    3302.01    -41.8383
277    90    6.5    -25.9425    3339.88    -2.77753
277    100    6.5    323.176    3300.52    36.6095
277    110    6.5    757.083    3198.83    86.064
277    120    6.5    -214.018    3141.72    -24.2133
277    130    6.5    -655.48    3235.95    -74.1975
277    140    6.5    -258.43    3325.6    -29.0806
277    150    6.5    80.287    3344.97    9.05484
278    0    6.5    0    2854.64    0
278    10    6.5    -1054.58    2935.22    -119.31
278    20    6.5    -564.879    3062.46    -63.2919
278    30    6.5    -182.053    3130.58    -20.065
278    40    6.5    182.681    3121.02    21.0026
278    50    6.5    608.222    3048.42    69.3132
278    60    6.5    -20.4497    2985.28    -1.96732
278    70    6.5    -804.968    3054.38    -90.9726
278    80    6.5    -377.894    3146.98    -42.4084
278    90    6.5    -25.8615    3181.64    -2.75796
278    100    6.5    328.8    3146.04    37.2137
278    110    6.5    764.972    3056.83    86.9257
278    120    6.5    -216.028    3007.71    -24.4274
278    130    6.5    -663.886    3089.33    -75.099
278    140    6.5    -262.743    3168.97    -29.5322
278    150    6.5    81.5781    3186.51    9.18709
279    0    6.5    0    2729.92    0
279    10    6.5    -1063.82    2799.94    -120.272
279    20    6.5    -572.521    2912.45    -64.0575
279    30    6.5    -184.328    2974.72    -20.271
279    40    6.5    185.692    2967.08    21.343
279    50    6.5    614.328    2904.41    69.9843
279    60    6.5    -20.55    2850.96    -1.95623
279    70    6.5    -812.188    2911.04    -91.7212
279    80    6.5    -382.724    2992.46    -42.8975
279    90    6.5    -25.8066    3023.77    -2.7414
279    100    6.5    333.675    2992.07    37.7283
279    110    6.5    771.426    2914.47    87.6172
279    120    6.5    -217.654    2872.37    -24.5967
279    130    6.5    -670.928    2942.8    -75.8399
279    140    6.5    -266.541    3012.91    -29.9219
279    150    6.5    82.6725    3028.64    9.29754
280    0    6.5    0    2603.91    0
280    10    6.5    -1071.42    2664.3    -121.041
280    20    6.5    -579.187    2762.9    -64.7057
280    30    6.5    -186.442    2819.16    -20.457
280    40    6.5    188.093    2813.57    21.6109
280    50    6.5    619.064    2760.35    70.4955
280    60    6.5    -20.7313    2715.57    -1.95412
280    70    6.5    -818.062    2767.55    -92.3112
280    80    6.5    -386.881    2838.34    -43.3056
280    90    6.5    -25.7784    2866.18    -2.7279
280    100    6.5    337.806    2838.51    38.1535
280    110    6.5    776.554    2771.81    88.1513
280    120    6.5    -218.941    2735.99    -24.7262
280    130    6.5    -676.683    2796.3    -76.4291
280    140    6.5    -269.821    2857.32    -30.2495
280    150    6.5    83.5679    2871.28    9.38593
281    0    6.5    0    2476.88    0
281    10    6.5    -1077.46    2528.36    -121.626
281    20    6.5    -584.882    2613.71    -65.237
281    30    6.5    -188.395    2663.8    -20.6227
281    40    6.5    189.886    2660.39    21.8065
281    50    6.5    622.497    2616.22    70.854
281    60    6.5    -20.9864    2579.37    -1.96015
281    70    6.5    -822.659    2623.91    -92.7508
281    80    6.5    -390.367    2684.52    -43.6332
281    90    6.5    -25.7772    2708.8    -2.71752
281    100    6.5    341.203    2685.27    38.4906
281    110    6.5    780.433    2628.9    88.5365
281    120    6.5    -219.909    2598.81    -24.8186
281    130    6.5    -681.205    2649.8    -76.8727
281    140    6.5    -272.583    2702.11    -30.5147
281    150    6.5    84.2626    2714.32    9.45208
282    0    6.5    0    2349.12    0
282    10    6.5    -1081.98    2392.18    -122.031
282    20    6.5    -589.612    2464.77    -65.6521
282    30    6.5    -190.186    2508.55    -20.7682
282    40    6.5    191.071    2507.45    21.93
282    50    6.5    624.661    2472.04    71.064
282    60    6.5    -21.3107    2442.6    -1.97383
282    70    6.5    -826.021    2480.15    -93.0445
282    80    6.5    -393.185    2530.9    -43.8803
282    90    6.5    -25.8031    2551.52    -2.71027
282    100    6.5    343.866    2532.24    38.7396
282    110    6.5    783.106    2485.8    88.7777
282    120    6.5    -220.575    2461.07    -24.8754
282    130    6.5    -684.526    2503.28    -77.1745
282    140    6.5    -274.826    2547.18    -30.7177
282    150    6.5    84.7562    2557.68    9.49593
283    0    6.5    0    2221.03    0
283    10    6.5    -1083.88    2255.67    -122.15
283    20    6.5    -593.513    2316.52    -65.9631
283    30    6.5    -191.916    2354.12    -20.9013
283    40    6.5    191.941    2354.97    22.0103
283    50    6.5    625.199    2327.76    71.0964
283    60    6.5    -21.5494    2305.64    -1.98096
283    70    6.5    -827.219    2336.21    -93.1079
283    80    6.5    -395.503    2377.93    -44.0602
283    90    6.5    -25.8491    2395    -2.70466
283    100    6.5    345.88    2379.97    38.911
283    110    6.5    783.822    2342.48    88.8141
283    120    6.5    -220.58    2323.08    -24.8651
283    130    6.5    -685.988    2356.63    -77.2746
283    140    6.5    -276.679    2392.95    -30.8721
283    150    6.5    85.251    2401.49    9.53512
284    0    6.5    0    2092.25    0
284    10    6.5    -1084.13    2118.82    -122.081
284    20    6.5    -596.813    2168.79    -66.1968
284    30    6.5    -193.568    2200.64    -21.0235
284    40    6.5    192.63    2203.02    22.061
284    50    6.5    624.713    2183.36    71.0089
284    60    6.5    -21.782    2168.19    -1.98974
284    70    6.5    -827.06    2192.05    -93.0186
284    80    6.5    -397.464    2225.51    -44.19
284    90    6.5    -25.9076    2239.34    -2.7007
284    100    6.5    347.439    2228.23    39.0246
284    110    6.5    783.276    2198.9    88.7114
284    120    6.5    -220.18    2184.56    -24.8112
284    130    6.5    -686.265    2209.87    -77.2384
284    140    6.5    -278.245    2239.26    -30.9893
284    150    6.5    85.7664    2245.78    9.57189
285    0    6.5    0    1962.78    0
285    10    6.5    -1083.7    1981.72    -121.916
285    20    6.5    -599.479    2021.08    -66.3517
285    30    6.5    -195.074    2047.51    -21.1302
285    40    6.5    192.984    2051.3    22.0667
285    50    6.5    623.572    2038.88    70.8328
285    60    6.5    -22.134    2030.22    -2.01197
285    70    6.5    -826.337    2047.77    -92.8494
285    80    6.5    -398.995    2073.19    -44.2657
285    90    6.5    -25.9808    2084    -2.69934
285    100    6.5    348.544    2076.48    39.0793
285    110    6.5    782.113    2055.13    88.5236
285    120    6.5    -219.665    2045.56    -24.7392
285    130    6.5    -685.943    2063.07    -77.1199
285    140    6.5    -279.469    2085.64    -31.0634
285    150    6.5    86.1768    2090.35    9.59547
286    0    6.5    0    1832.89    0
286    10    6.5    -1082.5    1844.42    -121.647
286    20    6.5    -601.511    1873.27    -66.4277
