# $Id: steel_magfieldmap.dat,v 1.1 2007/08/24 14:52:43 fisyak Exp $
# $Log: steel_magfieldmap.dat,v $
# Revision 1.1  2007/08/24 14:52:43  fisyak
# Add mag. field map in steel
#
#Magentic field map was calculated by Wuzheng Meng from CAD.
#This calculation was done in the 3D OPERA frame.
#The magnetic steel and coils were in the simulation. 
#z 0-150 cm, phi 0-12 degree,r 222-440cm.
#115 r bin from 222-440cm
#16 z bin  from 0 to 150 cm.
#25 phi bin from 0 to 12 degree. 
#Please note br(phi)=br(phi+12*N),  bphi(phi)=bphi(phi+12*N),  bz(phi)=bz(phi+12*N);
# r     z   phi    bx        bz   by
---------------------------------------------------------< start of table
285    150    1    84.5799    2081.8    2.2857
286    0    1    0    1852.95    0
286    10    1    -1079.44    1854.78    -25.5505
286    20    1    -588.949    1866.72    -18.3199
286    30    1    -189.423    1882.67    -7.30973
286    40    1    191.703    1891.21    4.20841
286    50    1    622.871    1897.57    13.1507
286    60    1    -19.4465    1904.45    -2.13009
286    70    1    -822.241    1908.2    -19.8258
286    80    1    -392.509    1913.45    -12.0181
286    90    1    -24.2713    1917.67    -1.23956
286    100    1    344.288    1917.68    9.27964
286    110    1    781.288    1917.65    16.9453
286    120    1    -219.162    1919.05    -5.06768
286    130    1    -681.781    1918.79    -16.6105
286    140    1    -274.904    1923.21    -8.29975
286    150    1    84.5758    1925.33    2.53683
287    0    1    0    1726.7    0
287    10    1    -1074.5    1718.68    -27.5413
287    20    1    -587.298    1717.4    -20.4399
287    30    1    -189.6    1728.16    -8.20829
287    40    1    190.335    1738.22    4.66692
287    50    1    618.587    1753.18    14.0583
287    60    1    -19.6865    1769.09    -2.4557
287    70    1    -817.828    1764.3    -21.4361
287    80    1    -391.14    1759.71    -13.4025
287    90    1    -24.1745    1760.99    -1.38337
287    100    1    342.722    1764.38    10.3155
287    110    1    776.934    1774.59    18.0569
287    120    1    -217.888    1782.63    -5.42161
287    130    1    -677.799    1771.86    -18.068
287    140    1    -273.996    1768.04    -9.27388
287    150    1    84.3369    1768.59    2.84267
288    0    1    0    1601.38    0
288    10    1    -1067.17    1582.66    -29.9123
288    20    1    -584.04    1567.6    -22.8819
288    30    1    -189.384    1573.43    -9.22128
288    40    1    188.348    1584.85    5.21856
288    50    1    612.652    1608.66    15.1385
288    60    1    -20.0013    1634.66    -2.8023
288    70    1    -811.452    1620.37    -23.3571
288    80    1    -388.705    1605.52    -14.9975
288    90    1    -24.1174    1604.08    -1.53929
288    100    1    340.145    1610.58    11.5356
288    110    1    770.79    1631.62    19.3828
288    120    1    -216.128    1647.11    -5.84086
288    130    1    -672.016    1624.73    -19.8027
288    140    1    -272.309    1612.41    -10.3917
288    150    1    83.8678    1611.49    3.2033
289    0    1    0    1477.31    0
289    10    1    -1057.26    1446.75    -32.66
289    20    1    -579.18    1417.19    -25.646
289    30    1    -188.782    1418.39    -10.3488
289    40    1    185.751    1431    5.86351
289    50    1    604.916    1463.97    16.3888
289    60    1    -20.4111    1501.5    -3.17025
289    70    1    -802.94    1476.38    -25.5858
289    80    1    -385.212    1450.76    -16.8033
289    90    1    -24.0989    1446.88    -1.70731
289    100    1    336.557    1456.18    12.9398
289    110    1    762.659    1488.75    20.9196
289    120    1    -213.814    1512.81    -6.32428
289    130    1    -664.309    1477.29    -21.8127
289    140    1    -269.858    1456.23    -11.6535
289    150    1    83.1746    1453.95    3.61885
290    0    1    0    1354.88    0
290    10    1    -1044.5    1310.95    -35.7802
290    20    1    -572.727    1266.02    -28.7325
290    30    1    -187.802    1262.96    -11.5912
290    40    1    182.556    1276.56    6.60202
290    50    1    595.193    1319    17.8061
290    60    1    -20.9411    1370.01    -3.56
290    70    1    -792.076    1332.26    -28.1187
290    80    1    -380.674    1295.33    -18.8202
290    90    1    -24.1173    1289.28    -1.8874
290    100    1    331.967    1301.04    14.5285
290    110    1    752.294    1345.99    22.6631
290    120    1    -210.862    1380.14    -6.8704
290    130    1    -654.536    1329.44    -24.0956
290    140    1    -266.656    1299.39    -13.0595
290    150    1    82.2646    1295.88    4.08948
291    0    1    0    1234.5    0
291    10    1    -1028.57    1175.27    -39.2671
291    20    1    -564.704    1113.94    -32.142
291    30    1    -186.456    1107.04    -12.9485
291    40    1    178.783    1121.41    7.43449
291    50    1    583.263    1173.61    19.3864
291    60    1    -21.6226    1240.65    -3.97209
291    70    1    -778.599    1187.94    -30.9511
291    80    1    -375.111    1139.11    -21.0485
291    90    1    -24.1709    1131.23    -2.07954
291    100    1    326.391    1145.04    16.302
291    110    1    739.385    1203.3    24.6078
291    120    1    -207.166    1249.53    -7.4774
291    130    1    -642.531    1181.01    -26.6485
291    140    1    -262.727    1141.79    -14.6102
291    150    1    81.1471    1137.21    4.61536
292    0    1    0    1116.61    0
292    10    1    -1009.06    1039.64    -43.1137
292    20    1    -555.145    960.8    -35.8751
292    30    1    -184.753    950.552    -14.421
292    40    1    174.463    965.446    8.36144
292    50    1    568.872    1027.62    21.1255
292    60    1    -22.4926    1113.98    -4.40719
292    70    1    -762.19    1043.23    -34.0778
292    80    1    -368.555    981.968    -23.489
292    90    1    -24.2573    972.634    -2.28367
292    100    1    319.857    988.059    18.2607
292    110    1    723.541    1060.59    26.7472
292    120    1    -202.598    1121.54    -8.14306
292    130    1    -628.118    1031.78    -29.4684
292    140    1    -258.1    983.328    -16.3062
292    150    1    79.8333    977.85    5.19669
293    0    1    0    997.719    0
293    10    1    -985.33    902.849    -50.0342
293    20    1    -542.379    807.786    -41.9292
293    30    1    -180.599    795.31    -16.6562
293    40    1    169.851    810.103    10.0641
293    50    1    552.767    880.376    24.8696
293    60    1    -22.5887    987.729    -4.90526
293    70    1    -742.424    897.388    -39.7578
293    80    1    -359.818    825.371    -27.4525
293    90    1    -23.8394    815.175    -2.56315
293    100    1    312.08    831.584    21.6166
293    110    1    705.04    916.847    31.09
293    120    1    -197.038    994.025    -9.41112
293    130    1    -611.177    881.415    -34.6152
293    140    1    -252.121    825.693    -19.0472
293    150    1    78.1182    819.766    6.16048
294    0    1    0    880.753    0
294    10    1    -956.159    765.514    -58.4702
294    20    1    -526.723    654.034    -49.0961
294    30    1    -174.829    640.05    -19.2409
294    40    1    164.704    654.378    12.1621
294    50    1    533.903    731.726    29.6713
294    60    1    -22.2462    864.366    -5.41567
294    70    1    -718.444    750.384    -46.7024
294    80    1    -349.145    668.391    -32.1433
294    90    1    -23.0619    657.682    -2.869
294    100    1    302.931    674.715    25.6662
294    110    1    682.615    772.361    36.5711
294    120    1    -190.212    869.405    -10.9746
294    130    1    -591.096    729.6    -40.9204
294    140    1    -244.87    667.893    -22.2808
294    150    1    76.0174    661.803    7.31899
295    0    1    0    769.046    0
295    10    1    -920.514    628.131    -66.5075
295    20    1    -509.302    498.455    -55.9681
295    30    1    -168.839    483.372    -21.713
295    40    1    158.89    497.082    14.1835
295    50    1    511.246    581.332    34.2623
295    60    1    -22.1363    746.772    -5.90463
295    70    1    -689.701    601.99    -53.3259
295    80    1    -337.344    509.842    -36.6373
295    90    1    -22.256    498.857    -3.15385
295    100    1    292.629    516.22    29.5633
295    110    1    654.908    627.252    41.7934
295    120    1    -181.927    750.485    -12.4519
295    130    1    -567.623    575.852    -46.9462
295    140    1    -236.796    508.63    -25.3709
295    150    1    73.6664    502.508    8.44418
296    0    1    0    663.114    0
296    10    1    -877.058    490.035    -74.1227
296    20    1    -490.246    340.898    -62.5472
296    30    1    -162.644    325.224    -24.0729
296    40    1    152.485    338.127    16.1296
296    50    1    484.615    428.374    38.6394
296    60    1    -22.2791    635.86    -6.37249
296    70    1    -655.742    451.275    -59.6201
296    80    1    -324.504    349.624    -40.9359
296    90    1    -21.4176    338.651    -3.41763
296    100    1    281.277    355.981    33.3095
296    110    1    620.978    480.617    46.7405
296    120    1    -172.093    638.239    -13.8412
296    130    1    -540.773    419.526    -52.6928
296    140    1    -227.966    347.83    -28.3187
296    150    1    71.0852    341.829    9.53638
297    0    1    0    563.426    0
297    10    1    -823.848    349.821    -81.2818
297    20    1    -469.714    181.234    -68.8363
297    30    1    -156.264    165.561    -26.3208
297    40    1    145.577    177.438    18.0019
297    50    1    454.074    271.771    42.8037
297    60    1    -22.6583    532.553    -6.81895
297    70    1    -616.319    296.848    -65.5808
297    80    1    -310.73    187.653    -45.0407
297    90    1    -20.5425    177.024    -3.66026
297    100    1    269    193.893    36.9069
297    110    1    579.786    330.81    51.3941
297    120    1    -160.745    533.703    -15.1432
297    130    1    -510.77    259.867    -58.1639
297    140    1    -218.457    185.428    -31.1255
297    150    1    68.2944    179.726    10.5959
298    0    1    0    470.365    0
298    10    1    -758.19    204.034    -87.9375
298    20    1    -447.891    19.3618    -74.8383
298    30    1    -149.718    4.34828    -28.457
298    40    1    138.264    14.9556    19.802
298    50    1    420.172    110.271    46.7647
298    60    1    -23.2028    437.674    -7.24276
298    70    1    -571.8    136.813    -71.2142
298    80    1    -296.14    23.8618    -48.954
298    90    1    -19.6263    13.9439    -3.88166
298    100    1    255.938    29.8773    40.358
298    110    1    530.726    174.84    55.7436
298    120    1    -148.121    437.855    -16.3621
298    130    1    -478.144    96.1096    -63.3687
298    140    1    -208.35    21.375    -33.7925
298    150    1    65.3161    16.1651    11.6233
299    0    1    0    384.184    0
299    10    1    -679.341    43.7362    -94.0769
299    20    1    -424.977    -144.785    -80.5568
299    30    1    -143.026    -158.439    -30.4818
299    40    1    130.65    -149.358    21.5319
299    50    1    384.131    -57.2423    50.5437
299    60    1    -23.7806    351.804    -7.64162
299    70    1    -523.765    -30.8129    -76.5478
299    80    1    -280.86    -141.791    -52.6777
299    90    1    -18.6643    -150.611    -4.08172
299    100    1    242.248    -136.117    43.6655
299    110    1    475.467    8.25302    59.818
299    120    1    -134.705    351.419    -17.5063
299    130    1    -443.772    -72.3481    -68.3226
299    140    1    -197.734    -144.36    -36.3214
299    150    1    62.173    -148.877    12.6187
300    0    1    0    304.978    0
300    10    1    -599.674    52.8106    -99.9158
300    20    1    -401.184    -118.537    -85.9953
300    30    1    -136.206    -130.124    -32.3955
300    40    1    122.842    -122.829    23.1933
300    50    1    347.74    -38.5318    54.1717
300    60    1    -24.219    275.151    -8.01248
300    70    1    -475.048    -14.2461    -81.6311
300    80    1    -265.021    -116.631    -56.2141
300    90    1    -17.6518    -123.964    -4.26038
300    100    1    228.089    -111.419    46.8321
300    110    1    419.778    21.0667    63.7181
300    120    1    -121.151    274.665    -18.5871
300    130    1    -408.772    -53.0397    -73.0448
300    140    1    -186.697    -119.102    -38.7136
300    150    1    58.8879    -122.721    13.5826
301    0    1    0    232.666    0
301    10    1    -531.503    47.4353    -105.669
301    20    1    -376.721    -94.5684    -91.1574
301    30    1    -129.28    -103.402    -34.1985
301    40    1    114.946    -98.1423    24.7881
301    50    1    312.775    -25.8073    57.6799
301    60    1    -24.346    207.501    -8.35236
301    70    1    -428.472    -5.23515    -86.5131
301    80    1    -248.754    -93.3401    -59.5654
301    90    1    -16.5844    -98.8098    -4.41754
301    100    1    213.622    -88.7046    49.8605
301    110    1    369.412    23.293    67.5441
301    120    1    -108.11    207.316    -19.6159
301    130    1    -374.254    -38.4105    -77.5547
301    140    1    -175.328    -95.5379    -40.9707
301    150    1    55.4835    -98.0636    14.5154
302    0    1    0    167.012    0
302    10    1    -474.006    36.5577    -111.322
302    20    1    -351.784    -72.817    -96.0464
302    30    1    -122.266    -78.2704    -35.891
302    40    1    107.062    -75.2715    26.3179
302    50    1    280.435    -17.9364    61.0891
302    60    1    -24.0324    148.272    -8.65898
302    70    1    -385.58    -1.7772    -91.2208
302    80    1    -232.179    -71.8846    -62.7337
302    90    1    -15.4575    -75.1438    -4.55312
302    100    1    198.996    -67.929    52.7533
302    110    1    325.973    19.4299    71.324
302    120    1    -96.0562    148.647    -20.6009
302    130    1    -341.076    -27.8426    -81.8673
302    140    1    -163.71    -73.6469    -43.094
302    150    1    51.9815    -74.8977    15.4175
303    0    1    0    133.426    0
303    10    1    -408.665    33.1492    -100.979
303    20    1    -315.016    -60.5231    -87.5992
303    30    1    -110.711    -67.1122    -32.8087
303    40    1    94.5245    -63.9063    23.9428
303    50    1    240.37    -11.1892    55.2893
303    60    1    -23.4391    114.636    -7.91723
303    70    1    -333.846    2.22726    -82.6511
303    80    1    -207.867    -60.8426    -57.076
303    90    1    -14.1638    -64.7151    -4.02022
303    100    1    177.052    -56.973    48.2185
303    110    1    277.355    19.0177    64.7108
303    120    1    -82.0551    115.311    -18.4033
303    130    1    -297.638    -19.5664    -74.0483
303    140    1    -146.48    -62.8659    -38.9989
303    150    1    46.7048    -64.4902    14.3923
304    0    1    0    105.452    0
304    10    1    -349.73    28.9286    -90.4856
304    20    1    -278.579    -50.2111    -78.9405
304    30    1    -99.0756    -57.3603    -29.6466
304    40    1    82.2385    -54.1503    21.5097
304    50    1    203.603    -7.00696    49.3988
304    60    1    -22.4429    87.5934    -7.15036
304    70    1    -286.221    3.92511    -73.9366
304    80    1    -183.771    -51.4166    -51.2777
304    90    1    -12.8511    -55.5831    -3.47522
304    100    1    155.435    -47.7174    43.5699
304    110    1    234.133    17.0805    58.0235
304    120    1    -69.3753    88.5558    -16.1762
304    130    1    -256.579    -13.8552    -66.0732
304    140    1    -129.399    -53.567    -34.8042
304    150    1    41.4361    -55.391    13.3371
305    0    1    0    82.2642    0
305    10    1    -296.039    24.4542    -80.027
305    20    1    -242.743    -41.6447    -70.2436
305    30    1    -87.432    -48.821    -26.4663
305    40    1    70.3314    -45.8008    19.0699
305    50    1    170.063    -4.59975    43.5332
305    60    1    -21.065    66.0177    -6.37212
305    70    1    -242.391    4.19346    -65.2408
305    80    1    -160.07    -43.4048    -45.4537
305    90    1    -11.5177    -47.5644    -2.92658
305    100    1    134.33    -39.9475    38.9044
305    110    1    195.483    14.4391    51.3805
305    120    1    -57.9582    67.1976    -13.9589
305    130    1    -218.044    -10.0722    -58.0983
305    140    1    -112.6    -45.5643    -30.5907
305    150    1    36.2142    -47.4207    12.2769
306    0    1    0    63.3743    0
306    10    1    -246.607    20.0812    -69.5857
306    20    1    -207.588    -34.675    -61.51
306    30    1    -75.7948    -41.4573    -23.268
306    40    1    58.8532    -38.7742    16.6244
306    50    1    139.438    -3.37455    37.6871
306    60    1    -19.3467    49.0954    -5.58324
306    70    1    -201.851    3.64108    -56.5548
306    80    1    -136.821    -36.7101    -39.605
306    90    1    -10.161    -40.6246    -2.37428
306    100    1    113.801    -33.5446    34.2234
306    110    1    160.61    11.609    44.7678
306    120    1    -47.6479    50.3923    -11.7488
306    130    1    -181.897    -7.69903    -50.1213
306    140    1    -96.1266    -38.788    -26.3593
306    150    1    31.053    -40.5419    11.212
307    0    1    0    48.3124    0
307    10    1    -200.698    16.0104    -59.1489
307    20    1    -173.169    -29.1513    -52.7407
307    30    1    -64.176    -35.2265    -20.0521
307    40    1    47.8393    -32.9819    14.1738
307    50    1    111.401    -2.91276    31.8549
307    60    1    -17.3347    36.1182    -4.78454
307    70    1    -164.137    2.66519    -47.8706
307    80    1    -114.067    -31.231    -33.7324
307    90    1    -8.77876    -34.7242    -1.81827
307    100    1    93.8919    -28.3869    29.5275
307    110    1    128.871    8.88947    38.1743
307    120    1    -38.2814    37.4553    -9.54303
307    130    1    -147.946    -6.33774    -42.139
307    140    1    -80.0143    -33.1634    -22.1107
307    150    1    25.9638    -34.7121    10.1426
308    0    1    0    36.6435    0
308    10    1    -157.739    12.3561    -48.7067
308    20    1    -139.514    -24.9269    -43.9363
308    30    1    -52.5861    -30.0815    -16.8186
308    40    1    37.3115    -28.333    11.7185
308    50    1    85.6335    -2.92111    26.0309
308    60    1    -15.0734    26.4844    -3.9768
308    70    1    -128.841    1.52547    -39.1812
308    80    1    -91.8321    -26.8651    -27.8363
308    90    1    -7.36928    -29.8193    -1.25852
308    100    1    74.6229    -24.3562    24.8172
308    110    1    99.7507    6.45468    31.5911
308    120    1    -29.7017    27.7708    -7.33888
308    130    1    -115.977    -5.68893    -34.1476
308    140    1    -64.2865    -28.6129    -17.8451
308    150    1    20.9552    -29.8849    9.06898
309    0    1    0    27.9742    0
309    10    1    -117.274    9.1812    -38.2512
309    20    1    -106.629    -21.8624    -35.097
309    30    1    -41.0336    -25.9718    -13.5678
309    40    1    27.2793    -24.7385    9.2587
309    50    1    61.8492    -3.19513    20.2104
309    60    1    -12.6027    19.6863    -3.16072
309    70    1    -95.6167    0.39109    -30.4805
309    80    1    -70.1263    -23.5142    -21.917
309    90    1    -5.93142    -25.8633    -0.695024
309    100    1    55.9996    -21.338    20.0926
309    110    1    72.8294    4.40229    25.0108
309    120    1    -21.7749    20.8557    -5.13403
309    130    1    -85.7801    -5.52983    -26.1434
309    140    1    -48.9566    -25.0577    -13.563
309    150    1    16.0334    -26.0107    7.9911
310    0    1    0    21.9545    0
310    10    1    -78.9354    6.51663    -27.7761
310    20    1    -74.509    -19.8287    -26.2227
310    30    1    -29.5257    -22.8446    -10.2998
310    40    1    17.7421    -22.1105    6.79437
310    50    1    39.7918    -3.59303    14.3887
310    60    1    -9.95533    15.3149    -2.33688
310    70    1    -64.1648    -0.629248    -21.7634
310    80    1    -48.9484    -21.0826    -15.9744
310    90    1    -4.46453    -22.8073    -0.127769
310    100    1    38.013    -19.2241    15.3535
310    110    1    47.7625    2.78233    18.4275
310    120    1    -14.3879    16.3037    -2.92651
310    130    1    -57.1541    -5.69596    -18.1231
310    140    1    -34.0292    -22.4217    -9.26442
310    150    1    11.2024    -23.0383    6.9091
311    0    1    0    18.2763    0
311    10    1    -42.4165    4.37274    -17.2759
311    20    1    -43.1257    -18.7115    -17.3129
311    30    1    -18.0673    -20.6457    -7.01469
311    40    1    8.69075    -20.3658    4.32536
311    50    1    19.2359    -4.01751    8.56207
311    60    1    -7.16047    13.0101    -1.50579
311    70    1    -34.2321    -1.46778    -13.0255
311    80    1    -28.2876    -19.4815    -10.0085
311    90    1    -2.96839    -20.6009    0.443244
311    100    1    20.6438    -17.917    10.5997
311    110    1    24.2653    1.61446    11.8362
311    120    1    -7.44697    13.7774    -0.714696
311    130    1    -29.9154    -6.06665    -10.0835
311    140    1    -19.5017    -20.63    -4.94931
311    150    1    6.46388    -20.915    5.823
312    0    1    0    11.0187    0
312    10    1    -31.7276    1.84372    -15.1797
312    20    1    -34.4355    -15.829    -15.3185
312    30    1    -15.3045    -17.0648    -6.21043
312    40    1    5.54888    -17.2139    3.85078
312    50    1    12.4827    -4.6539    7.53497
312    60    1    -6.63971    7.19695    -1.25872
312    70    1    -25.5308    -2.77202    -11.3042
312    80    1    -22.4619    -16.606    -8.70061
312    90    1    -2.69931    -17.2618    0.572737
312    100    1    15.4424    -15.2998    9.57857
312    110    1    16.9769    -0.46413    10.6088
312    120    1    -5.38561    7.9473    -0.319834
312    130    1    -21.7716    -6.20077    -8.52344
312    140    1    -15.2275    -17.531    -4.03129
312    150    1    5.18153    -17.5873    5.54223
313    0    1    0    5.15498    0
313    10    1    -24.0809    -0.263114    -13.6299
313    20    1    -27.9428    -13.469    -13.7654
313    30    1    -13.1949    -14.124    -5.56091
313    40    1    3.23636    -14.6218    3.50833
313    50    1    7.73994    -5.22979    6.82696
313    60    1    -6.17774    2.51943    -1.04575
313    70    1    -19.3389    -3.88879    -10.0391
313    80    1    -18.1065    -14.2459    -7.69039
313    90    1    -2.48863    -14.5153    0.675367
313    100    1    11.6036    -13.1641    8.79927
313    110    1    11.8641    -2.20878    9.73547
313    120    1    -3.9472    3.24372    -0.0435334
313    130    1    -15.9484    -6.36522    -7.3855
313    140    1    -12.017    -14.9759    -3.33104
313    150    1    4.22215    -14.8445    5.31297
316    0    1    0    -3.87367    0
316    10    1    -8.56709    -3.90859    -9.05905
316    20    1    -12.9644    -9.69649    -9.13246
316    30    1    -7.54629    -9.45798    -3.60167
316    40    1    -1.02639    -10.3936    2.5174
316    50    1    -0.522518    -6.28648    4.78502
316    60    1    -4.38766    -4.60176    -0.391837
316    70    1    -6.85663    -5.82178    -6.30775
316    80    1    -8.18507    -10.3645    -4.68046
316    90    1    -1.74368    -10.0686    0.989364
316    100    1    3.54114    -9.73139    6.49663
316    110    1    2.43958    -5.14254    7.19072
316    120    1    -1.20547    -4.03969    0.767576
316    130    1    -4.4327    -6.78944    -4.03762
316    140    1    -4.87675    -10.7548    -1.25004
316    150    1    1.98263    -10.378    4.62935
319    0    1    0    -3.13414    0
319    10    1    -1.51132    -4.03204    -4.55893
319    20    1    -3.81741    -9.58415    -4.52323
319    30    1    -2.90336    -9.997    -1.62621
319    40    1    -1.87064    -10.366    1.57081
319    50    1    -2.08504    -6.22318    2.82705
319    60    1    -2.20534    -4.2236    0.280829
319    70    1    -1.20727    -5.7971    -2.63223
319    80    1    -2.32874    -10.1801    -1.69034
319    90    1    -0.854789    -10.3682    1.31206
319    100    1    -0.137955    -9.65413    4.23301
319    110    1    -0.487756    -5.16598    4.71771
319    120    1    -0.144806    -3.86839    1.56381
319    130    1    0.221856    -6.7229    -0.752656
319    140    1    -1.02082    -10.6343    0.809164
319    150    1    0.597026    -10.5978    3.95015
322    0    1    0    -4.98451    0
322    10    1    2.34496    -5.29691    -2.41052
322    20    1    1.15847    -8.8025    -2.33527
322    30    1    -0.510009    -8.80395    -0.690792
322    40    1    -2.54475    -9.26003    1.12154
322    50    1    -3.15823    -6.64122    1.88516
322    60    1    -1.15877    -5.46131    0.597494
322    70    1    1.77354    -6.4153    -0.87882
322    80    1    0.839424    -9.19571    -0.273469
322    90    1    -0.452391    -9.15544    1.46195
322    100    1    -2.2258    -8.87162    3.15446
322    110    1    -2.16536    -6.01304    3.52729
322    120    1    0.447868    -5.25803    1.94056
322    130    1    2.79075    -7.03927    0.810533
322    140    1    1.20334    -9.49558    1.78008
322    150    1    -0.112413    -9.35701    3.62211
325    0    1    0    -7.4479    0
325    10    1    3.74542    -6.62582    -1.66716
325    20    1    2.9183    -7.81763    -1.59703
325    30    1    0.335645    -7.2935    -0.37638
325    40    1    -2.73259    -7.96476    0.973956
325    50    1    -3.57294    -7.13518    1.55238
325    60    1    -0.780797    -7.21531    0.702996
325    70    1    2.81099    -7.13369    -0.27199
325    80    1    1.9387    -8.0771    0.20174
325    90    1    -0.31546    -7.70023    1.50981
325    100    1    -2.89124    -7.93432    2.78754
325    110    1    -2.80709    -7.00364    3.10308
325    120    1    0.689256    -7.09962    2.06738
325    130    1    3.66043    -7.3772    1.34445
325    140    1    2.00976    -8.19559    2.09772
325    150    1    -0.325982    -7.88549    3.50445
328    0    1    0    -6.31545    0
328    10    1    2.23552    -6.15402    -0.964801
328    20    1    1.96701    -7.89582    -0.896607
328    30    1    0.493613    -8.06615    -0.0698393
328    40    1    -1.52727    -8.30637    0.849047
328    50    1    -1.90443    -7.0434    1.2518
328    60    1    -0.354981    -6.70632    0.811047
328    70    1    1.65446    -6.97275    0.305038
328    80    1    1.24092    -8.30447    0.652173
328    90    1    -0.129136    -8.34813    1.55971
328    100    1    -1.73202    -8.13873    2.44833
328    110    1    -1.50515    -6.81099    2.70777
328    120    1    0.419253    -6.62827    2.18768
328    130    1    2.17237    -7.26119    1.84506
328    140    1    1.26427    -8.50125    2.39314
328    150    1    -0.175664    -8.47296    3.39257
331    0    1    0    -6.64214    0
331    10    1    1.91935    -6.48294    -0.577883
331    20    1    1.95726    -7.7488    -0.504152
331    30    1    0.746132    -7.88443    0.0966992
331    40    1    -1.04717    -8.05031    0.767986
331    50    1    -1.30119    -7.12958    1.08038
331    60    1    -0.109835    -6.89161    0.866849
331    70    1    1.38745    -7.09284    0.618924
331    80    1    1.1689    -8.07045    0.903925
331    90    1    -0.0249503    -8.11377    1.58244
331    100    1    -1.37544    -7.95775    2.24942
331    110    1    -1.09335    -6.9918    2.48622
331    120    1    0.37761    -6.86472    2.24826
331    130    1    1.7598    -7.31866    2.11821
331    140    1    1.14909    -8.22821    2.55769
331    150    1    -0.115914    -8.21046    3.32214
334    0    1    0    -7.55446    0
334    10    1    2.12765    -7.08092    -0.394186
334    20    1    2.24216    -7.47134    -0.3115
334    30    1    0.916115    -7.29571    0.172067
334    40    1    -0.970195    -7.56078    0.715169
334    50    1    -1.29112    -7.30817    0.991574
334    60    1    -0.00800591    -7.42238    0.888995
334    70    1    1.53193    -7.34965    0.764027
334    80    1    1.32764    -7.66389    1.02745
334    90    1    0.0153672    -7.52871    1.58782
334    100    1    -1.3993    -7.62895    2.14123
334    110    1    -1.15628    -7.34464    2.37596
334    120    1    0.431192    -7.44062    2.27045
334    130    1    1.8536    -7.46195    2.24505
334    140    1    1.27211    -7.73785    2.6372
334    150    1    -0.110226    -7.61795    3.27824
337    0    1    0    -6.97404    0
337    10    1    1.19705    -6.80171    -0.22865
337    20    1    1.29568    -7.46704    -0.138753
337    30    1    0.637177    -7.61403    0.239988
337    40    1    -0.468328    -7.73285    0.668979
337    50    1    -0.643003    -7.31292    0.912819
337    60    1    0.0391515    -7.24248    0.910399
337    70    1    0.857726    -7.32481    0.896496
337    80    1    0.735932    -7.80607    1.13933
337    90    1    0.0389833    -7.83414    1.59328
337    100    1    -0.750676    -7.75677    2.04408
337    110    1    -0.592111    -7.30011    2.27598
337    120    1    0.266041    -7.26725    2.28967
337    130    1    1.05189    -7.45875    2.35832
337    140    1    0.716209    -7.91371    2.70646
337    150    1    -0.0138466    -7.90817    3.2364
340    0    1    0    -7.05224    0
340    10    1    0.907203    -6.91995    -0.122748
340    20    1    1.03905    -7.44041    -0.0240778
340    30    1    0.610807    -7.58247    0.288482
340    40    1    -0.217178    -7.65571    0.643695
340    50    1    -0.356386    -7.33122    0.868382
340    60    1    0.103901    -7.26575    0.927884
340    70    1    0.64462    -7.34771    0.982432
340    80    1    0.557338    -7.72778    1.21413
340    90    1    0.0659318    -7.76407    1.6001
340    100    1    -0.499244    -7.69522    1.98574
340    110    1    -0.379506    -7.34095    2.2175
340    120    1    0.220211    -7.30533    2.30471
340    130    1    0.768987    -7.46303    2.43182
340    140    1    0.539741    -7.81982    2.754
340    150    1    0.0329272    -7.82111    3.21225
343    0    1    0    -7.45181    0
343    10    1    0.971086    -7.21242    -0.0582013
343    20    1    1.13572    -7.37657    0.0497342
343    30    1    0.674522    -7.35445    0.322535
343    40    1    -0.164557    -7.45432    0.631848
343    50    1    -0.328963    -7.37557    0.846669
343    60    1    0.146673    -7.42951    0.942171
343    70    1    0.685196    -7.41961    1.03623
343    80    1    0.600557    -7.55221    1.26319
343    90    1    0.0755429    -7.51127    1.60762
343    100    1    -0.502396    -7.55209    1.95379
343    110    1    -0.399615    -7.4512    2.18714
343    120    1    0.226017    -7.48854    2.31671
343    130    1    0.776752    -7.49603    2.47794
343    140    1    0.561692    -7.60744    2.78637
343    150    1    0.0247941    -7.55931    3.19996
346    0    1    0    -7.17605    0
346    10    1    0.551637    -7.06424    -0.00165214
346    20    1    0.65443    -7.34702    0.113857
346    30    1    0.445752    -7.46551    0.351498
346    40    1    -0.0544377    -7.53145    0.620666
346    50    1    -0.154665    -7.40446    0.827185
346    60    1    0.102208    -7.39709    0.955052
346    70    1    0.374276    -7.4459    1.08451
346    80    1    0.31314    -7.64006    1.30715
346    90    1    0.0382833    -7.65794    1.61472
346    100    1    -0.290399    -7.63561    1.92574
346    110    1    -0.234649    -7.47328    2.16026
346    120    1    0.108985    -7.46392    2.32732
346    130    1    0.408355    -7.53752    2.51869
346    140    1    0.272488    -7.71759    2.81448
346    150    1    -0.00330001    -7.71486    3.18823
349    0    1    0    -7.19947    0
349    10    1    0.403509    -7.11398    0.0417424
349    20    1    0.494635    -7.34798    0.168194
349    30    1    0.377882    -7.4641    0.386802
349    40    1    0.00814595    -7.50742    0.632544
349    50    1    -0.0818993    -7.40658    0.836821
349    60    1    0.0759796    -7.3952    0.988897
349    70    1    0.226786    -7.44608    1.14459
