STAR Bfield Maps by Foley, Love, & Trentalange 
Full Field in the NORMAL direction: October 1998
57 steps in Z
28 steps in R
   R      Z      Br       Bz 
  17.0 -180.0    -2.08  4976.63
  24.5 -180.0    -2.37  4977.51
  27.0 -180.0    -2.82  4977.99
  34.5 -180.0    -2.85  4978.92
  37.0 -180.0    -3.16  4978.90
  44.5 -180.0    -2.99  4980.42
  47.0 -180.0    -3.13  4980.86
  59.5 -180.0    -2.21  4982.23
  64.5 -180.0    -2.22  4982.20
  79.5 -180.0    -0.89  4983.16
  84.5 -180.0    -0.90  4982.87
  99.5 -180.0    -0.44  4982.27
 104.5 -180.0    -0.89  4981.51
 119.5 -180.0    -2.07  4980.76
 124.5 -180.0    -3.18  4980.36
 139.5 -180.0    -6.15  4980.78
 144.5 -180.0    -7.67  4981.10
 159.5 -180.0   -11.57  4984.36
 164.5 -180.0   -13.24  4985.93
 179.5 -180.0   -16.46  4992.25
 184.5 -180.0   -17.90  4994.41
 199.5 -180.0   -19.68  5002.91
 202.0 -180.0   -20.47  5004.41
 209.5 -180.0   -19.85  5008.76
 212.0 -180.0   -20.17  5010.22
 219.5 -180.0   -18.55  5014.06
 222.0 -180.0   -18.65  5015.94
  14.5 -170.0    -0.90  4978.72
  17.0 -170.0    -1.37  4978.44
  24.5 -170.0    -1.42  4979.04
  27.0 -170.0    -1.84  4979.40
  34.5 -170.0    -1.73  4980.03
  37.0 -170.0    -2.09  4979.86
  44.5 -170.0    -1.87  4980.99
  47.0 -170.0    -2.09  4981.15
  59.5 -170.0    -1.40  4982.10
  64.5 -170.0    -1.55  4982.08
  79.5 -170.0    -0.74  4982.83
  84.5 -170.0    -0.94  4982.78
  99.5 -170.0    -0.72  4982.63
 104.5 -170.0    -1.24  4982.22
 119.5 -170.0    -2.10  4982.28
 124.5 -170.0    -3.01  4982.31
 139.5 -170.0    -5.00  4983.32
 144.5 -170.0    -6.21  4983.98
 159.5 -170.0    -8.67  4987.27
 164.5 -170.0    -9.97  4989.03
 179.5 -170.0   -11.86  4994.77
 184.5 -170.0   -13.05  4996.91
 199.5 -170.0   -14.08  5004.20
 202.0 -170.0   -14.91  5005.64
 209.5 -170.0   -14.70  5009.32
 212.0 -170.0   -15.40  5010.85
 219.5 -170.0   -15.62  5013.96
 222.0 -170.0   -16.91  5015.92
  14.5 -160.0    -0.60  4979.90
  17.0 -160.0    -0.83  4979.60
  24.5 -160.0    -0.88  4979.99
  27.0 -160.0    -1.09  4980.29
  34.5 -160.0    -1.09  4980.62
  37.0 -160.0    -1.23  4980.47
  44.5 -160.0    -1.19  4981.30
  47.0 -160.0    -1.25  4981.46
  59.5 -160.0    -0.90  4982.17
  64.5 -160.0    -0.98  4982.02
  79.5 -160.0    -0.57  4982.83
  84.5 -160.0    -0.68  4982.73
  99.5 -160.0    -0.73  4983.05
 104.5 -160.0    -1.01  4982.79
 119.5 -160.0    -1.70  4983.53
 124.5 -160.0    -2.26  4983.67
 139.5 -160.0    -3.63  4985.24
