STAR Bfield Maps by Foley, Love, & Trentalange (gauss,cm,degrees)
Full Field in the REVERSED direction: October 1998
57 steps in Z
28 steps in R
37 steps in Phi
   R      Z      Phi    Br      Bz        Bphi
 202.0 -250.0    0.0    99.20 -4946.68    0.51
 209.5 -250.0    0.0   110.39 -4957.95    0.31
 212.0 -250.0    0.0   114.69 -4964.86    0.53
 219.5 -250.0    0.0   125.15 -4980.23    0.73
 222.0 -250.0    0.0   128.53 -4991.22    0.55
  14.5 -240.0    0.0    24.94 -4908.84   -0.00
  17.0 -240.0    0.0    28.86 -4911.23    0.00
  24.5 -240.0    0.0    38.66 -4921.25   -0.17
  27.0 -240.0    0.0    41.41 -4926.92   -0.22
  34.5 -240.0    0.0    47.78 -4940.67   -0.44
  37.0 -240.0    0.0    48.94 -4945.89   -0.52
  44.5 -240.0    0.0    49.37 -4962.99   -0.90
  47.0 -240.0    0.0    49.26 -4968.90   -0.60
  59.5 -240.0    0.0    36.91 -4995.39   -0.87
  64.5 -240.0    0.0    30.25 -5003.56   -0.72
  79.5 -240.0    0.0     3.90 -5019.46   -1.48
  84.5 -240.0    0.0    -5.27 -5018.89   -1.64
  99.5 -240.0    0.0   -29.28 -5005.94   -1.63
 104.5 -240.0    0.0   -33.71 -4996.34   -1.82
 119.5 -240.0    0.0   -35.04 -4965.34   -1.43
 124.5 -240.0    0.0   -30.99 -4955.23   -1.33
 139.5 -240.0    0.0   -10.68 -4932.71   -1.19
 144.5 -240.0    0.0    -1.48 -4928.82   -0.93
 159.5 -240.0    0.0    25.01 -4925.74   -0.44
 164.5 -240.0    0.0    33.05 -4928.69   -0.37
 179.5 -240.0    0.0    55.22 -4939.50   -0.13
 184.5 -240.0    0.0    62.57 -4943.81   -0.02
 199.5 -240.0    0.0    80.64 -4960.62    0.20
 202.0 -240.0    0.0    83.97 -4964.48    0.06
 209.5 -240.0    0.0    91.70 -4975.68   -0.00
 212.0 -240.0    0.0    94.60 -4981.70    0.12
 219.5 -240.0    0.0   100.65 -4994.60    0.43
 222.0 -240.0    0.0   102.60 -5003.31    0.07
  14.5 -230.0    0.0    16.10 -4935.29    0.00
  17.0 -230.0    0.0    18.76 -4936.52   -0.00
  24.5 -230.0    0.0    24.89 -4943.34   -0.07
  27.0 -230.0    0.0    26.70 -4947.41   -0.19
  34.5 -230.0    0.0    30.45 -4956.14   -0.36
  37.0 -230.0    0.0    31.18 -4959.36   -0.48
  44.5 -230.0    0.0    30.72 -4970.50   -0.75
  47.0 -230.0    0.0    30.90 -4974.41   -0.48
  59.5 -230.0    0.0    22.24 -4990.50   -0.68
  64.5 -230.0    0.0    18.17 -4995.26   -0.53
  79.5 -230.0    0.0     1.58 -5003.82   -1.06
  84.5 -230.0    0.0    -3.80 -5003.12   -1.20
  99.5 -230.0    0.0   -17.90 -4993.99   -1.15
 104.5 -230.0    0.0   -20.15 -4988.07   -1.35
 119.5 -230.0    0.0   -19.85 -4968.36   -1.05
 124.5 -230.0    0.0   -16.94 -4962.24   -0.98
 139.5 -230.0    0.0    -2.79 -4947.51   -1.00
 144.5 -230.0    0.0     3.67 -4945.01   -0.82
 159.5 -230.0    0.0    23.07 -4942.71   -0.49
 164.5 -230.0    0.0    29.32 -4945.23   -0.42
 179.5 -230.0    0.0    46.85 -4954.51   -0.34
 184.5 -230.0    0.0    52.88 -4958.56   -0.28
 199.5 -230.0    0.0    66.98 -4974.46   -0.06
 202.0 -230.0    0.0    69.56 -4978.11   -0.17
 209.5 -230.0    0.0    74.96 -4988.16   -0.28
 212.0 -230.0    0.0    77.32 -4993.35   -0.18
 219.5 -230.0    0.0    81.70 -5004.26    0.08
 222.0 -230.0    0.0    83.86 -5011.51   -0.15
  14.5 -220.0    0.0    10.22 -4952.29   -0.00
  17.0 -220.0    0.0    12.16 -4952.93    0.00
  24.5 -220.0    0.0    15.83 -4957.43   -0.07
  27.0 -220.0    0.0    17.09 -4960.23   -0.17
  34.5 -220.0    0.0    19.29 -4965.76   -0.29
  37.0 -220.0    0.0    19.76 -4967.69   -0.37
  44.5 -220.0    0.0    19.02 -4974.83   -0.65
  47.0 -220.0    0.0    19.43 -4977.35   -0.35
  59.5 -220.0    0.0    13.48 -4986.97   -0.41
  64.5 -220.0    0.0    11.12 -4989.72   -0.34
  79.5 -220.0    0.0     0.75 -4994.29   -0.73
  84.5 -220.0    0.0    -2.25 -4993.59   -0.96
  99.5 -220.0    0.0   -10.41 -4987.41   -0.86
 104.5 -220.0    0.0   -11.36 -4983.64   -1.00
 119.5 -220.0    0.0   -10.12 -4971.22   -0.78
 124.5 -220.0    0.0    -7.92 -4967.39   -0.73
 139.5 -220.0    0.0     2.24 -4958.24   -0.86
 144.5 -220.0    0.0     6.96 -4956.65   -0.67
 159.5 -220.0    0.0    21.30 -4955.91   -0.53
 164.5 -220.0    0.0    26.02 -4958.11   -0.40
 179.5 -220.0    0.0    39.29 -4966.61   -0.46
 184.5 -220.0    0.0    44.07 -4970.22   -0.32
 199.5 -220.0    0.0    54.51 -4984.92   -0.26
 202.0 -220.0    0.0    56.53 -4988.09   -0.29
 209.5 -220.0    0.0    60.07 -4997.32   -0.50
 212.0 -220.0    0.0    62.04 -5002.05   -0.37
 219.5 -220.0    0.0    65.08 -5012.38   -0.11
 222.0 -220.0    0.0    67.24 -5018.98   -0.33
  14.5 -210.0    0.0     6.59 -4963.36    0.00
  17.0 -210.0    0.0     7.74 -4963.28   -0.00
  24.5 -210.0    0.0    10.14 -4966.25   -0.09
  27.0 -210.0    0.0    10.96 -4968.16   -0.10
  34.5 -210.0    0.0    12.25 -4971.68   -0.20
  37.0 -210.0    0.0    12.47 -4972.61   -0.21
  44.5 -210.0    0.0    12.03 -4977.41   -0.35
  47.0 -210.0    0.0    12.22 -4978.90   -0.24
  59.5 -210.0    0.0     8.56 -4984.83   -0.38
  64.5 -210.0    0.0     6.97 -4986.35   -0.39
  79.5 -210.0    0.0     0.86 -4988.80   -0.56
  84.5 -210.0    0.0    -1.06 -4988.25   -0.64
  99.5 -210.0    0.0    -5.43 -4984.02   -0.67
 104.5 -210.0    0.0    -5.79 -4981.58   -0.76
 119.5 -210.0    0.0    -4.21 -4973.79   -0.64
 124.5 -210.0    0.0    -2.56 -4971.62   -0.63
 139.5 -210.0    0.0     5.06 -4966.12   -0.72
 144.5 -210.0    0.0     8.60 -4965.45   -0.59
 159.5 -210.0    0.0    19.15 -4965.95   -0.50
 164.5 -210.0    0.0    22.71 -4968.13   -0.40
 179.5 -210.0    0.0    32.66 -4976.04   -0.40
 184.5 -210.0    0.0    36.24 -4979.29   -0.41
 199.5 -210.0    0.0    43.48 -4992.55   -0.39
 202.0 -210.0    0.0    44.88 -4995.32   -0.39
 209.5 -210.0    0.0    46.82 -5003.95   -0.47
 212.0 -210.0    0.0    47.96 -5008.03   -0.44
 219.5 -210.0    0.0    48.85 -5018.10   -0.38
 222.0 -210.0    0.0    49.90 -5024.74   -0.48
  14.5 -200.0    0.0     4.17 -4970.38    0.00
  17.0 -200.0    0.0     4.90 -4970.00   -0.00
  24.5 -200.0    0.0     6.37 -4971.81   -0.10
  27.0 -200.0    0.0     6.97 -4973.25   -0.02
  34.5 -200.0    0.0     7.67 -4975.36   -0.11
  37.0 -200.0    0.0     7.86 -4975.79   -0.05
  44.5 -200.0    0.0     7.49 -4978.97   -0.05
  47.0 -200.0    0.0     7.71 -4979.83   -0.13
  59.5 -200.0    0.0     5.50 -4983.44   -0.35
  64.5 -200.0    0.0     4.48 -4984.23   -0.45
  79.5 -200.0    0.0     1.03 -4985.59   -0.40
  84.5 -200.0    0.0    -0.14 -4985.14   -0.32
  99.5 -200.0    0.0    -2.35 -4982.48   -0.47
 104.5 -200.0    0.0    -2.38 -4980.80   -0.52
 119.5 -200.0    0.0    -0.67 -4976.29   -0.51
 124.5 -200.0    0.0     0.61 -4975.04   -0.53
 139.5 -200.0    0.0     6.34 -4972.26   -0.58
 144.5 -200.0    0.0     9.00 -4972.11   -0.50
 159.5 -200.0    0.0    16.72 -4973.75   -0.46
 164.5 -200.0    0.0    19.29 -4975.78   -0.39
 179.5 -200.0    0.0    26.43 -4983.45   -0.34
 184.5 -200.0    0.0    29.10 -4986.02   -0.50
 199.5 -200.0    0.0    33.71 -4997.60   -0.52
 202.0 -200.0    0.0    34.55 -4999.83   -0.49
 209.5 -200.0    0.0    35.00 -5007.26   -0.43
 212.0 -200.0    0.0    35.51 -5010.61   -0.51
 219.5 -200.0    0.0    33.78 -5018.98   -0.64
 222.0 -200.0    0.0    33.63 -5024.62   -0.64
  14.5 -190.0    0.0     2.56 -4974.82   -0.00
  17.0 -190.0    0.0     3.14 -4974.31    0.00
  24.5 -190.0    0.0     4.03 -4975.42   -0.07
  27.0 -190.0    0.0     4.39 -4976.54   -0.00
  34.5 -190.0    0.0     4.86 -4977.55   -0.12
  37.0 -190.0    0.0     5.01 -4977.86   -0.01
  44.5 -190.0    0.0     4.63 -4979.87   -0.12
  47.0 -190.0    0.0     5.04 -4980.53   -0.11
  59.5 -190.0    0.0     3.52 -4982.64   -0.25
  64.5 -190.0    0.0     3.02 -4983.12   -0.35
  79.5 -190.0    0.0     1.00 -4983.74   -0.39
  84.5 -190.0    0.0     0.43 -4983.53   -0.23
  99.5 -190.0    0.0    -0.63 -4981.86   -0.41
 104.5 -190.0    0.0    -0.38 -4980.97   -0.43
 119.5 -190.0    0.0     1.13 -4978.26   -0.47
 124.5 -190.0    0.0     2.26 -4977.89   -0.40
 139.5 -190.0    0.0     6.46 -4976.79   -0.48
 144.5 -190.0    0.0     8.59 -4977.21   -0.46
 159.5 -190.0    0.0    14.08 -4979.21   -0.46
 164.5 -190.0    0.0    15.94 -4981.51   -0.33
 179.5 -190.0    0.0    20.93 -4988.32   -0.48
 184.5 -190.0    0.0    22.87 -4990.94   -0.54
 199.5 -190.0    0.0    25.64 -5000.47   -0.57
 202.0 -190.0    0.0    26.20 -5002.37   -0.56
 209.5 -190.0    0.0    25.82 -5007.93   -0.62
 212.0 -190.0    0.0    25.84 -5010.83   -0.63
 219.5 -190.0    0.0    23.17 -5015.81   -0.77
 222.0 -190.0    0.0    22.38 -5020.27   -0.77
  14.5 -180.0    0.0     1.63 -4977.66    0.00
  17.0 -180.0    0.0     1.99 -4977.17    0.00
  24.5 -180.0    0.0     2.57 -4977.78   -0.01
  27.0 -180.0    0.0     2.79 -4978.68   -0.03
  34.5 -180.0    0.0     3.15 -4979.12   -0.08
  37.0 -180.0    0.0     3.12 -4979.22   -0.10
  44.5 -180.0    0.0     2.89 -4980.62   -0.12
  47.0 -180.0    0.0     3.17 -4981.01   -0.10
  59.5 -180.0    0.0     2.43 -4982.34   -0.19
  64.5 -180.0    0.0     1.95 -4982.46   -0.23
  79.5 -180.0    0.0     1.02 -4983.04   -0.24
  84.5 -180.0    0.0     0.64 -4982.69   -0.24
  99.5 -180.0    0.0     0.34 -4982.01   -0.32
 104.5 -180.0    0.0     0.68 -4981.38   -0.40
 119.5 -180.0    0.0     1.94 -4980.29   -0.34
 124.5 -180.0    0.0     2.77 -4980.16   -0.38
 139.5 -180.0    0.0     5.99 -4980.40   -0.41
 144.5 -180.0    0.0     7.45 -4981.02   -0.43
 159.5 -180.0    0.0    11.52 -4983.63   -0.42
 164.5 -180.0    0.0    12.64 -4985.66   -0.43
 179.5 -180.0    0.0    16.08 -4992.18   -0.47
 184.5 -180.0    0.0    17.43 -4994.32   -0.52
 199.5 -180.0    0.0    19.34 -5002.46   -0.57
 202.0 -180.0    0.0    19.62 -5003.96   -0.65
 209.5 -180.0    0.0    19.43 -5008.15   -0.72
 212.0 -180.0    0.0    19.47 -5010.12   -0.73
 219.5 -180.0    0.0    17.95 -5012.95   -0.81
 222.0 -180.0    0.0    17.54 -5015.79   -0.96
  14.5 -170.0    0.0     0.96 -4979.35    0.00
  17.0 -170.0    0.0     1.28 -4978.93    0.00
  24.5 -170.0    0.0     1.58 -4979.30   -0.08
  27.0 -170.0    0.0     1.82 -4980.01   -0.02
  34.5 -170.0    0.0     1.96 -4980.13   -0.16
  37.0 -170.0    0.0     2.07 -4980.17   -0.06
  44.5 -170.0    0.0     1.77 -4981.07   -0.14
  47.0 -170.0    0.0     2.06 -4981.20   -0.09
  59.5 -170.0    0.0     1.53 -4982.12   -0.17
  64.5 -170.0    0.0     1.36 -4982.22   -0.24
  79.5 -170.0    0.0     0.82 -4982.58   -0.21
  84.5 -170.0    0.0     0.71 -4982.48   -0.29
  99.5 -170.0    0.0     0.61 -4982.26   -0.25
 104.5 -170.0    0.0     1.07 -4981.98   -0.40
 119.5 -170.0    0.0     2.02 -4981.74   -0.29
 124.5 -170.0    0.0     2.65 -4981.97   -0.34
 139.5 -170.0    0.0     4.82 -4982.84   -0.44
 144.5 -170.0    0.0     5.94 -4983.76   -0.44
 159.5 -170.0    0.0     8.68 -4986.48   -0.39
 164.5 -170.0    0.0     9.46 -4988.70   -0.45
 179.5 -170.0    0.0    11.67 -4994.59   -0.49
 184.5 -170.0    0.0    12.76 -4996.67   -0.60
 199.5 -170.0    0.0    13.93 -5003.76   -0.59
 202.0 -170.0    0.0    14.32 -5005.14   -0.71
 209.5 -170.0    0.0    14.60 -5008.64   -0.74
 212.0 -170.0    0.0    14.98 -5010.45   -0.81
 219.5 -170.0    0.0    15.35 -5012.64   -0.91
 222.0 -170.0    0.0    16.22 -5015.26   -1.08
  14.5 -160.0    0.0     0.66 -4980.56   -0.00
  17.0 -160.0    0.0     0.70 -4980.18    0.00
  24.5 -160.0    0.0     1.12 -4980.22   -0.12
  27.0 -160.0    0.0     1.04 -4980.90    0.04
  34.5 -160.0    0.0     1.45 -4980.83   -0.12
  37.0 -160.0    0.0     1.14 -4980.80    0.04
  44.5 -160.0    0.0     1.18 -4981.35   -0.09
  47.0 -160.0    0.0     1.24 -4981.68   -0.02
  59.5 -160.0    0.0     1.12 -4982.15   -0.12
  64.5 -160.0    0.0     0.78 -4982.21   -0.24
  79.5 -160.0    0.0     0.76 -4982.46   -0.13
  84.5 -160.0    0.0     0.43 -4982.51   -0.07
  99.5 -160.0    0.0     0.68 -4982.67   -0.26
 104.5 -160.0    0.0     0.79 -4982.63   -0.25
 119.5 -160.0    0.0     1.80 -4982.92   -0.29
 124.5 -160.0    0.0     1.94 -4983.38   -0.26
 139.5 -160.0    0.0     3.62 -4984.78   -0.46
 144.5 -160.0    0.0     4.21 -4985.81   -0.29
 159.5 -160.0    0.0     6.11 -4988.67   -0.46
 164.5 -160.0    0.0     6.25 -4990.77   -0.29
 179.5 -160.0    0.0     7.80 -4996.40   -0.40
 184.5 -160.0    0.0     8.26 -4998.30   -0.44
 199.5 -160.0    0.0     9.23 -5004.89   -0.67
 202.0 -160.0    0.0     9.19 -5006.29   -0.59
 209.5 -160.0    0.0     9.97 -5009.86   -0.77
 212.0 -160.0    0.0    10.26 -5011.95   -0.69
 219.5 -160.0    0.0    11.66 -5015.43   -0.98
 222.0 -160.0    0.0    12.77 -5018.68   -1.01
  14.5 -150.0    0.0     0.36 -4981.26   -0.00
  17.0 -150.0    0.0     0.40 -4980.88    0.00
  24.5 -150.0    0.0     0.65 -4980.87   -0.10
  27.0 -150.0    0.0     0.61 -4981.47   -0.01
  34.5 -150.0    0.0     0.85 -4981.27   -0.12
  37.0 -150.0    0.0     0.66 -4981.21   -0.06
  44.5 -150.0    0.0     0.65 -4981.58   -0.05
  47.0 -150.0    0.0     0.71 -4981.69   -0.06
  59.5 -150.0    0.0     0.66 -4982.03   -0.18
  64.5 -150.0    0.0     0.36 -4982.26   -0.14
  79.5 -150.0    0.0     0.44 -4982.43   -0.17
  84.5 -150.0    0.0     0.18 -4982.49   -0.17
  99.5 -150.0    0.0     0.37 -4982.90   -0.24
 104.5 -150.0    0.0     0.46 -4983.01   -0.28
 119.5 -150.0    0.0     1.09 -4983.69   -0.21
 124.5 -150.0    0.0     1.01 -4984.36   -0.18
 139.5 -150.0    0.0     2.04 -4985.85   -0.45
 144.5 -150.0    0.0     2.41 -4986.98   -0.34
 159.5 -150.0    0.0     3.45 -4989.74   -0.34
 164.5 -150.0    0.0     3.33 -4991.88   -0.34
 179.5 -150.0    0.0     3.93 -4997.00   -0.51
 184.5 -150.0    0.0     4.15 -4999.01   -0.46
 199.5 -150.0    0.0     4.28 -5005.23   -0.63
 202.0 -150.0    0.0     4.18 -5006.69   -0.62
 209.5 -150.0    0.0     4.31 -5010.53   -0.78
 212.0 -150.0    0.0     4.44 -5012.83   -0.77
 219.5 -150.0    0.0     4.73 -5017.28   -0.87
 222.0 -150.0    0.0     5.37 -5021.35   -1.04
  14.5 -140.0    0.0     0.22 -4981.59    0.00
  17.0 -140.0    0.0     0.17 -4981.33   -0.00
  24.5 -140.0    0.0     0.38 -4981.29   -0.08
  27.0 -140.0    0.0     0.29 -4981.76   -0.01
  34.5 -140.0    0.0     0.53 -4981.42   -0.07
  37.0 -140.0    0.0     0.23 -4981.40   -0.05
  44.5 -140.0    0.0     0.27 -4981.67    0.03
  47.0 -140.0    0.0     0.25 -4981.84   -0.08
  59.5 -140.0    0.0     0.23 -4982.09   -0.07
  64.5 -140.0    0.0     0.00 -4982.26   -0.22
  79.5 -140.0    0.0     0.06 -4982.50   -0.08
  84.5 -140.0    0.0    -0.20 -4982.57   -0.07
  99.5 -140.0    0.0    -0.09 -4983.14   -0.12
 104.5 -140.0    0.0    -0.06 -4983.35   -0.17
 119.5 -140.0    0.0     0.17 -4984.29   -0.15
 124.5 -140.0    0.0     0.04 -4984.82   -0.21
 139.5 -140.0    0.0     0.42 -4986.57   -0.33
 144.5 -140.0    0.0     0.54 -4987.67   -0.39
 159.5 -140.0    0.0     0.91 -4990.43   -0.33
 164.5 -140.0    0.0     0.54 -4992.27   -0.37
 179.5 -140.0    0.0     0.35 -4997.18   -0.33
 184.5 -140.0    0.0     0.29 -4999.02   -0.48
 199.5 -140.0    0.0    -0.49 -5004.85   -0.54
 202.0 -140.0    0.0    -0.81 -5006.20   -0.56
 209.5 -140.0    0.0    -1.42 -5009.77   -0.60
 212.0 -140.0    0.0    -1.70 -5011.89   -0.73
 219.5 -140.0    0.0    -3.26 -5016.23   -0.78
 222.0 -140.0    0.0    -3.58 -5019.93   -0.92
  14.5 -130.0    0.0     0.08 -4981.82    0.00
  17.0 -130.0    0.0     0.06 -4981.56   -0.00
  24.5 -130.0    0.0     0.20 -4981.51   -0.09
  27.0 -130.0    0.0     0.18 -4981.95    0.00
  34.5 -130.0    0.0     0.26 -4981.63    0.05
  37.0 -130.0    0.0     0.12 -4981.57    0.04
  44.5 -130.0    0.0     0.10 -4981.75    0.08
  47.0 -130.0    0.0     0.05 -4981.80   -0.02
  59.5 -130.0    0.0    -0.01 -4982.03   -0.03
  64.5 -130.0    0.0    -0.35 -4982.27   -0.15
  79.5 -130.0    0.0    -0.16 -4982.38   -0.08
  84.5 -130.0    0.0    -0.60 -4982.53   -0.09
  99.5 -130.0    0.0    -0.61 -4983.13   -0.12
 104.5 -130.0    0.0    -0.66 -4983.39   -0.20
 119.5 -130.0    0.0    -0.71 -4984.38   -0.09
 124.5 -130.0    0.0    -1.02 -4984.96   -0.14
 139.5 -130.0    0.0    -1.09 -4986.63   -0.31
 144.5 -130.0    0.0    -1.13 -4987.68   -0.29
 159.5 -130.0    0.0    -1.50 -4990.38   -0.31
 164.5 -130.0    0.0    -2.06 -4992.01   -0.28
 179.5 -130.0    0.0    -2.94 -4996.39   -0.29
 184.5 -130.0    0.0    -3.26 -4998.29   -0.41
 199.5 -130.0    0.0    -4.77 -5003.39   -0.51
 202.0 -130.0    0.0    -5.21 -5004.71   -0.54
 209.5 -130.0    0.0    -6.36 -5007.57   -0.53
 212.0 -130.0    0.0    -6.78 -5009.50   -0.65
 219.5 -130.0    0.0    -9.14 -5012.15   -0.68
 222.0 -130.0    0.0    -9.92 -5015.01   -0.81
  14.5 -120.0    0.0    -0.01 -4981.86    0.00
  17.0 -120.0    0.0    -0.07 -4981.87    0.00
  24.5 -120.0    0.0    -0.00 -4981.59   -0.12
  27.0 -120.0    0.0    -0.10 -4982.05   -0.03
  34.5 -120.0    0.0     0.05 -4981.68    0.02
  37.0 -120.0    0.0    -0.24 -4981.74   -0.02
  44.5 -120.0    0.0    -0.20 -4981.73    0.00
  47.0 -120.0    0.0    -0.28 -4981.93   -0.07
  59.5 -120.0    0.0    -0.33 -4982.02   -0.07
  64.5 -120.0    0.0    -0.67 -4982.30   -0.18
  79.5 -120.0    0.0    -0.67 -4982.38   -0.15
  84.5 -120.0    0.0    -1.06 -4982.59   -0.06
  99.5 -120.0    0.0    -1.12 -4983.11   -0.14
 104.5 -120.0    0.0    -1.36 -4983.52   -0.12
 119.5 -120.0    0.0    -1.70 -4984.38   -0.16
 124.5 -120.0    0.0    -2.09 -4984.96   -0.20
 139.5 -120.0    0.0    -2.60 -4986.48   -0.26
 144.5 -120.0    0.0    -2.96 -4987.45   -0.21
 159.5 -120.0    0.0    -3.77 -4989.80   -0.32
 164.5 -120.0    0.0    -4.46 -4991.33   -0.28
 179.5 -120.0    0.0    -6.00 -4995.31   -0.27
 184.5 -120.0    0.0    -6.58 -4997.03   -0.39
 199.5 -120.0    0.0    -8.47 -5001.60   -0.43
 202.0 -120.0    0.0    -9.02 -5002.76   -0.47
 209.5 -120.0    0.0   -10.03 -5005.11   -0.49
 212.0 -120.0    0.0   -10.37 -5006.59   -0.59
