3	3	2	3.055	-197.05	-120.26	0.04857	0.17534	2.78307	10.046
3	3	3	3.005	-196.96	-120.36	0.028	0.26865	1.60448	15.3922
3	3	4	2.955	-197.05	-120.28	-0.0053	0.29095	-0.3013	16.6703
3	3	5	2.905	-196.96	-120.38	-0.037	0.49051	-2.1194	28.1042
3	3	6	2.855	-197.05	-120.42	-0.0838	0.38181	-4.8037	21.876
3	3	7	2.905	-197.14	-120.49	-0.1053	0	-6.0318	0
3	4	1	2.113	-197.1	-90.688	0.0384	0.21281	2.20041	12.1933
3	4	2	2.163	-197.02	-90.55	0.04156	0.16039	2.38102	9.1898
3	4	3	2.113	-196.93	-90.417	0.03822	0.27641	2.1899	15.8368
3	4	4	2.063	-197.02	-90.569	0.03946	0.30935	2.26112	17.7242
3	4	5	2.013	-196.93	-90.414	0.03255	0.11931	1.86499	6.83616
3	4	6	1.963	-197.02	-90.54	0.03211	0.28571	1.83966	16.3699
3	4	7	2.013	-197.1	-90.693	0.02321	0	1.32995	0
3	5	1	2.763	-197.53	-59.702	0.05575	0.41401	3.19414	23.7211
3	5	2	2.813	-197.44	-59.567	0.04982	0.14653	2.85451	8.39527
3	5	3	2.763	-197.35	-59.445	0.04174	0.28288	2.39147	16.2079
3	5	4	2.713	-197.44	-59.572	0.02951	0.24925	1.69055	14.2809
3	5	5	2.663	-197.35	-59.45	0.01971	0.51323	1.12943	29.4057
3	5	6	2.613	-197.44	-59.55	-0.0049	0.33533	-0.281	19.213
3	5	7	2.663	-197.53	-59.71	-0.0186	0	-1.0679	0
3	6	1	2.322	-197.49	-32.053	-0.0083	0.22502	-0.4746	12.8925
3	6	2	2.372	-197.4	-31.918	-0.0032	0.11327	-0.1806	6.49008
3	6	3	2.322	-197.32	-31.783	0.00653	0.29632	0.37429	16.9779
3	6	4	2.272	-197.4	-31.95	0.0139	0.3221	0.79632	18.4549
3	6	5	2.222	-197.32	-31.78	0.02179	0.0969	1.24853	5.552
3	6	6	2.172	-197.4	-31.93	0.02542	0.30828	1.45667	17.6634
3	6	7	2.222	-197.49	-32.06	0.02886	0	1.65339	0
4	1	1	171.753	-95.926	-179.34	-0.0185	0.40201	-1.0596	23.0336
4	1	2	171.704	-95.84	-179.18	-0.0139	0.24807	-0.795	14.2134
4	1	3	171.604	-95.84	-179.09	-0.0083	0.25018	-0.4775	14.334
4	1	4	171.654	-95.927	-179.22	0.00278	0.24107	0.15919	13.8122
4	1	5	171.554	-95.927	-179.09	0.00108	0.5197	0.06171	29.7767
4	1	6	171.604	-96.013	-179.19	0.01169	0.32911	0.6695	18.8566
4	1	7	171.703	-96.013	-179.34	0.0158	0	0.90517	0
4	2	1	171.548	-96.288	-151.81	-0.0242	0.2007	-1.3864	11.4991
4	2	2	171.499	-96.202	-151.68	-0.019	0.14145	-1.0877	8.1042
4	2	3	171.398	-96.202	-151.54	-0.0174	0.27988	-0.9942	16.0357
4	2	4	171.449	-96.288	-151.67	-0.0085	0.34112	-0.4858	19.5444
4	2	5	171.348	-96.288	-151.54	0.00454	0.09466	0.26006	5.4235
4	2	6	171.399	-96.375	-151.67	0.00689	0.2647	0.39448	15.166
4	2	7	171.498	-96.375	-151.81	0.01599	0	0.91637	0
4	3	1	172.226	-95.953	-120.7	0.0281	0.41925	1.61009	24.0212
4	3	2	172.177	-95.867	-120.58	0.03328	0.18523	1.90689	10.6131
4	3	3	172.076	-95.867	-120.41	0.02816	0.24576	1.61347	14.0811
4	3	4	172.127	-95.954	-120.56	0.02854	0.28688	1.63525	16.4372
4	3	5	172.026	-95.954	-120.43	0.02566	0.4589	1.47008	26.2932
4	3	6	172.077	-96.04	-120.55	0.00928	0.34077	0.53158	19.5249
4	3	7	172.176	-96.04	-120.7	-0.0005	0	-0.0296	0
4	4	1	171.699	-96.708	-90.775	0.0029	0.23079	0.16626	13.2235
4	4	2	171.65	-96.622	-90.641	-0.0003	0.09139	-0.0182	5.23604
4	4	3	171.549	-96.622	-90.477	-0.0018	0.28766	-0.1032	16.4818
4	4	4	171.6	-96.708	-90.616	0.00049	0.3368	0.02793	19.2972
4	4	5	171.499	-96.708	-90.465	-0.0072	0.08207	-0.4122	4.70229
4	4	6	171.55	-96.795	-90.63	-0.0076	0.3044	-0.4355	17.4408
4	4	7	171.649	-96.795	-90.786	-0.0106	0	-0.6101	0
4	5	1	172.446	-96.322	-59.764	0.00109	0.4155	0.06253	23.8062
4	5	2	172.397	-96.236	-59.655	0.01622	0.17448	0.92944	9.99668
4	5	3	172.297	-96.235	-59.525	0.01478	0.26525	0.84695	15.1974
4	5	4	172.347	-96.322	-59.665	0.02157	0.26091	1.23602	14.949
4	5	5	172.247	-96.322	-59.533	0.02703	0.45623	1.54843	26.1402
4	5	6	172.297	-96.409	-59.644	0.03146	0.36788	1.80239	21.0782
4	5	7	172.396	-96.409	-59.779	0.02743	0	1.57151	0
4	6	1	172.232	-96.658	-32.193	0.0021	0.18609	0.12046	10.6622
4	6	2	172.167	-96.562	-32	0.00013	0.25688	0.00728	14.718
4	6	3	172.082	-96.571	-31.881	-0.0028	0.28549	-0.1582	16.3573
4	6	4	172.117	-96.649	-31.992	-0.0122	0.30086	-0.6966	17.2382
4	6	5	172.032	-96.658	-31.864	-0.0191	0.10898	-1.0968	6.24394
4	6	6	172.067	-96.736	-31.99	-0.021	0.28904	-1.2004	16.561
4	6	7	172.182	-96.744	-32.195	-0.0227	0	-1.3021	0
6	1	1	-2.795	196.733	-179.32	0.00843	0.43388	0.48294	24.8594
6	1	2	-2.845	196.647	-179.19	0.0291	0.06771	1.66726	3.87969
6	1	3	-2.795	196.56	-179.08	0.03588	0.26819	2.05568	15.366
6	1	4	-2.745	196.647	-179.2	0.04369	0.27753	2.50304	15.9013
6	1	5	-2.695	196.56	-179.07	0.05366	0.46936	3.07445	26.8922
6	1	6	-2.645	196.647	-179.21	0.05719	0.33815	3.27664	19.3748
6	1	7	-2.695	196.733	-179.33	0.05429	0	3.11065	0
6	2	1	-2.336	196.663	-151.72	0.01565	0.20831	0.89644	11.935
6	2	2	-2.386	196.577	-151.57	0.02294	0.1373	1.31411	7.86692
6	2	3	-2.336	196.49	-151.43	0.02079	0.27495	1.19087	15.7532
6	2	4	-2.286	196.577	-151.58	0.02406	0.33771	1.3784	19.3494
6	2	5	-2.236	196.49	-151.42	0.02445	0.08729	1.40058	5.00106
6	2	6	-2.186	196.577	-151.59	0.02339	0.27013	1.3402	15.4772
6	2	7	-2.236	196.663	-151.7	0.02196	0	1.25804	0
6	3	1	-3.012	197.093	-120.54	-0.0174	0.41735	-0.996	23.9121
6	3	2	-3.062	197.007	-120.42	-0.0072	0.28475	-0.4115	16.3151
6	3	3	-3.012	196.92	-120.28	-0.0004	0.24445	-0.0244	14.0059
6	3	4	-2.962	197.007	-120.43	0.0037	0.16792	0.212	9.62132
6	3	5	-2.912	196.92	-120.28	0.00853	0.56888	0.48891	32.5947
6	3	6	-2.862	197.007	-120.39	0.01868	0.31902	1.07003	18.2786
6	3	7	-2.912	197.093	-120.54	0.02145	0	1.2291	0
6	4	1	-2.104	197.113	-90.744	0.00777	0.18148	0.44537	10.3979
6	4	2	-2.154	197.027	-90.597	0.00424	0.13682	0.24314	7.83909
6	4	3	-2.104	196.94	-90.46	0.00399	0.27987	0.22863	16.0355
6	4	4	-2.054	197.027	-90.593	0.00092	0.31066	0.05285	17.7993
6	4	5	-2.004	196.94	-90.453	-0.0038	0.1033	-0.2188	5.91887
6	4	6	-1.954	197.027	-90.584	-0.0017	0.26655	-0.0993	15.272
6	4	7	-2.004	197.113	-90.724	-0.0077	0	-0.4407	0
6	5	1	-2.788	197.483	-59.595	-0.0158	0.49334	-0.9071	28.2663
6	5	2	-2.838	197.397	-59.458	0.00265	0.18481	0.15197	10.589
6	5	3	-2.788	197.31	-59.33	0.00337	0.2308	0.19318	13.2241
6	5	4	-2.738	197.397	-59.499	0.0111	0.29979	0.63574	17.1765
6	5	5	-2.688	197.31	-59.337	0.02028	0.40893	1.16201	23.4298
6	5	6	-2.638	197.397	-59.499	0.03421	0.40018	1.96	22.9284
6	5	7	-2.688	197.483	-59.61	0.03508	0	2.00995	0
6	6	1	-2.297	197.473	-32.101	-0.0289	0.22554	-1.6555	12.9226
6	6	2	-2.347	197.387	-31.964	-0.0324	0.12933	-1.8564	7.41012
6	6	3	-2.297	197.3	-31.786	-0.034	0.28118	-1.9488	16.1102
6	6	4	-2.247	197.387	-31.961	-0.0353	0.34578	-2.0218	19.8118
6	6	5	-2.197	197.3	-31.784	-0.0312	0.09997	-1.7886	5.72758
6	6	6	-2.147	197.387	-31.967	-0.0342	0.2754	-1.9621	15.7793
6	6	7	-2.197	197.473	-32.094	-0.0298	0	-1.7047	0
7	1	1	171.764	95.9176	179.375	0.00897	0.43374	0.51406	24.8512
7	1	2	171.715	95.8313	179.239	0.01598	0.12904	0.91572	7.39334
7	1	3	171.614	95.8311	179.145	0.0165	0.27368	0.94561	15.6807
7	1	4	171.665	95.9179	179.257	0.02644	0.28809	1.51472	16.5063
7	1	5	171.564	95.9177	179.125	0.02314	0.45266	1.32555	25.9356
7	1	6	171.615	96.0045	179.245	0.01868	0.33652	1.07021	19.2814
7	1	7	171.714	96.0042	179.34	0.01773	0	1.01556	0
7	2	1	171.511	96.3025	151.788	-0.0392	0.25689	-2.2482	14.7187
7	2	2	171.461	96.2162	151.617	-0.0271	0.12004	-1.5529	6.87774
7	2	3	171.361	96.216	151.477	-0.0352	0.29537	-2.0146	16.9235
7	2	4	171.411	96.3028	151.558	-0.0309	0.32038	-1.77	18.3565
7	2	5	171.311	96.3026	151.436	-0.0206	0.12431	-1.1801	7.12245
7	2	6	171.361	96.3894	151.545	0.00098	0.27311	0.05641	15.6483
7	2	7	171.461	96.3891	151.756	0.01099	0	0.62953	0
7	3	1	172.199	95.9433	120.701	-0.0432	0.44246	-2.4771	25.3509
7	3	2	172.149	95.857	120.497	-0.0241	0.16045	-1.3832	9.19314
7	3	3	172.049	95.8568	120.376	-0.0125	0.2511	-0.7174	14.3867
7	3	4	172.099	95.9436	120.502	0.00068	0.2873	0.03899	16.4613
7	3	5	171.999	95.9434	120.58	0.01913	0.45952	1.0959	26.3284
7	3	6	172.049	96.0302	120.759	0.04131	0.3304	2.36679	18.9306
7	3	7	172.149	96.0299	120.709	0.05223	0	2.99227	0
7	4	1	171.727	96.6949	90.809	-0.0493	0.23292	-2.8254	13.345
7	4	2	171.677	96.6086	90.652	-0.0328	0.13799	-1.8815	7.906
7	4	3	171.577	96.6084	90.509	-0.0191	0.28186	-1.0965	16.1496
7	4	4	171.627	96.6952	90.643	-0.0066	0.31104	-0.3783	17.8215
7	4	5	171.527	96.695	90.502	0.01561	0.1122	0.89432	6.4286
7	4	6	171.577	96.7818	90.659	0.02743	0.28484	1.57152	16.32
7	4	7	171.677	96.7815	90.809	0.0484	0	2.77298	0
7	5	1	172.411	96.3615	59.788	-0.001	0.39017	-0.0572	22.3551
7	5	2	172.361	96.2752	59.598	-0.0053	0.18539	-0.3026	10.622
7	5	3	172.261	96.275	59.442	-0.0061	0.26527	-0.3514	15.1987
7	5	4	172.311	96.3618	59.636	-0.0047	0.28211	-0.2673	16.1638
7	5	5	172.211	96.3616	59.465	-0.0058	0.46159	-0.3322	26.4469
7	5	6	172.261	96.4484	59.624	-0.0023	0.3357	-0.1317	19.2342
7	5	7	172.361	96.4481	59.761	-0.0036	0	-0.2072	0
7	6	1	172.189	96.7437	32.214	-0.0161	0.20985	-0.9231	12.0236
7	6	2	172.14	96.6574	32.051	-0.0153	0.14541	-0.8742	8.33129
7	6	3	172.039	96.6572	31.906	-0.0182	0.28759	-1.0443	16.4775
