       Tpc     EDO20    164.756 +/-    0.010    -95.605 +/-    0.010   -230.802 +/-    0.010 
       Tpc     EDO23     94.884 +/-    0.010    164.687 +/-    0.010   -230.706 +/-    0.010 
       Tpc     EDO24     -0.422 +/-    0.010    190.182 +/-    0.010   -230.671 +/-    0.010 
       Tpc    EDOCTR     -0.343 +/-    0.010     -0.394 +/-    0.010   -230.708 +/-    0.010 
       Tpc     W11B3    -42.671 +/-    0.010    116.028 +/-    0.010      0.868 +/-    0.010 
       Tpc     W11B4    -53.945 +/-    0.010    147.094 +/-    0.010      0.869 +/-    0.010 
       Tpc     W11B5    -65.289 +/-    0.010    178.290 +/-    0.010      0.894 +/-    0.010 
       Tpc     W11C2    -16.049 +/-    0.010     88.815 +/-    0.010      0.830 +/-    0.010 
       Tpc     W11C3    -21.715 +/-    0.010    121.545 +/-    0.010      0.806 +/-    0.010 
       Tpc     W11C4    -27.415 +/-    0.010    154.146 +/-    0.010      0.871 +/-    0.010 
       Tpc     W11C5    -33.097 +/-    0.010    186.739 +/-    0.010      0.888 +/-    0.010 
       Tpc     W12A2     -0.295 +/-    0.010     93.459 +/-    0.010      0.794 +/-    0.010 
       Tpc     W12A3     -0.260 +/-    0.010    123.455 +/-    0.010      0.823 +/-    0.010 
       Tpc     W12A4     -0.274 +/-    0.010    156.505 +/-    0.010      0.828 +/-    0.010 
       Tpc     W12A5     -0.280 +/-    0.010    189.655 +/-    0.010      0.868 +/-    0.010 
       Tpc     W12B2     15.528 +/-    0.010     88.444 +/-    0.010      0.810 +/-    0.010 
       Tpc     W12B3     21.281 +/-    0.010    120.979 +/-    0.010      0.824 +/-    0.010 
       Tpc     W12B4     27.058 +/-    0.010    153.781 +/-    0.010      0.834 +/-    0.010 
       Tpc     W12B5     32.849 +/-    0.010    186.642 +/-    0.010      0.840 +/-    0.010 
       Tpc     W12C3     42.226 +/-    0.010    115.862 +/-    0.010      0.786 +/-    0.010 
       Tpc     W12C4     53.651 +/-    0.010    146.976 +/-    0.010      0.795 +/-    0.010 
       Tpc     W12C5     65.080 +/-    0.010    178.173 +/-    0.010      0.781 +/-    0.010 
       Tpc     W01A5     94.795 +/-    0.010    164.102 +/-    0.010      0.758 +/-    0.010 
       Tpc     W03A5    190.258 +/-    0.010     -0.541 +/-    0.010      0.748 +/-    0.010 
       Tpc     W03B3    121.875 +/-    0.010    -21.898 +/-    0.010      0.778 +/-    0.010 
       Tpc     W03B4    154.530 +/-    0.010    -27.674 +/-    0.010      0.768 +/-    0.010 
       Tpc     W03B5    187.294 +/-    0.010    -33.475 +/-    0.010      0.744 +/-    0.010 
       Tpc     W03C2     84.952 +/-    0.010    -31.277 +/-    0.010      0.773 +/-    0.010 
       Tpc     W03C3    116.313 +/-    0.010    -42.773 +/-    0.010      0.752 +/-    0.010 
       Tpc     W03C4    147.658 +/-    0.010    -54.256 +/-    0.010      0.750 +/-    0.010 
       Tpc     W03C5    179.087 +/-    0.010    -65.760 +/-    0.010      0.768 +/-    0.010 
       Tpc     W04A2     78.440 +/-    0.010    -45.690 +/-    0.010      0.756 +/-    0.010 
       Tpc     W04A3    107.251 +/-    0.010    -62.352 +/-    0.010      0.734 +/-    0.010 
       Tpc     W04A4    136.051 +/-    0.010    -79.012 +/-    0.010      0.717 +/-    0.010 
       Tpc     W04A5    164.998 +/-    0.010    -95.759 +/-    0.010      0.738 +/-    0.010 
       Tpc     W04B1     44.234 +/-    0.010    -37.484 +/-    0.010      0.800 +/-    0.010 
       Tpc     W04B2     69.444 +/-    0.010    -58.796 +/-    0.010      0.774 +/-    0.010 
       Tpc     W04B3     94.688 +/-    0.010    -80.123 +/-    0.010      0.758 +/-    0.010 
       Tpc     W04B4    119.924 +/-    0.010   -101.440 +/-    0.010      0.736 +/-    0.010 
       Tpc     W04B5    145.356 +/-    0.010   -122.891 +/-    0.010      0.733 +/-    0.010 
       Tpc     W04C1     37.427 +/-    0.010    -44.852 +/-    0.010      0.789 +/-    0.010 
       Tpc     W04C2     58.668 +/-    0.010    -70.296 +/-    0.010      0.766 +/-    0.010 
       Tpc     W04C3     80.076 +/-    0.010    -95.916 +/-    0.010      0.768 +/-    0.010 
       Tpc     W04C4    101.311 +/-    0.010   -121.320 +/-    0.010      0.741 +/-    0.010 
       Tpc     W04C5    122.590 +/-    0.010   -146.757 +/-    0.010      0.751 +/-    0.010 
       Tpc     W05A1     29.049 +/-    0.010    -50.500 +/-    0.010      0.792 +/-    0.010 
       Tpc     W05A2     45.569 +/-    0.010    -79.255 +/-    0.010      0.761 +/-    0.010 
       Tpc     W05A3     61.995 +/-    0.010   -107.841 +/-    0.010      0.756 +/-    0.010 
       Tpc     W05A4     78.432 +/-    0.010   -136.457 +/-    0.010      0.732 +/-    0.010 
       Tpc     W05A5     94.834 +/-    0.010   -165.002 +/-    0.010      0.729 +/-    0.010 
       Tpc     W05B1     19.732 +/-    0.010    -54.591 +/-    0.010      0.804 +/-    0.010 
       Tpc     W05B2     31.041 +/-    0.010    -85.790 +/-    0.010      0.779 +/-    0.010 
       Tpc     W05B3     42.366 +/-    0.010   -117.041 +/-    0.010      0.779 +/-    0.010 
       Tpc     W05B4     53.623 +/-    0.010   -148.174 +/-    0.010      0.760 +/-    0.010 
       Tpc     W05B5     64.948 +/-    0.010   -179.471 +/-    0.010      0.727 +/-    0.010 
       Tpc     W05C1      9.906 +/-    0.010    -57.093 +/-    0.010      0.793 +/-    0.010 
       Tpc     W05C2     15.605 +/-    0.010    -89.599 +/-    0.010      0.791 +/-    0.010 
       Tpc     W05C3     21.347 +/-    0.010   -122.308 +/-    0.010      0.786 +/-    0.010 
       Tpc     W05C4     27.108 +/-    0.010   -155.171 +/-    0.010      0.759 +/-    0.010 
       Tpc     W05C5     32.855 +/-    0.010   -187.921 +/-    0.010      0.768 +/-    0.010 
       Tpc     W06A1     -0.157 +/-    0.010    -57.742 +/-    0.010      0.791 +/-    0.010 
       Tpc     W06A2     -0.177 +/-    0.010    -90.955 +/-    0.010      0.792 +/-    0.010 
       Tpc     W06A3     -0.185 +/-    0.010   -124.220 +/-    0.010      0.762 +/-    0.010 
       Tpc     W06A4     -0.190 +/-    0.010   -157.423 +/-    0.010      0.769 +/-    0.010 
       Tpc     W06A5     -0.201 +/-    0.010   -190.608 +/-    0.010      0.762 +/-    0.010 
       Tpc    W06AA1     -0.158 +/-    0.010    -57.740 +/-    0.010      0.791 +/-    0.010 
       Tpc    W06AA2     -0.175 +/-    0.010    -90.958 +/-    0.010      0.786 +/-    0.010 
       Tpc    W06AA3     -0.191 +/-    0.010   -124.219 +/-    0.010      0.764 +/-    0.010 
       Tpc    W06AA4     -0.189 +/-    0.010   -157.425 +/-    0.010      0.766 +/-    0.010 
       Tpc    W06AA5     -0.198 +/-    0.010   -190.609 +/-    0.010      0.756 +/-    0.010 
       Tpc     W06B1    -10.214 +/-    0.010    -57.119 +/-    0.010      0.817 +/-    0.010 
       Tpc     W06B2    -15.986 +/-    0.010    -89.818 +/-    0.010      0.810 +/-    0.010 
       Tpc     W06B3    -21.802 +/-    0.010   -122.728 +/-    0.010      0.791 +/-    0.010 
       Tpc     W06B4    -27.573 +/-    0.010   -155.452 +/-    0.010      0.799 +/-    0.010 
       Tpc     W06B5    -33.389 +/-    0.010   -188.403 +/-    0.010      0.791 +/-    0.010 
       Tpc     W06C2    -31.161 +/-    0.010    -85.477 +/-    0.010      0.799 +/-    0.010 
       Tpc     W06C3    -42.570 +/-    0.010   -116.865 +/-    0.010      0.811 +/-    0.010 
       Tpc     W06C4    -53.905 +/-    0.010   -148.170 +/-    0.010      0.818 +/-    0.010 
       Tpc     W06C5    -65.287 +/-    0.010   -179.619 +/-    0.010      0.809 +/-    0.010 
       Tpc     W07A1    -28.883 +/-    0.010    -50.155 +/-    0.010      0.793 +/-    0.010 
       Tpc     W07A2    -45.510 +/-    0.010    -79.017 +/-    0.010      0.803 +/-    0.010 
       Tpc     W07A3    -62.221 +/-    0.010   -108.012 +/-    0.010      0.831 +/-    0.010 
       Tpc     W07A4    -78.902 +/-    0.010   -136.979 +/-    0.010      0.835 +/-    0.010 
       Tpc     W07A5    -95.617 +/-    0.010   -165.958 +/-    0.010      0.877 +/-    0.010 
       Tpc     W07B1    -37.022 +/-    0.010    -44.227 +/-    0.010      0.819 +/-    0.010 
       Tpc     W07B2    -58.366 +/-    0.010    -69.740 +/-    0.010      0.840 +/-    0.010 
       Tpc     W07B3    -79.782 +/-    0.010    -95.328 +/-    0.010      0.842 +/-    0.010 
       Tpc     W07B4   -101.228 +/-    0.010   -120.873 +/-    0.010      0.852 +/-    0.010 
