  189         .0189 1.042180E+01 1.034246E+01 1.034021E+01 1.034093E+01 1.034111E+01
  190         .0190 1.042922E+01 1.034969E+01 1.034745E+01 1.034817E+01 1.034835E+01
  191         .0191 1.043661E+01 1.035691E+01 1.035467E+01 1.035540E+01 1.035558E+01
  192         .0192 1.044397E+01 1.036413E+01 1.036189E+01 1.036262E+01 1.036280E+01
  193         .0193 1.045132E+01 1.037133E+01 1.036909E+01 1.036982E+01 1.037001E+01
  194         .0194 1.045863E+01 1.037852E+01 1.037629E+01 1.037703E+01 1.037722E+01
  195         .0195 1.046592E+01 1.038571E+01 1.038348E+01 1.038422E+01 1.038441E+01
  196         .0196 1.047317E+01 1.039289E+01 1.039066E+01 1.039140E+01 1.039159E+01
  197         .0197 1.048039E+01 1.040006E+01 1.039783E+01 1.039858E+01 1.039877E+01
  198         .0198 1.048758E+01 1.040722E+01 1.040500E+01 1.040575E+01 1.040594E+01
  199         .0199 1.049472E+01 1.041437E+01 1.041215E+01 1.041290E+01 1.041309E+01
  200         .0200 1.050183E+01 1.042150E+01 1.041928E+01 1.042004E+01 1.042024E+01
  201         .0201 1.050889E+01 1.042862E+01 1.042641E+01 1.042717E+01 1.042736E+01
  202         .0202 1.051591E+01 1.043572E+01 1.043351E+01 1.043427E+01 1.043447E+01
  203         .0203 1.052290E+01 1.044280E+01 1.044060E+01 1.044136E+01 1.044156E+01
  204         .0204 1.052985E+01 1.044986E+01 1.044766E+01 1.044843E+01 1.044863E+01
  205         .0205 1.053677E+01 1.045689E+01 1.045470E+01 1.045547E+01 1.045567E+01
  206         .0206 1.054366E+01 1.046390E+01 1.046172E+01 1.046249E+01 1.046269E+01
  207         .0207 1.055053E+01 1.047088E+01 1.046871E+01 1.046948E+01 1.046968E+01
  208         .0208 1.055738E+01 1.047783E+01 1.047567E+01 1.047645E+01 1.047665E+01
  209         .0209 1.056420E+01 1.048475E+01 1.048260E+01 1.048338E+01 1.048358E+01
  210         .0210 1.057102E+01 1.049164E+01 1.048950E+01 1.049028E+01 1.049048E+01
  211         .0211 1.057782E+01 1.049850E+01 1.049637E+01 1.049715E+01 1.049735E+01
  212         .0212 1.058461E+01 1.050531E+01 1.050320E+01 1.050398E+01 1.050418E+01
  213         .0213 1.059139E+01 1.051209E+01 1.050999E+01 1.051077E+01 1.051097E+01
  214         .0214 1.059817E+01 1.051884E+01 1.051675E+01 1.051753E+01 1.051773E+01
  215         .0215 1.060495E+01 1.052556E+01 1.052348E+01 1.052426E+01 1.052446E+01
  216         .0216 1.061173E+01 1.053224E+01 1.053017E+01 1.053096E+01 1.053116E+01
  217         .0217 1.061852E+01 1.053890E+01 1.053685E+01 1.053763E+01 1.053783E+01
  218         .0218 1.062532E+01 1.054554E+01 1.054349E+01 1.054428E+01 1.054448E+01
  219         .0219 1.063212E+01 1.055216E+01 1.055012E+01 1.055091E+01 1.055111E+01
  220         .0220 1.063891E+01 1.055876E+01 1.055672E+01 1.055752E+01 1.055772E+01
  221         .0221 1.064570E+01 1.056534E+01 1.056331E+01 1.056411E+01 1.056431E+01
  222         .0222 1.065247E+01 1.057191E+01 1.056989E+01 1.057069E+01 1.057089E+01
  223         .0223 1.065922E+01 1.057847E+01 1.057645E+01 1.057726E+01 1.057746E+01
  224         .0224 1.066596E+01 1.058502E+01 1.058301E+01 1.058382E+01 1.058402E+01
  225         .0225 1.067266E+01 1.059157E+01 1.058956E+01 1.059037E+01 1.059058E+01
  226         .0226 1.067934E+01 1.059811E+01 1.059611E+01 1.059692E+01 1.059713E+01
  227         .0227 1.068598E+01 1.060465E+01 1.060265E+01 1.060347E+01 1.060368E+01
  228         .0228 1.069257E+01 1.061120E+01 1.060920E+01 1.061003E+01 1.061023E+01
  229         .0229 1.069912E+01 1.061775E+01 1.061575E+01 1.061658E+01 1.061679E+01
  230         .0230 1.070562E+01 1.062431E+01 1.062231E+01 1.062315E+01 1.062336E+01
  231         .0231 1.071206E+01 1.063086E+01 1.062887E+01 1.062971E+01 1.062992E+01
  232         .0232 1.071845E+01 1.063742E+01 1.063543E+01 1.063628E+01 1.063649E+01
  233         .0233 1.072476E+01 1.064397E+01 1.064199E+01 1.064283E+01 1.064305E+01
  234         .0234 1.073101E+01 1.065051E+01 1.064853E+01 1.064938E+01 1.064960E+01
  235         .0235 1.073718E+01 1.065704E+01 1.065507E+01 1.065592E+01 1.065613E+01
  236         .0236 1.074328E+01 1.066354E+01 1.066158E+01 1.066244E+01 1.066265E+01
  237         .0237 1.074931E+01 1.067003E+01 1.066808E+01 1.066893E+01 1.066915E+01
  238         .0238 1.075528E+01 1.067649E+01 1.067454E+01 1.067540E+01 1.067562E+01
  239         .0239 1.076118E+01 1.068291E+01 1.068098E+01 1.068184E+01 1.068206E+01
  240         .0240 1.076702E+01 1.068930E+01 1.068739E+01 1.068825E+01 1.068846E+01
  241         .0241 1.077280E+01 1.069566E+01 1.069376E+01 1.069462E+01 1.069483E+01
  242         .0242 1.077853E+01 1.070196E+01 1.070008E+01 1.070094E+01 1.070115E+01
  243         .0243 1.078422E+01 1.070822E+01 1.070636E+01 1.070722E+01 1.070743E+01
  244         .0244 1.078985E+01 1.071443E+01 1.071259E+01 1.071344E+01 1.071366E+01
  245         .0245 1.079544E+01 1.072059E+01 1.071877E+01 1.071962E+01 1.071983E+01
  246         .0246 1.080099E+01 1.072668E+01 1.072488E+01 1.072573E+01 1.072594E+01
  247         .0247 1.080651E+01 1.073271E+01 1.073094E+01 1.073178E+01 1.073199E+01
  248         .0248 1.081199E+01 1.073868E+01 1.073692E+01 1.073776E+01 1.073797E+01
  249         .0249 1.081745E+01 1.074457E+01 1.074285E+01 1.074368E+01 1.074389E+01
  250         .0250 1.082287E+01 1.075041E+01 1.074871E+01 1.074954E+01 1.074974E+01
  251         .0251 1.082827E+01 1.075619E+01 1.075451E+01 1.075533E+01 1.075554E+01
  252         .0252 1.083366E+01 1.076191E+01 1.076025E+01 1.076107E+01 1.076128E+01
  253         .0253 1.083902E+01 1.076758E+01 1.076594E+01 1.076676E+01 1.076696E+01
  254         .0254 1.084438E+01 1.077320E+01 1.077159E+01 1.077240E+01 1.077260E+01
  255         .0255 1.084972E+01 1.077878E+01 1.077718E+01 1.077799E+01 1.077819E+01
  256         .0256 1.085505E+01 1.078430E+01 1.078273E+01 1.078354E+01 1.078374E+01
  257         .0257 1.086038E+01 1.078979E+01 1.078823E+01 1.078904E+01 1.078924E+01
  258         .0258 1.086569E+01 1.079524E+01 1.079370E+01 1.079451E+01 1.079471E+01
  259         .0259 1.087098E+01 1.080065E+01 1.079913E+01 1.079994E+01 1.080013E+01
  260         .0260 1.087625E+01 1.080603E+01 1.080452E+01 1.080533E+01 1.080553E+01
  261         .0261 1.088151E+01 1.081138E+01 1.080989E+01 1.081070E+01 1.081090E+01
  262         .0262 1.088673E+01 1.081671E+01 1.081523E+01 1.081604E+01 1.081624E+01
  263         .0263 1.089193E+01 1.082201E+01 1.082054E+01 1.082135E+01 1.082155E+01
  264         .0264 1.089710E+01 1.082729E+01 1.082583E+01 1.082665E+01 1.082684E+01
  265         .0265 1.090223E+01 1.083255E+01 1.083111E+01 1.083192E+01 1.083212E+01
  266         .0266 1.090733E+01 1.083779E+01 1.083636E+01 1.083718E+01 1.083738E+01
  267         .0267 1.091238E+01 1.084302E+01 1.084161E+01 1.084242E+01 1.084262E+01
  268         .0268 1.091739E+01 1.084824E+01 1.084684E+01 1.084766E+01 1.084786E+01
  269         .0269 1.092236E+01 1.085346E+01 1.085206E+01 1.085289E+01 1.085309E+01
  270         .0270 1.092728E+01 1.085866E+01 1.085728E+01 1.085811E+01 1.085831E+01
  271         .0271 1.093214E+01 1.086386E+01 1.086249E+01 1.086332E+01 1.086352E+01
  272         .0272 1.093695E+01 1.086904E+01 1.086768E+01 1.086851E+01 1.086871E+01
  273         .0273 1.094171E+01 1.087420E+01 1.087286E+01 1.087369E+01 1.087389E+01
  274         .0274 1.094640E+01 1.087935E+01 1.087801E+01 1.087885E+01 1.087905E+01
  275         .0275 1.095103E+01 1.088447E+01 1.088315E+01 1.088398E+01 1.088418E+01
  276         .0276 1.095559E+01 1.088956E+01 1.088826E+01 1.088909E+01 1.088930E+01
  277         .0277 1.096008E+01 1.089463E+01 1.089334E+01 1.089418E+01 1.089438E+01
  278         .0278 1.096450E+01 1.089967E+01 1.089840E+01 1.089923E+01 1.089943E+01
  279         .0279 1.096884E+01 1.090467E+01 1.090342E+01 1.090425E+01 1.090445E+01
  280         .0280 1.097311E+01 1.090964E+01 1.090840E+01 1.090923E+01 1.090943E+01
  281         .0281 1.097730E+01 1.091457E+01 1.091335E+01 1.091418E+01 1.091438E+01
  282         .0282 1.098142E+01 1.091946E+01 1.091826E+01 1.091908E+01 1.091928E+01
  283         .0283 1.098547E+01 1.092430E+01 1.092312E+01 1.092394E+01 1.092414E+01
  284         .0284 1.098946E+01 1.092910E+01 1.092794E+01 1.092876E+01 1.092895E+01
  285         .0285 1.099337E+01 1.093384E+01 1.093271E+01 1.093352E+01 1.093372E+01
  286         .0286 1.099722E+01 1.093854E+01 1.093743E+01 1.093823E+01 1.093843E+01
  287         .0287 1.100101E+01 1.094318E+01 1.094209E+01 1.094289E+01 1.094308E+01
  288         .0288 1.100473E+01 1.094776E+01 1.094669E+01 1.094749E+01 1.094768E+01
  289         .0289 1.100840E+01 1.095228E+01 1.095124E+01 1.095203E+01 1.095221E+01
  290         .0290 1.101201E+01 1.095674E+01 1.095572E+01 1.095650E+01 1.095669E+01
  291         .0291 1.101557E+01 1.096113E+01 1.096014E+01 1.096091E+01 1.096110E+01
  292         .0292 1.101907E+01 1.096546E+01 1.096449E+01 1.096525E+01 1.096543E+01
  293         .0293 1.102252E+01 1.096971E+01 1.096876E+01 1.096952E+01 1.096970E+01
  294         .0294 1.102593E+01 1.097389E+01 1.097297E+01 1.097372E+01 1.097390E+01
  295         .0295 1.102928E+01 1.097801E+01 1.097711E+01 1.097785E+01 1.097802E+01
  296         .0296 1.103259E+01 1.098205E+01 1.098118E+01 1.098191E+01 1.098208E+01
  297         .0297 1.103586E+01 1.098603E+01 1.098518E+01 1.098590E+01 1.098607E+01
