// table produced by Bill Love 232/112/19994 
//  R3452_1_bight2.root  sector 14 , invp cut at 0.2 
// zrange -185.0 to -175.0  n= 14093 mean   -179.548 rms   59.656 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  20,   6,   3,   1168,  353.678,  0.255,  -0.0033,  0.0035,  171.585,  0.018,  -96.830,  0.122,  -91.448,  0.216 },
{  20,   7,   3,    685,   11.080,  0.404,  -0.0068,  0.0018,  171.608,  0.042,  -96.761,  0.214,  -91.738,  0.200 },
//     mean xls   171.5961 mean yls   -96.7612 mean zls   -91.5331 

// zrange  -64.0 to  -58.0  n= 10662 mean    -60.732 rms   59.656 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  20,   1,   2,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  20,   2,   2,    115,  306.847,  0.221,   0.0032,  0.0031,  172.248,  0.115,  -96.394,  0.085,  -60.777,  0.218 },
{  20,   3,   2,   1151,  315.096,  0.250,   0.0196,  0.0016,  172.479,  0.186,  -96.189,  0.158,  -60.470,  0.193 },
{  20,   4,   2,   2135,  330.560,  0.174,   0.0265,  0.0017,  172.310,  0.192,  -96.383,  0.322,  -60.551,  0.253 },
{  20,   5,   2,   1993,  345.665,  0.158,   0.0305,  0.0005,  172.323,  0.047,  -96.415,  0.134,  -60.544,  0.177 },
{  20,   6,   2,   1885,   12.459,  0.084,   0.0329,  0.0005,  172.377,  0.026,  -96.456,  0.119,  -60.731,  0.178 },
{  20,   7,   2,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
//     mean xls   172.3564 mean yls   -96.3802 mean zls   -60.5864 

// zrange  -38.0 to  -30.0  n= 6244 mean    -33.237 rms   59.656 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  20,   1,   1,    521,  309.260,  0.238,  -0.0111,  0.0024,  172.113,  0.112,  -96.651,  0.090,  -33.469,  0.176 },
{  20,   2,   1,   1552,  320.099,  0.382,  -0.0152,  0.0015,  172.039,  0.135,  -96.738,  0.158,  -33.159,  0.188 },
{  20,   3,   1,   1348,  329.886,  0.353,  -0.0216,  0.0026,  172.176,  0.264,  -96.536,  0.454,  -33.102,  0.321 },
{  20,   4,   1,   1926,  345.938,  0.220,  -0.0199,  0.0007,  172.096,  0.038,  -96.728,  0.115,  -33.195,  0.181 },
{  20,   5,   1,      7,    2.997,  0.275,  -0.0187,  0.0013,  172.129,  0.008,  -96.934,  0.238,  -32.921,  0.202 },
{  20,   6,   1,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  20,   7,   1,    256,   24.854,  0.569,  -0.0148,  0.0048,  172.278,  0.061,  -96.998,  0.136,  -33.358,  0.252 },
//     mean xls   172.1092 mean yls   -96.6902 mean zls   -33.1952 

//  R3452_1_bight2.root  sector 24 , invp cut at 0.2 
// zrange -185.0 to -175.0  n= 16128 mean   -179.532 rms   59.656 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   6,   1396,   41.487,  0.427,   0.0145,  0.0009,   -2.862,  0.090,  196.777,  0.099, -179.488,  0.175 },
{  24,   2,   6,   1785,   65.883,  0.183,   0.0329,  0.0013,   -2.696,  0.142,  196.623,  0.069, -179.285,  0.188 },
{  24,   3,   6,   2001,   73.983,  0.125,   0.0387,  0.0004,   -2.760,  0.098,  196.653,  0.081, -179.289,  0.174 },
{  24,   4,   6,   2001,   89.019,  0.048,   0.0450,  0.0003,   -2.718,  0.043,  196.646,  0.002, -179.432,  0.172 },
{  24,   5,   6,   1785,  105.382,  0.314,   0.0560,  0.0017,   -2.751,  0.094,  196.645,  0.034, -179.328,  0.175 },
{  24,   6,   6,   1977,  132.204,  0.262,   0.0517,  0.0007,   -2.677,  0.212,  196.706,  0.234, -179.523,  0.182 },
{  24,   7,   6,     40,  152.151,  0.418,   0.0445,  0.0032,   -2.825,  0.147,  196.491,  0.284, -179.850,  0.171 },
//     mean xls    -2.7387 mean yls   196.6704 mean zls  -179.3903 

// zrange -155.0 to -148.0  n= 15944 mean   -152.061 rms   59.656 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   5,    541,   51.490,  0.243,   0.0126,  0.0015,   -2.458,  0.507,  196.706,  0.394, -152.221,  0.227 },
{  24,   2,   5,   1600,   63.667,  0.212,   0.0167,  0.0014,   -2.343,  0.112,  196.605,  0.057, -151.976,  0.190 },
{  24,   3,   5,   1996,   72.437,  0.194,   0.0225,  0.0005,   -2.422,  0.154,  196.617,  0.114, -151.938,  0.178 },
{  24,   4,   5,    947,   87.484,  0.381,   0.0227,  0.0006,   -2.107,  0.226,  196.571,  0.008, -152.409,  0.173 },
{  24,   5,   5,   1575,  108.506,  0.455,   0.0242,  0.0005,   -2.128,  0.643,  196.619,  0.214, -152.107,  0.165 },
{  24,   6,   5,      8,  112.862,  0.515,   0.0246,  0.0008,   -2.455,  0.120,  196.503,  0.052, -152.195,  0.113 },
{  24,   7,   5,    377,  128.567,  0.791,   0.0208,  0.0010,   -2.055,  0.381,  196.753,  0.293, -152.508,  0.189 },
//     mean xls    -2.2790 mean yls   196.6223 mean zls  -152.1003 

// zrange -125.0 to -115.0  n= 0 mean      0.000 rms   59.656 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   4,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  24,   2,   4,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  24,   3,   4,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  24,   4,   4,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  24,   5,   4,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  24,   6,   4,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  24,   7,   4,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
//     mean xls        NaN mean yls        NaN mean zls        NaN 

// zrange  -97.0 to  -87.0  n= 12632 mean    -91.556 rms   59.656 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   3,    976,   51.697,  0.217,   0.0066,  0.0007,   -2.323,  0.111,  197.234,  0.086,  -91.744,  0.184 },
{  24,   2,   3,   1571,   62.775,  0.237,   0.0081,  0.0006,   -2.122,  0.177,  197.062,  0.091,  -91.484,  0.175 },
{  24,   3,   3,   2001,   72.419,  0.234,   0.0061,  0.0004,   -2.164,  0.184,  197.068,  0.256,  -91.357,  0.177 },
{  24,   4,   3,   1218,   88.757,  0.472,   0.0009,  0.0008,   -2.027,  0.222,  197.025,  0.009,  -91.651,  0.182 },
{  24,   5,   3,    966,  106.145,  0.332,  -0.0011,  0.0022,   -1.919,  0.323,  197.063,  0.092,  -91.271,  0.240 },
{  24,   6,   3,      5,  112.287,  0.372,  -0.0041,  0.0021,   -1.962,  0.257,  197.062,  0.102,  -91.328,  0.178 },
{  24,   7,   3,   1888,  127.250,  0.359,  -0.0113,  0.0010,   -1.955,  0.102,  197.101,  0.076,  -91.813,  0.176 },
//     mean xls    -2.0818 mean yls   197.0862 mean zls   -91.5557 

// zrange  -64.0 to  -58.0  n= 1510 mean    -60.822 rms   59.656 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   2,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  24,   2,   2,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  24,   3,   2,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  24,   4,   2,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  24,   5,   2,      7,  106.568,  0.711,   0.0185,  0.0020,   -2.694,  0.227,  197.408,  0.068,  -60.472,  0.142 },
{  24,   6,   2,   1502,  129.973,  0.255,   0.0222,  0.0025,   -2.446,  0.266,  197.638,  0.220,  -60.824,  0.261 },
{  24,   7,   2,      1,  153.464, -0.000,   0.0312, -0.0000,   -2.623, -0.000,  197.629, -0.000,  -60.801, -0.000 },
//     mean xls    -2.4473 mean yls   197.6374 mean zls   -60.8221 

// zrange  -38.0 to  -30.0  n= 15780 mean    -33.070 rms   59.656 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   1,   1039,   52.096,  0.284,  -0.0304,  0.0014,   -2.322,  0.169,  197.445,  0.130,  -33.358,  0.211 },
{  24,   2,   1,   1141,   64.666,  0.192,  -0.0318,  0.0013,   -2.025,  0.156,  197.276,  0.077,  -32.999,  0.195 },
{  24,   3,   1,   2000,   73.227,  0.203,  -0.0336,  0.0003,   -2.368,  0.193,  197.422,  0.066,  -33.018,  0.175 },
{  24,   4,   1,   1135,   88.513,  0.445,  -0.0341,  0.0016,   -2.091,  0.364,  197.381,  0.012,  -33.280,  0.189 },
{  24,   5,   1,   1990,  107.571,  0.320,  -0.0323,  0.0005,   -1.766,  0.145,  197.531,  0.041,  -33.098,  0.180 },
{  24,   6,   1,    345,  111.809,  0.419,  -0.0258,  0.0010,   -2.666,  0.638,  197.199,  0.256,  -33.205,  0.186 },
{  24,   7,   1,   1037,  127.358,  0.439,  -0.0222,  0.0009,   -2.260,  0.114,  197.376,  0.088,  -33.480,  0.170 },
//     mean xls    -2.1422 mean yls   197.4109 mean zls   -33.1712 

