// table produced by Bill Love 31/ 1/2000 
//  R351027_2chopb.root  sector 14 , invp cut at 0.1 
// zrange -185.0 to -175.0  n= 3281 mean   -179.168 rms   61.932 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  20,   5,   3,     87,  349.214,  0.448,  -0.0032,  0.0024,  171.590,  0.086,  -96.727,  0.458,  -90.473,  0.220 },
{  20,   6,   3,    533,  353.694,  0.331,  -0.0033,  0.0006,  171.586,  0.020,  -96.820,  0.137,  -90.539,  0.171 },
{  20,   7,   3,    575,   11.037,  0.347,  -0.0067,  0.0005,  171.627,  0.041,  -96.858,  0.206,  -90.805,  0.173 },
//     mean xls   171.6606 mean yls   -96.7097 mean zls   -90.7220 

// zrange  -64.0 to  -58.0  n= 3876 mean    -59.612 rms   61.932 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  20,   1,   2,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  20,   2,   2,    595,  306.765,  0.328,   0.0063,  0.0005,  172.403,  0.269,  -96.271,  0.203,  -59.559,  0.172 },
{  20,   3,   2,    597,  315.071,  0.214,   0.0170,  0.0008,  172.330,  0.072,  -96.338,  0.072,  -59.515,  0.170 },
{  20,   4,   2,    592,  330.547,  0.237,   0.0262,  0.0008,  172.360,  0.058,  -96.299,  0.104,  -59.539,  0.172 },
{  20,   5,   2,    600,  345.810,  0.176,   0.0306,  0.0003,  172.324,  0.030,  -96.412,  0.104,  -59.445,  0.167 },
{  20,   6,   2,    550,   12.607,  0.412,   0.0322,  0.0005,  172.377,  0.068,  -96.474,  0.316,  -59.728,  0.168 },
{  20,   7,   2,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
//     mean xls   172.3583 mean yls   -96.3570 mean zls   -59.5545 

// zrange  -38.0 to  -30.0  n= 3410 mean    -31.924 rms   61.932 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  20,   1,   1,    600,  309.382,  0.253,  -0.0106,  0.0003,  172.228,  0.167,  -96.562,  0.058,  -32.154,  0.165 },
{  20,   2,   1,    600,  319.850,  0.280,  -0.0154,  0.0011,  172.219,  0.067,  -96.527,  0.081,  -31.882,  0.180 },
{  20,   3,   1,    593,  329.853,  0.300,  -0.0210,  0.0006,  172.117,  0.071,  -96.648,  0.123,  -31.692,  0.174 },
{  20,   4,   1,    596,  346.215,  0.267,  -0.0208,  0.0003,  172.080,  0.029,  -96.795,  0.116,  -31.939,  0.168 },
{  20,   5,   1,    459,    2.937,  0.484,  -0.0196,  0.0006,  172.119,  0.010,  -96.721,  0.198,  -31.807,  0.169 },
{  20,   6,   1,    257,    8.838,  0.418,  -0.0182,  0.0013,  172.129,  0.048,  -96.743,  0.310,  -31.817,  0.185 },
{  20,   7,   1,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
//     mean xls   172.1523 mean yls   -96.6548 mean zls   -31.8928 

//  R351027_2chopb.root  sector 22 , invp cut at 0.1 
// zrange -185.0 to -175.0  n= 5754 mean   -179.274 rms   61.932 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  22,   1,   6,    510,  343.365,  0.398,  -0.0569,  0.0012,  168.974,  0.068,  100.930,  0.239, -179.391,  0.174 },
{  22,   2,   6,    599,    6.510,  0.063,  -0.0544,  0.0001,  168.901,  0.009,  100.739,  0.082, -179.248,  0.167 },
{  22,   3,   6,    600,   15.231,  0.072,  -0.0443,  0.0001,  168.901,  0.201,  100.675,  0.197, -179.029,  0.167 },
{  22,   4,   6,    600,   29.583,  0.036,  -0.0364,  0.0001,  168.907,  0.010,  100.691,  0.016, -179.191,  0.168 },
{  22,   5,   6,    600,   45.223,  0.060,  -0.0304,  0.0002,  168.957,  0.030,  100.645,  0.033, -179.031,  0.168 },
{  22,   6,   6,    529,   71.319,  0.371,  -0.0094,  0.0004,  169.026,  0.244,  100.650,  0.087, -179.343,  0.168 },
{  22,   7,   6,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
//     mean xls   168.9418 mean yls   100.7177 mean zls  -179.1978 

// zrange -155.0 to -148.0  n= 0 mean      0.000 rms   61.932 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  22,   1,   5,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  22,   2,   5,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  22,   3,   5,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  22,   4,   5,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  22,   5,   5,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  22,   6,   5,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  22,   7,   5,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
//     mean xls        NaN mean yls        NaN mean zls        NaN 

// zrange -125.0 to -115.0  n= 4249 mean   -120.676 rms   61.932 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  22,   1,   4,     90,  344.971,  0.473,  -0.0097,  0.0064,  169.185,  0.078,  101.263,  0.303, -120.761,  0.276 },
{  22,   2,   4,    597,    5.843,  0.236,  -0.0139,  0.0005,  169.120,  0.029,  101.219,  0.177, -120.555,  0.174 },
{  22,   3,   4,    600,   14.574,  0.125,  -0.0081,  0.0003,  169.128,  0.025,  101.101,  0.090, -120.449,  0.172 },
{  22,   4,   4,    600,   29.603,  0.089,  -0.0059,  0.0003,  169.090,  0.019,  101.147,  0.033, -120.545,  0.167 },
{  22,   5,   4,    600,   44.765,  0.096,  -0.0045,  0.0002,  169.180,  0.026,  101.023,  0.027, -120.341,  0.168 },
{  22,   6,   4,    589,   70.926,  0.387,  -0.0073,  0.0003,  169.284,  0.214,  101.015,  0.075, -120.583,  0.166 },
{  22,   7,   4,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
//     mean xls   169.1608 mean yls   101.1061 mean zls  -120.5021 

// zrange  -97.0 to  -87.0  n= 3537 mean    -90.810 rms   61.932 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  22,   1,   3,    445,  352.286,  0.481,  -0.0273,  0.0017,  169.574,  0.033,  100.360,  0.249,  -90.999,  0.178 },
{  22,   2,   3,    392,    5.622,  0.508,  -0.0302,  0.0016,  169.552,  0.023,  100.406,  0.230,  -90.807,  0.190 },
{  22,   3,   3,    551,   13.314,  0.479,  -0.0313,  0.0016,  169.548,  0.042,  100.352,  0.175,  -90.619,  0.180 },
{  22,   4,   3,    600,   29.234,  0.238,  -0.0341,  0.0008,  169.546,  0.054,  100.316,  0.096,  -90.655,  0.169 },
{  22,   5,   3,     67,   48.190,  0.428,  -0.0372,  0.0035,  169.642,  0.336,  100.208,  0.305,  -90.558,  0.285 },
{  22,   6,   3,    562,   52.387,  0.246,  -0.0364,  0.0004,  169.601,  0.107,  100.254,  0.082,  -90.693,  0.167 },
{  22,   7,   3,    557,   69.481,  0.397,  -0.0324,  0.0008,  169.697,  0.235,  100.230,  0.090,  -90.815,  0.173 },
//     mean xls   169.5894 mean yls   100.3115 mean zls   -90.7484 

// zrange  -64.0 to  -58.0  n= 4303 mean    -59.648 rms   61.932 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  22,   1,   2,    219,  341.996,  0.512,  -0.0058,  0.0015,  169.663,  0.082,  101.284,  0.257,  -59.689,  0.182 },
{  22,   2,   2,    598,    7.849,  0.218,   0.0140,  0.0003,  169.572,  0.019,  101.229,  0.117,  -59.557,  0.167 },
{  22,   3,   2,    582,   15.402,  0.428,   0.0211,  0.0009,  169.559,  0.040,  101.190,  0.140,  -59.312,  0.181 },
{  22,   4,   2,    600,   29.623,  0.109,   0.0270,  0.0002,  169.553,  0.025,  101.139,  0.043,  -59.572,  0.167 },
{  22,   5,   2,    598,   44.772,  0.153,   0.0358,  0.0003,  169.620,  0.043,  101.039,  0.044,  -59.395,  0.169 },
{  22,   6,   2,    566,   72.113,  0.311,   0.0413,  0.0003,  169.628,  0.191,  101.054,  0.061,  -59.698,  0.166 },
{  22,   7,   2,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
//     mean xls   169.5915 mean yls   101.1415 mean zls   -59.5184 

// zrange  -38.0 to  -30.0  n= 5795 mean    -32.237 rms   61.932 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  22,   1,   1,    496,  350.417,  0.431,   0.0173,  0.0012,  169.843,  0.038,  100.873,  0.236,  -32.303,  0.192 },
{  22,   2,   1,    558,    4.254,  0.406,   0.0254,  0.0007,  169.794,  0.015,  100.911,  0.169,  -32.108,  0.176 },
{  22,   3,   1,    597,   14.871,  0.217,   0.0304,  0.0004,  169.793,  0.026,  100.755,  0.095,  -31.919,  0.168 },
{  22,   4,   1,    600,   29.103,  0.109,   0.0281,  0.0002,  169.755,  0.028,  100.784,  0.050,  -32.018,  0.166 },
{  22,   5,   1,    590,   45.909,  0.292,   0.0304,  0.0004,  169.785,  0.074,  100.708,  0.066,  -31.874,  0.170 },
{  22,   6,   1,    449,   53.131,  0.312,   0.0283,  0.0008,  169.872,  0.231,  100.635,  0.176,  -31.972,  0.174 },
{  22,   7,   1,    589,   70.229,  0.341,   0.0227,  0.0003,  169.935,  0.213,  100.636,  0.078,  -32.218,  0.167 },
//     mean xls   169.8232 mean yls   100.7578 mean zls   -32.0553 

//  R351027_2chopb.root  sector 24 , invp cut at 0.1 
// zrange -185.0 to -175.0  n= 4023 mean   -179.207 rms   61.932 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   6,    434,   41.636,  0.445,   0.0132,  0.0007,   -2.845,  0.201,  196.755,  0.223, -179.379,  0.163 },
{  24,   2,   6,    600,   65.739,  0.126,   0.0320,  0.0010,   -2.825,  0.091,  196.683,  0.039, -179.186,  0.169 },
{  24,   3,   6,    600,   73.926,  0.028,   0.0396,  0.0001,   -2.826,  0.771,  196.664,  0.202, -179.028,  0.166 },
{  24,   4,   6,    598,   88.950,  0.019,   0.0463,  0.0001,   -2.786,  0.270,  196.648,  0.004, -179.138,  0.167 },
{  24,   5,   6,    600,  105.472,  0.059,   0.0576,  0.0001,   -2.735,  0.048,  196.649,  0.030, -179.026,  0.167 },
{  24,   6,   6,    590,  132.082,  0.369,   0.0522,  0.0004,   -2.736,  0.163,  196.653,  0.146, -179.294,  0.172 },
{  24,   7,   6,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
//     mean xls    -2.7898 mean yls   196.6713 mean zls  -179.1651 

// zrange -155.0 to -148.0  n= 6822 mean   -151.676 rms   61.932 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   5,    524,   51.251,  0.256,   0.0120,  0.0010,   -2.499,  0.143,  196.744,  0.113, -151.819,  0.171 },
{  24,   2,   5,    455,   63.251,  0.337,   0.0201,  0.0023,   -2.473,  0.105,  196.669,  0.051, -151.416,  0.200 },
{  24,   3,   5,    600,   72.397,  0.100,   0.0235,  0.0001,   -2.379,  0.124,  196.606,  0.039, -151.430,  0.166 },
{  24,   4,   5,    600,   88.415,  0.057,   0.0250,  0.0002,   -2.313,  0.060,  196.578,  0.002, -151.575,  0.168 },
{  24,   5,   5,    600,  108.245,  0.095,   0.0263,  0.0004,   -2.205,  0.092,  196.602,  0.039, -151.446,  0.178 },
{  24,   6,   5,    582,  112.817,  0.157,   0.0279,  0.0010,   -2.248,  0.177,  196.592,  0.074, -151.532,  0.177 },
{  24,   7,   5,    599,  128.740,  0.333,   0.0232,  0.0003,   -2.162,  0.147,  196.672,  0.119, -151.767,  0.167 },
//     mean xls    -2.3172 mean yls   196.6347 mean zls  -151.5702 

// zrange -125.0 to -115.0  n= 4241 mean   -120.474 rms   61.932 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   4,      1,   38.139, -0.000,  -0.0094, -0.0000,   -2.698, -0.000,  196.642, -0.000, -120.587, -0.000 },
{  24,   2,   4,    585,   60.590,  0.268,  -0.0034,  0.0004,   -3.115,  0.095,  197.091,  0.053, -120.401,  0.169 },
{  24,   3,   4,    600,   74.824,  0.105,   0.0023,  0.0002,   -3.013,  0.062,  197.020,  0.016, -120.195,  0.166 },
{  24,   4,   4,    600,   88.877,  0.043,   0.0071,  0.0001,   -2.974,  0.071,  197.007,  0.004, -120.475,  0.167 },
{  24,   5,   4,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  24,   6,   4,    541,  131.741,  0.434,   0.0169,  0.0012,   -3.016,  0.159,  196.957,  0.141, -120.516,  0.169 },
{  24,   7,   4,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
//     mean xls    -3.0293 mean yls   197.0198 mean zls  -120.3937 

// zrange  -97.0 to  -87.0  n= 4729 mean    -90.658 rms   61.932 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   3,    538,   51.870,  0.319,   0.0068,  0.0008,   -2.239,  0.168,  197.170,  0.129,  -90.872,  0.169 },
{  24,   2,   3,    545,   62.351,  0.376,   0.0088,  0.0007,   -2.300,  0.128,  197.154,  0.065,  -90.645,  0.178 },
{  24,   3,   3,    498,   72.468,  0.474,   0.0075,  0.0013,   -2.104,  0.171,  197.042,  0.054,  -90.494,  0.183 },
{  24,   4,   3,    599,   88.287,  0.157,   0.0020,  0.0007,   -2.101,  0.071,  197.028,  0.002,  -90.616,  0.171 },
{  24,   5,   3,    508,  106.234,  0.432,   0.0006,  0.0009,   -1.990,  0.220,  197.044,  0.063,  -90.306,  0.181 },
{  24,   6,   3,    598,  111.970,  0.221,  -0.0054,  0.0003,   -1.951,  0.095,  197.068,  0.037,  -90.510,  0.169 },
{  24,   7,   3,    580,  127.282,  0.393,  -0.0085,  0.0004,   -1.928,  0.154,  197.121,  0.116,  -90.789,  0.167 },
//     mean xls    -2.0849 mean yls   197.0894 mean zls   -90.6087 

// zrange  -64.0 to  -58.0  n= 4498 mean    -59.497 rms   61.932 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   2,      1,   40.122, -0.000,  -0.0224, -0.0000,   -2.793, -0.000,  197.463, -0.000,  -59.605, -0.000 },
{  24,   2,   2,    520,   67.996,  0.351,  -0.0046,  0.0011,   -2.719,  0.147,  197.388,  0.061,  -59.317,  0.177 },
{  24,   3,   2,    600,   75.615,  0.188,   0.0060,  0.0004,   -2.708,  0.097,  197.389,  0.025,  -59.278,  0.172 },
{  24,   4,   2,    600,   88.821,  0.125,   0.0131,  0.0002,   -2.754,  0.064,  197.397,  0.004,  -59.497,  0.166 },
{  24,   5,   2,    600,  106.272,  0.230,   0.0228,  0.0004,   -2.689,  0.095,  197.411,  0.027,  -59.285,  0.167 },
{  24,   6,   2,    572,  129.834,  0.314,   0.0246,  0.0003,   -2.895,  0.137,  197.261,  0.119,  -59.629,  0.167 },
{  24,   7,   2,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
//     mean xls    -2.7526 mean yls   197.3698 mean zls   -59.4016 

// zrange  -38.0 to  -30.0  n= 5577 mean    -32.033 rms   61.932 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   1,    558,   51.912,  0.328,  -0.0300,  0.0010,   -2.407,  0.131,  197.510,  0.101,  -32.129,  0.171 },
{  24,   2,   1,    554,   64.269,  0.286,  -0.0338,  0.0007,   -2.507,  0.112,  197.508,  0.086,  -31.933,  0.169 },
{  24,   3,   1,    600,   73.082,  0.198,  -0.0324,  0.0002,   -2.347,  0.097,  197.417,  0.029,  -31.685,  0.166 },
{  24,   4,   1,    600,   88.321,  0.116,  -0.0337,  0.0002,   -2.255,  0.064,  197.387,  0.002,  -31.909,  0.166 },
{  24,   5,   1,    365,  107.469,  0.424,  -0.0294,  0.0013,   -2.124,  0.331,  197.421,  0.102,  -31.635,  0.189 },
{  24,   6,   1,    301,  112.190,  0.296,  -0.0247,  0.0006,   -2.099,  0.409,  197.442,  0.163,  -31.878,  0.175 },
{  24,   7,   1,    550,  127.436,  0.463,  -0.0210,  0.0005,   -2.253,  0.187,  197.380,  0.143,  -32.174,  0.169 },
//     mean xls    -2.3071 mean yls   197.4379 mean zls   -31.9198 

