// table produced by Bill Love  7/ 1/2000 
//  R351027_1g.root  sector 14 , invp cut at 0.1 
// zrange -185.0 to -175.0  n= 3605 mean   -179.227 rms   61.586 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  20,   3,   3,    242,  313.280,  0.345,   0.0016,  0.0014,  171.764,  0.170,  -96.547,  0.165,  -90.601,  0.196 },
{  20,   4,   3,    500,  329.937,  0.073,  -0.0059,  0.0002,  171.584,  0.040,  -96.734,  0.056,  -90.640,  0.168 },
{  20,   5,   3,     60,  349.169,  0.400,  -0.0027,  0.0018,  171.592,  0.082,  -96.719,  0.439,  -90.446,  0.222 },
{  20,   6,   3,    489,  353.964,  0.392,  -0.0040,  0.0011,  171.602,  0.013,  -96.680,  0.101,  -90.582,  0.173 },
{  20,   7,   3,    500,   10.983,  0.118,  -0.0068,  0.0003,  171.628,  0.024,  -96.852,  0.083,  -90.823,  0.168 },
//     mean xls   171.6201 mean yls   -96.7265 mean zls   -90.7479 

// zrange  -64.0 to  -58.0  n= 3367 mean    -59.673 rms   61.586 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  20,   1,   2,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  20,   2,   2,    472,  306.946,  0.363,   0.0057,  0.0007,  172.302,  0.217,  -96.353,  0.161,  -59.604,  0.172 },
{  20,   3,   2,    100,  314.647,  0.152,   0.0159,  0.0005,  172.560,  0.088,  -96.102,  0.091,  -59.586,  0.172 },
{  20,   4,   2,    483,  330.677,  0.179,   0.0265,  0.0007,  172.304,  0.072,  -96.395,  0.120,  -59.524,  0.167 },
{  20,   5,   2,    500,  345.641,  0.135,   0.0306,  0.0003,  172.353,  0.017,  -96.297,  0.066,  -59.456,  0.168 },
{  20,   6,   2,    498,   12.545,  0.184,   0.0326,  0.0002,  172.382,  0.017,  -96.479,  0.076,  -59.707,  0.167 },
{  20,   7,   2,      2,   33.568,  0.208,   0.0417,  0.0002,  172.472,  0.105,  -96.507,  0.156,  -59.824,  0.033 },
//     mean xls   172.3470 mean yls   -96.3675 mean zls   -59.5733 

// zrange  -38.0 to  -30.0  n= 2859 mean    -31.997 rms   61.586 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  20,   1,   1,    454,  309.779,  0.191,  -0.0112,  0.0002,  171.973,  0.081,  -96.764,  0.064,  -32.204,  0.165 },
{  20,   2,   1,    263,  319.596,  0.234,  -0.0162,  0.0007,  172.398,  0.107,  -96.306,  0.133,  -31.971,  0.178 },
{  20,   3,   1,    499,  329.736,  0.207,  -0.0213,  0.0005,  172.214,  0.056,  -96.479,  0.100,  -31.735,  0.171 },
{  20,   4,   1,    497,  345.997,  0.193,  -0.0207,  0.0003,  172.113,  0.027,  -96.663,  0.107,  -31.942,  0.169 },
{  20,   5,   1,    104,    3.421,  0.172,  -0.0200,  0.0004,  172.142,  0.003,  -97.419,  0.163,  -31.846,  0.165 },
{  20,   6,   1,    364,    8.630,  0.243,  -0.0181,  0.0017,  172.052,  0.039,  -96.267,  0.211,  -31.807,  0.189 },
{  20,   7,   1,    283,   25.296,  0.615,  -0.0178,  0.0015,  172.231,  0.073,  -96.899,  0.161,  -32.200,  0.172 },
//     mean xls   172.1439 mean yls   -96.6068 mean zls   -31.9574 

//  R351027_1g.root  sector 22 , invp cut at 0.1 
// zrange -185.0 to -175.0  n= 5484 mean   -179.295 rms   61.586 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  22,   1,   6,    498,  343.590,  0.208,  -0.0568,  0.0006,  168.923,  0.015,  100.746,  0.049, -179.407,  0.170 },
{  22,   2,   6,    500,    6.481,  0.050,  -0.0547,  0.0001,  168.898,  0.006,  100.774,  0.050, -179.268,  0.167 },
{  22,   3,   6,    397,   14.794,  0.127,  -0.0439,  0.0002,  168.795,  0.026,  101.080,  0.087, -178.994,  0.169 },
{  22,   4,   6,    500,   29.538,  0.041,  -0.0366,  0.0001,  168.891,  0.010,  100.722,  0.015, -179.217,  0.166 },
{  22,   5,   6,    500,   45.135,  0.064,  -0.0312,  0.0003,  168.908,  0.018,  100.692,  0.019, -179.093,  0.168 },
{  22,   6,   6,    499,   71.236,  0.132,  -0.0091,  0.0003,  168.971,  0.058,  100.672,  0.018, -179.315,  0.165 },
{  22,   7,   6,    402,   91.097,  0.357,   0.0123,  0.0024,  168.971,  0.059,  100.694,  0.001, -179.460,  0.185 },
//     mean xls   168.9098 mean yls   100.7612 mean zls  -179.2522 

// zrange -155.0 to -148.0  n= 0 mean      0.000 rms   61.586 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  22,   1,   5,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  22,   2,   5,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  22,   3,   5,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  22,   4,   5,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  22,   5,   5,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  22,   6,   5,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  22,   7,   5,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
//     mean xls        NaN mean yls        NaN mean zls        NaN 

// zrange -125.0 to -115.0  n= 4224 mean   -120.717 rms   61.586 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  22,   1,   4,    437,  344.970,  0.237,  -0.0122,  0.0010,  169.163,  0.017,  101.166,  0.064, -120.927,  0.174 },
{  22,   2,   4,    487,    6.030,  0.165,  -0.0133,  0.0005,  169.142,  0.008,  101.006,  0.083, -120.507,  0.173 },
{  22,   3,   4,    500,   14.424,  0.107,  -0.0082,  0.0003,  169.088,  0.020,  101.248,  0.075, -120.458,  0.170 },
{  22,   4,   4,    500,   29.786,  0.048,  -0.0061,  0.0002,  169.179,  0.020,  100.990,  0.031, -120.563,  0.168 },
{  22,   5,   4,    500,   44.786,  0.058,  -0.0058,  0.0002,  169.191,  0.013,  101.012,  0.013, -120.427,  0.168 },
{  22,   6,   4,    500,   70.914,  0.097,  -0.0073,  0.0001,  169.230,  0.131,  101.040,  0.047, -120.589,  0.165 },
{  22,   7,   4,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
//     mean xls   169.1657 mean yls   101.0754 mean zls  -120.5712 

// zrange  -97.0 to  -87.0  n= 3364 mean    -90.827 rms   61.586 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  22,   1,   3,    488,  352.282,  0.278,  -0.0273,  0.0010,  169.567,  0.020,  100.292,  0.143,  -90.989,  0.175 },
{  22,   2,   3,    177,    5.489,  0.386,  -0.0300,  0.0017,  169.555,  0.027,  100.371,  0.285,  -90.806,  0.183 },
{  22,   3,   3,    249,   12.906,  0.387,  -0.0318,  0.0010,  169.445,  0.077,  100.762,  0.294,  -90.635,  0.178 },
{  22,   4,   3,    500,   29.189,  0.208,  -0.0343,  0.0007,  169.524,  0.066,  100.355,  0.116,  -90.681,  0.166 },
{  22,   5,   3,     69,   48.150,  0.473,  -0.0378,  0.0037,  169.667,  0.383,  100.183,  0.346,  -90.588,  0.280 },
{  22,   6,   3,    495,   52.604,  0.271,  -0.0370,  0.0003,  169.497,  0.055,  100.334,  0.041,  -90.735,  0.168 },
{  22,   7,   3,    499,   69.376,  0.095,  -0.0320,  0.0003,  169.624,  0.050,  100.260,  0.019,  -90.797,  0.166 },
//     mean xls   169.5454 mean yls   100.3568 mean zls   -90.7777 

// zrange  -64.0 to  -58.0  n= 3629 mean    -59.699 rms   61.586 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  22,   1,   2,    467,  341.701,  0.219,  -0.0061,  0.0005,  169.674,  0.018,  101.311,  0.058,  -59.754,  0.166 },
{  22,   2,   2,    415,    8.245,  0.278,   0.0139,  0.0004,  169.617,  0.034,  100.896,  0.262,  -59.568,  0.165 },
{  22,   3,   2,    437,   15.094,  0.253,   0.0210,  0.0008,  169.437,  0.072,  101.603,  0.235,  -59.338,  0.179 },
{  22,   4,   2,    495,   29.806,  0.128,   0.0268,  0.0002,  169.635,  0.056,  100.995,  0.096,  -59.597,  0.166 },
{  22,   5,   2,    500,   44.803,  0.195,   0.0343,  0.0004,  169.625,  0.093,  101.035,  0.094,  -59.494,  0.171 },
{  22,   6,   2,    500,   72.196,  0.159,   0.0417,  0.0001,  169.694,  0.073,  101.034,  0.024,  -59.681,  0.167 },
{  22,   7,   2,      3,   93.101,  0.499,   0.0407,  0.0045,  169.580,  0.069,  101.065,  0.003,  -60.053,  0.092 },
//     mean xls   169.6168 mean yls   101.1412 mean zls   -59.5757 

// zrange  -38.0 to  -30.0  n= 4919 mean    -32.298 rms   61.586 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  22,   1,   1,    497,  350.582,  0.168,   0.0181,  0.0006,  169.811,  0.020,  100.672,  0.102,  -32.256,  0.171 },
{  22,   2,   1,    439,    4.602,  0.274,   0.0260,  0.0006,  169.815,  0.009,  100.642,  0.133,  -32.065,  0.171 },
{  22,   3,   1,    500,   14.880,  0.292,   0.0303,  0.0004,  169.798,  0.038,  100.735,  0.144,  -31.932,  0.168 },
{  22,   4,   1,    500,   29.143,  0.148,   0.0277,  0.0002,  169.758,  0.063,  100.778,  0.108,  -32.063,  0.165 },
{  22,   5,   1,    405,   46.302,  0.310,   0.0293,  0.0006,  170.035,  0.177,  100.459,  0.175,  -31.944,  0.173 },
{  22,   6,   1,    279,   52.963,  0.299,   0.0281,  0.0008,  169.638,  0.239,  100.806,  0.177,  -31.992,  0.178 },
{  22,   7,   1,    499,   70.268,  0.133,   0.0229,  0.0002,  169.915,  0.053,  100.645,  0.021,  -32.210,  0.166 },
//     mean xls   169.8313 mean yls   100.6749 mean zls   -32.0749 

//  R351027_1g.root  sector 24 , invp cut at 0.1 
// zrange -185.0 to -175.0  n= 3860 mean   -179.258 rms   61.586 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   6,    481,   41.616,  0.400,   0.0140,  0.0005,   -2.850,  0.082,  196.762,  0.096, -179.319,  0.168 },
{  24,   2,   6,    493,   65.678,  0.279,   0.0313,  0.0010,   -2.854,  0.095,  196.696,  0.042, -179.212,  0.167 },
{  24,   3,   6,    222,   73.760,  0.061,   0.0390,  0.0002,   -2.933,  0.037,  196.700,  0.010, -179.074,  0.157 },
{  24,   4,   6,    500,   88.899,  0.018,   0.0461,  0.0001,   -2.814,  0.011,  196.648,  0.000, -179.158,  0.165 },
{  24,   5,   6,    500,  105.456,  0.021,   0.0575,  0.0001,   -2.762,  0.268,  196.643,  0.064, -179.033,  0.168 },
{  24,   6,   6,    500,  132.140,  0.161,   0.0523,  0.0002,   -2.712,  0.053,  196.674,  0.048, -179.287,  0.167 },
{  24,   7,   6,    496,  151.822,  0.066,   0.0493,  0.0003,   -2.682,  0.016,  196.763,  0.030, -179.430,  0.165 },
//     mean xls    -2.7893 mean yls   196.6973 mean zls  -179.2275 

// zrange -155.0 to -148.0  n= 5371 mean   -151.792 rms   61.586 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   5,    493,   51.355,  0.105,   0.0123,  0.0007,   -2.442,  0.074,  196.701,  0.058, -151.810,  0.171 },
{  24,   2,   5,    197,   63.443,  0.249,   0.0177,  0.0024,   -2.370,  0.131,  196.620,  0.072, -151.542,  0.194 },
{  24,   3,   5,    492,   72.221,  0.118,   0.0230,  0.0004,   -2.533,  0.115,  196.653,  0.036, -151.474,  0.169 },
{  24,   4,   5,    500,   88.341,  0.105,   0.0249,  0.0003,   -2.382,  0.050,  196.579,  0.001, -151.599,  0.169 },
{  24,   5,   5,    488,  108.517,  0.187,   0.0251,  0.0009,   -1.922,  0.209,  196.691,  0.065, -151.518,  0.165 },
{  24,   6,   5,    479,  112.700,  0.204,   0.0277,  0.0008,   -2.409,  0.234,  196.522,  0.102, -151.546,  0.170 },
{  24,   7,   5,    500,  128.443,  0.175,   0.0230,  0.0006,   -2.290,  0.041,  196.574,  0.034, -151.781,  0.171 },
//     mean xls    -2.3324 mean yls   196.6202 mean zls  -151.6173 

// zrange -125.0 to -115.0  n= 3844 mean   -120.516 rms   61.586 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   4,    461,   36.774,  0.553,  -0.0089,  0.0010,   -3.059,  0.098,  197.132,  0.128, -120.616,  0.171 },
{  24,   2,   4,    475,   60.589,  0.362,  -0.0038,  0.0002,   -3.114,  0.095,  197.091,  0.053, -120.440,  0.167 },
{  24,   3,   4,    500,   74.866,  0.075,   0.0019,  0.0002,   -3.011,  0.085,  197.017,  0.052, -120.237,  0.166 },
{  24,   4,   4,    318,   89.074,  0.145,   0.0073,  0.0002,   -2.724,  0.131,  197.000,  0.005, -120.459,  0.162 },
{  24,   5,   4,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
{  24,   6,   4,    441,  131.226,  0.562,   0.0157,  0.0006,   -2.924,  0.090,  197.040,  0.079, -120.574,  0.165 },
{  24,   7,   4,    186,  150.145,  0.079,   0.0191,  0.0003,   -2.981,  0.020,  196.973,  0.032, -120.665,  0.159 },
//     mean xls    -2.9842 mean yls   197.0525 mean zls  -120.4765 

// zrange  -97.0 to  -87.0  n= 3713 mean    -90.672 rms   61.586 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   3,    332,   51.911,  0.218,   0.0069,  0.0008,   -2.096,  0.215,  197.061,  0.174,  -90.866,  0.190 },
{  24,   2,   3,    407,   61.952,  0.264,   0.0088,  0.0004,   -2.456,  0.133,  197.232,  0.066,  -90.648,  0.172 },
{  24,   3,   3,    415,   72.279,  0.382,   0.0074,  0.0011,   -2.200,  0.167,  197.073,  0.053,  -90.508,  0.183 },
{  24,   4,   3,    499,   88.256,  0.110,   0.0020,  0.0006,   -2.166,  0.064,  197.030,  0.001,  -90.622,  0.171 },
{  24,   5,   3,    394,  106.294,  0.265,   0.0005,  0.0011,   -1.723,  0.248,  197.118,  0.068,  -90.314,  0.186 },
{  24,   6,   3,    497,  111.923,  0.246,  -0.0056,  0.0003,   -2.182,  0.120,  196.973,  0.050,  -90.530,  0.169 },
{  24,   7,   3,    482,  127.367,  0.539,  -0.0090,  0.0003,   -1.918,  0.142,  197.128,  0.106,  -90.834,  0.169 },
//     mean xls    -2.1072 mean yls   197.0841 mean zls   -90.6151 

// zrange  -64.0 to  -58.0  n= 4194 mean    -59.543 rms   61.586 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   2,    171,   39.885,  0.269,  -0.0198,  0.0005,   -2.865,  0.048,  197.549,  0.052,  -59.590,  0.180 },
{  24,   2,   2,    432,   68.093,  0.262,  -0.0050,  0.0008,   -2.477,  0.135,  197.288,  0.057,  -59.366,  0.174 },
{  24,   3,   2,    470,   75.287,  0.208,   0.0057,  0.0004,   -3.010,  0.152,  197.464,  0.037,  -59.315,  0.169 },
{  24,   4,   2,    500,   88.599,  0.254,   0.0128,  0.0002,   -2.917,  0.146,  197.399,  0.002,  -59.534,  0.169 },
{  24,   5,   2,    497,  106.089,  0.216,   0.0227,  0.0003,   -2.783,  0.077,  197.387,  0.042,  -59.300,  0.167 },
{  24,   6,   2,    499,  130.107,  0.101,   0.0246,  0.0002,   -2.677,  0.066,  197.447,  0.054,  -59.630,  0.168 },
{  24,   7,   2,      0,    0.000,  0.000,   0.0000,  0.0000,    0.000,  0.000,    0.000,  0.000,    0.000,  0.000 },
//     mean xls    -2.7840 mean yls   197.4090 mean zls   -59.4428 

// zrange  -38.0 to  -30.0  n= 5063 mean    -32.039 rms   61.586 
//{sec, mir, zbd,  n,     psi,    +-,      tanl,   +-,    xl,      +- ,     yl,      +- ,     zl ,     +-   }, 
{  24,   1,   1,    495,   51.677,  0.147,  -0.0302,  0.0010,   -2.485,  0.095,  197.571,  0.074,  -32.150,  0.201 },
{  24,   2,   1,    483,   64.338,  0.330,  -0.0337,  0.0003,   -2.387,  0.198,  197.454,  0.096,  -31.941,  0.166 },
{  24,   3,   1,    495,   72.666,  0.217,  -0.0327,  0.0003,   -2.674,  0.169,  197.512,  0.048,  -31.719,  0.171 },
{  24,   4,   1,    500,   88.254,  0.064,  -0.0336,  0.0002,   -2.402,  0.040,  197.391,  0.001,  -31.909,  0.166 },
{  24,   5,   1,    194,  107.466,  0.354,  -0.0296,  0.0013,   -1.873,  0.668,  197.492,  0.206,  -31.677,  0.202 },
{  24,   6,   1,    451,  112.213,  0.235,  -0.0251,  0.0002,   -2.370,  0.102,  197.336,  0.043,  -31.926,  0.167 },
{  24,   7,   1,    479,  127.137,  0.492,  -0.0208,  0.0004,   -2.368,  0.124,  197.292,  0.097,  -32.170,  0.170 },
//     mean xls    -2.4133 mean yls   197.4318 mean zls   -31.9505 

