   P10ep1.DAT, CH4    09:39:55   28-May-03 N2=64
  ASSM64.DAT   09:36:46   28-May-03 df/dE for CH4, N2=64                
   10.000   16.043   .00071576   .00066692 Z, A, rho                    
   8.6000  287.800  200.000   first E, K-shell & sbb                    
   64    8.6422   1.01089 1.08304E-02  N2, E(1), um, u                  
   ( SABRAr2.DAT   08:55:52   27-May-03 )                               
  18.00  39.9480  .001782  .001661 Z, A, rho                            
     10.600     248.50    1100.00 first E, L-shell & sbb                
   64   10.6312   1.01089 1.08304E-02  N2, E(2), um, u                  
     .000     .000     .050 df/dE coefficients                          
    J  E(J)[eV]     ep(2,J)      ep(1,J)      df/dE(J)
  341 3.43436E+02  3.24868E-06 -2.9554E-06  2.05767E-02
  342 3.47176E+02  3.16083E-06 -2.9575E-06  2.02385E-02
  343 3.50957E+02  3.07452E-06 -2.9538E-06  1.99002E-02
  344 3.54778E+02  2.99134E-06 -2.9474E-06  1.95729E-02
  345 3.58642E+02  2.90920E-06 -2.9394E-06  1.92421E-02
  346 3.62547E+02  2.82811E-06 -2.9292E-06  1.89100E-02
  347 3.66495E+02  2.74827E-06 -2.9170E-06  1.85754E-02
  348 3.70486E+02  2.66954E-06 -2.9027E-06  1.82402E-02
  349 3.74520E+02  2.59223E-06 -2.8865E-06  1.79044E-02
  350 3.78598E+02  2.51622E-06 -2.8686E-06  1.75688E-02
  351 3.82721E+02  2.44152E-06 -2.8489E-06  1.72336E-02
  352 3.86888E+02  2.36839E-06 -2.8275E-06  1.68987E-02
  353 3.91101E+02  2.29668E-06 -2.8048E-06  1.65657E-02
  354 3.95360E+02  2.22639E-06 -2.7806E-06  1.62340E-02
  355 3.99665E+02  2.15773E-06 -2.7552E-06  1.59044E-02
  356 4.04017E+02  2.09050E-06 -2.7286E-06  1.55768E-02
  357 4.08417E+02  2.02484E-06 -2.7009E-06  1.52520E-02
  358 4.12864E+02  1.96075E-06 -2.6722E-06  1.49295E-02
  359 4.17360E+02  1.89814E-06 -2.6425E-06  1.46107E-02
  360 4.21905E+02  1.83712E-06 -2.6120E-06  1.42949E-02
  361 4.26499E+02  1.77764E-06 -2.5808E-06  1.39820E-02
  362 4.31143E+02  1.71965E-06 -2.5489E-06  1.36738E-02
  363 4.35838E+02  1.66318E-06 -2.5164E-06  1.33688E-02
  364 4.40584E+02  1.60819E-06 -2.4833E-06  1.30673E-02
  365 4.45382E+02  1.55470E-06 -2.4497E-06  1.27706E-02
  366 4.50232E+02  1.50272E-06 -2.4157E-06  1.24779E-02
  367 4.55134E+02  1.45216E-06 -2.3814E-06  1.21888E-02
  368 4.60090E+02  1.40299E-06 -2.3466E-06  1.19054E-02
  369 4.65101E+02  1.35530E-06 -2.3116E-06  1.16250E-02
  370 4.70165E+02  1.30895E-06 -2.2763E-06  1.13500E-02
  371 4.75285E+02  1.26398E-06 -2.2407E-06  1.10790E-02
  372 4.80460E+02  1.22033E-06 -2.2049E-06  1.08126E-02
  373 4.85692E+02  1.17795E-06 -2.1687E-06  1.05505E-02
  374 4.90981E+02  1.13696E-06 -2.1321E-06  1.02948E-02
  375 4.96328E+02  1.09659E-06 -2.0927E-06  1.00375E-02
  376 5.01732E+02  1.06501E-06 -2.0553E-06  9.85512E-03
  377 5.07196E+02  1.03106E-06 -2.0221E-06  9.64430E-03
  378 5.12719E+02  9.97079E-07 -1.9886E-06  9.42810E-03
  379 5.18302E+02  9.64235E-07 -1.9551E-06  9.21704E-03
  380 5.23946E+02  9.32184E-07 -1.9221E-06  9.00804E-03
  381 5.29651E+02  9.01093E-07 -1.8893E-06  8.80197E-03
  382 5.35419E+02  8.70821E-07 -1.8569E-06  8.59885E-03
  383 5.41249E+02  8.41397E-07 -1.8247E-06  8.39880E-03
  384 5.47143E+02  8.12815E-07 -1.7929E-06  8.20186E-03
  385 5.53101E+02  7.85063E-07 -1.7614E-06  8.00811E-03
  386 5.59124E+02  7.58123E-07 -1.7302E-06  7.81756E-03
  387 5.65212E+02  7.31987E-07 -1.6993E-06  7.63022E-03
  388 5.71367E+02  7.06639E-07 -1.6687E-06  7.44622E-03
  389 5.77589E+02  6.82064E-07 -1.6385E-06  7.26549E-03
  390 5.83878E+02  6.58257E-07 -1.6086E-06  7.08824E-03
  391 5.90236E+02  6.35176E-07 -1.5790E-06  6.91419E-03
  392 5.96663E+02  6.12827E-07 -1.5498E-06  6.74356E-03
  393 6.03161E+02  5.91183E-07 -1.5209E-06  6.57628E-03
  394 6.09729E+02  5.70239E-07 -1.4924E-06  6.41229E-03
  395 6.16368E+02  5.49965E-07 -1.4643E-06  6.25163E-03
  396 6.23080E+02  5.30350E-07 -1.4365E-06  6.09433E-03
  397 6.29865E+02  5.11375E-07 -1.4091E-06  5.94030E-03
  398 6.36724E+02  4.93031E-07 -1.3820E-06  5.78951E-03
  399 6.43657E+02  4.75295E-07 -1.3553E-06  5.64199E-03
  400 6.50666E+02  4.58143E-07 -1.3290E-06  5.49772E-03
  401 6.57751E+02  4.41574E-07 -1.3031E-06  5.35663E-03
  402 6.64914E+02  4.25570E-07 -1.2776E-06  5.21857E-03
  403 6.72154E+02  4.10097E-07 -1.2524E-06  5.08368E-03
  404 6.79474E+02  3.95158E-07 -1.2276E-06  4.95183E-03
  405 6.86873E+02  3.80733E-07 -1.2032E-06  4.82306E-03
  406 6.94352E+02  3.66809E-07 -1.1792E-06  4.69728E-03
  407 7.01913E+02  3.53367E-07 -1.1556E-06  4.57437E-03
  408 7.09556E+02  3.40388E-07 -1.1323E-06  4.45433E-03
  409 7.17283E+02  3.27872E-07 -1.1094E-06  4.33723E-03
  410 7.25094E+02  3.15783E-07 -1.0870E-06  4.22285E-03
  411 7.32989E+02  3.04130E-07 -1.0649E-06  4.11125E-03
  412 7.40971E+02  2.92885E-07 -1.0431E-06  4.00232E-03
  413 7.49040E+02  2.82037E-07 -1.0218E-06  3.89608E-03
  414 7.57196E+02  2.71579E-07 -1.0008E-06  3.79244E-03
  415 7.65442E+02  2.61492E-07 -9.8017E-07  3.69138E-03
  416 7.73777E+02  2.51765E-07 -9.5992E-07  3.59283E-03
  417 7.82203E+02  2.42391E-07 -9.4003E-07  3.49669E-03
  418 7.90720E+02  2.33352E-07 -9.2051E-07  3.40297E-03
  419 7.99331E+02  2.24643E-07 -9.0134E-07  3.31164E-03
  420 8.08035E+02  2.16252E-07 -8.8253E-07  3.22254E-03
  421 8.16834E+02  2.08155E-07 -8.6406E-07  3.13582E-03
  422 8.25729E+02  2.00364E-07 -8.4594E-07  3.05126E-03
  423 8.34720E+02  1.92853E-07 -8.2817E-07  2.96882E-03
  424 8.43810E+02  1.85618E-07 -8.1074E-07  2.88859E-03
  425 8.52998E+02  1.78643E-07 -7.9364E-07  2.81042E-03
  426 8.62287E+02  1.71934E-07 -7.7686E-07  2.73418E-03
  427 8.71676E+02  1.65470E-07 -7.6043E-07  2.65996E-03
  428 8.81168E+02  1.59235E-07 -7.4431E-07  2.58779E-03
  429 8.90764E+02  1.53239E-07 -7.2850E-07  2.51737E-03
  430 9.00463E+02  1.47460E-07 -7.1302E-07  2.44891E-03
  431 9.10269E+02  1.41897E-07 -6.9786E-07  2.38216E-03
  432 9.20181E+02  1.36552E-07 -6.8304E-07  2.31736E-03
  433 9.30201E+02  1.31273E-07 -6.6851E-07  2.25205E-03
  434 9.40330E+02  1.26234E-07 -6.5419E-07  2.18919E-03
  435 9.50570E+02  1.21391E-07 -6.4017E-07  2.12810E-03
  436 9.60921E+02  1.16731E-07 -6.2642E-07  2.06861E-03
  437 9.71385E+02  1.12238E-07 -6.1295E-07  2.01071E-03
  438 9.81962E+02  1.07920E-07 -5.9975E-07  1.95438E-03
  439 9.92655E+02  1.03760E-07 -5.8681E-07  1.89953E-03
  440 1.00346E+03  9.97561E-08 -5.7413E-07  1.84615E-03
  441 1.01439E+03  9.59101E-08 -5.6171E-07  1.79426E-03
  442 1.02544E+03  9.22028E-08 -5.4955E-07  1.74367E-03
  443 1.03660E+03  8.86371E-08 -5.3763E-07  1.69452E-03
  444 1.04789E+03  8.52074E-08 -5.2596E-07  1.64670E-03
  445 1.05930E+03  8.19085E-08 -5.1452E-07  1.60017E-03
  446 1.07084E+03  7.87347E-08 -5.0333E-07  1.55492E-03
  447 1.08250E+03  7.56823E-08 -4.9236E-07  1.51088E-03
  448 1.09429E+03  7.27453E-08 -4.8163E-07  1.46812E-03
  449 1.10620E+03  6.99211E-08 -4.7112E-07  1.42648E-03
  450 1.11825E+03  6.72053E-08 -4.6082E-07  1.38604E-03
  451 1.13042E+03  6.45941E-08 -4.5075E-07  1.34662E-03
  452 1.14273E+03  6.20816E-08 -4.4089E-07  1.30839E-03
  453 1.15518E+03  5.96664E-08 -4.3123E-07  1.27119E-03
  454 1.16776E+03  5.73444E-08 -4.2178E-07  1.23500E-03
  455 1.18047E+03  5.51112E-08 -4.1253E-07  1.19982E-03
  456 1.19333E+03  5.29647E-08 -4.0347E-07  1.16565E-03
  457 1.20632E+03  5.09009E-08 -3.9461E-07  1.13242E-03
  458 1.21946E+03  4.89164E-08 -3.8594E-07  1.10011E-03
  459 1.23274E+03  4.70087E-08 -3.7745E-07  1.06871E-03
  460 1.24616E+03  4.51747E-08 -3.6914E-07  1.03824E-03
  461 1.25973E+03  4.34122E-08 -3.6101E-07  1.00861E-03
  462 1.27345E+03  4.17172E-08 -3.5306E-07  9.79721E-04
  463 1.28731E+03  4.00886E-08 -3.4528E-07  9.51739E-04
  464 1.30133E+03  3.85229E-08 -3.3766E-07  9.24508E-04
  465 1.31550E+03  3.70182E-08 -3.3021E-07  8.98096E-04
  466 1.32983E+03  3.55719E-08 -3.2292E-07  8.72419E-04
  467 1.34431E+03  3.41818E-08 -3.1579E-07  8.47454E-04
  468 1.35895E+03  3.28464E-08 -3.0881E-07  8.23203E-04
  469 1.37374E+03  3.15618E-08 -3.0198E-07  7.99634E-04
  470 1.38870E+03  3.03280E-08 -2.9530E-07  7.76749E-04
  471 1.40383E+03  2.91423E-08 -2.8876E-07  7.54501E-04
  472 1.41911E+03  2.80029E-08 -2.8237E-07  7.32898E-04
  473 1.43457E+03  2.69078E-08 -2.7612E-07  7.11908E-04
  474 1.45019E+03  2.58561E-08 -2.7000E-07  6.91514E-04
  475 1.46598E+03  2.48443E-08 -2.6401E-07  6.71713E-04
  476 1.48194E+03  2.38729E-08 -2.5816E-07  6.52467E-04
  477 1.49808E+03  2.29396E-08 -2.5243E-07  6.33781E-04
  478 1.51439E+03  2.20425E-08 -2.4683E-07  6.15625E-04
  479 1.53088E+03  2.11803E-08 -2.4135E-07  5.97995E-04
  480 1.54755E+03  2.03524E-08 -2.3599E-07  5.80861E-04
  481 1.56441E+03  1.95560E-08 -2.3074E-07  5.64228E-04
  482 1.58144E+03  1.87917E-08 -2.2561E-07  5.48065E-04
  483 1.59866E+03  1.80564E-08 -2.2060E-07  5.32373E-04
  484 1.61607E+03  1.73504E-08 -2.1569E-07  5.17134E-04
  485 1.63367E+03  1.66722E-08 -2.1089E-07  5.02329E-04
  486 1.65146E+03  1.60209E-08 -2.0619E-07  4.87949E-04
  487 1.66944E+03  1.53945E-08 -2.0160E-07  4.73984E-04
  488 1.68762E+03  1.47930E-08 -1.9711E-07  4.60425E-04
  489 1.70600E+03  1.42156E-08 -1.9271E-07  4.47255E-04
  490 1.72457E+03  1.36596E-08 -1.8841E-07  4.34463E-04
  491 1.74335E+03  1.31264E-08 -1.8421E-07  4.22040E-04
  492 1.76234E+03  1.26138E-08 -1.8010E-07  4.09977E-04
  493 1.78153E+03  1.21214E-08 -1.7607E-07  3.98257E-04
  494 1.80093E+03  1.16484E-08 -1.7214E-07  3.86877E-04
  495 1.82054E+03  1.11940E-08 -1.6829E-07  3.75831E-04
  496 1.84036E+03  1.07570E-08 -1.6452E-07  3.65098E-04
  497 1.86040E+03  1.03377E-08 -1.6084E-07  3.54679E-04
  498 1.88066E+03  9.93415E-09 -1.5723E-07  3.44557E-04
  499 1.90114E+03  9.54705E-09 -1.5371E-07  3.34728E-04
  500 1.92184E+03  9.17483E-09 -1.5026E-07  3.25186E-04
  501 1.94277E+03  8.81729E-09 -1.4689E-07  3.15922E-04
  502 1.96392E+03  8.47386E-09 -1.4359E-07  3.06917E-04
  503 1.98531E+03  8.14380E-09 -1.4036E-07  2.98179E-04
  504 2.00693E+03  7.82676E-09 -1.3720E-07  2.89690E-04
  505 2.02878E+03  7.52223E-09 -1.3411E-07  2.81451E-04
  506 2.05088E+03  7.22951E-09 -1.3108E-07  2.73443E-04
  507 2.07321E+03  6.94834E-09 -1.2812E-07  2.65673E-04
  508 2.09578E+03  6.67828E-09 -1.2523E-07  2.58128E-04
  509 2.11861E+03  6.41864E-09 -1.2239E-07  2.50794E-04
  510 2.14168E+03  6.16935E-09 -1.1962E-07  2.43671E-04
  511 2.16500E+03  5.92970E-09 -1.1691E-07  2.36762E-04
  512 2.18857E+03  5.69955E-09 -1.1425E-07  2.30046E-04
  513 2.21240E+03  5.47837E-09 -1.1165E-07  2.23534E-04
  514 2.23649E+03  5.26586E-09 -1.0911E-07  2.17198E-04
  515 2.26085E+03  5.06168E-09 -1.0662E-07  2.11054E-04
  516 2.28547E+03  4.86544E-09 -1.0418E-07  2.05078E-04
  517 2.31036E+03  4.67696E-09 -1.0179E-07  1.99276E-04
  518 2.33551E+03  4.49588E-09 -9.9449E-08  1.93650E-04
  519 2.36095E+03  4.32183E-09 -9.7158E-08  1.88182E-04
  520 2.38665E+03  4.15460E-09 -9.4914E-08  1.82870E-04
  521 2.41264E+03  3.99394E-09 -9.2716E-08  1.77706E-04
  522 2.43892E+03  3.83946E-09 -9.0561E-08  1.72698E-04
  523 2.46547E+03  3.69116E-09 -8.8450E-08  1.67839E-04
  524 2.49232E+03  3.54863E-09 -8.6380E-08  1.63110E-04
  525 2.51946E+03  3.41161E-09 -8.4350E-08  1.58517E-04
  526 2.54690E+03  3.27996E-09 -8.2359E-08  1.54064E-04
  527 2.57463E+03  3.15347E-09 -8.0405E-08  1.49732E-04
  528 2.60267E+03  3.03189E-09 -7.8486E-08  1.45527E-04
  529 2.63101E+03  2.91510E-09 -7.6602E-08  1.41443E-04
  530 2.65966E+03  2.80285E-09 -7.4750E-08  1.37479E-04
  531 2.68862E+03  2.69494E-09 -7.2928E-08  1.33627E-04
  532 2.71789E+03  2.59127E-09 -7.1135E-08  1.29884E-04
  533 2.74749E+03  2.49167E-09 -6.9368E-08  1.26253E-04
  534 2.77741E+03  2.39586E-09 -6.7625E-08  1.22723E-04
  535 2.80765E+03  2.30382E-09 -6.5902E-08  1.19295E-04
  536 2.83823E+03  2.21539E-09 -6.4196E-08  1.15968E-04
  537 2.86913E+03  2.13038E-09 -6.2504E-08  1.12726E-04
  538 2.90038E+03  2.04869E-09 -6.0819E-08  1.09582E-04
  539 2.93196E+03  1.97022E-09 -5.9134E-08  1.06532E-04
  540 2.96389E+03  1.89481E-09 -5.7441E-08  1.03570E-04
  541 2.99616E+03  1.82195E-09 -5.5725E-08  1.00677E-04
  542 3.02879E+03  1.75343E-09 -5.3969E-08  9.79465E-05
  543 3.06177E+03  1.68199E-09 -5.2135E-08  9.49646E-05
  544 3.09511E+03  1.63440E-09 -5.0196E-08  9.33237E-05
  545 3.12881E+03  1.50863E-09 -4.7943E-08  8.69586E-05
  546 3.16288E+03  1.69128E-09 -4.5497E-08  9.88904E-05
  547 3.19732E+03  7.15503E-10 -3.9176E-08  4.17612E-05
  548 3.23214E+03  1.19066E-08 -3.7534E-08  7.10240E-04
  549 3.26734E+03  1.28365E-08 -4.2368E-08  7.73180E-04
  550 3.30291E+03  1.19428E-08 -4.3905E-08  7.27636E-04
  551 3.33888E+03  1.15718E-08 -4.4205E-08  7.12530E-04
  552 3.37524E+03  1.10900E-08 -4.4267E-08  6.90324E-04
  553 3.41199E+03  1.06662E-08 -4.4076E-08  6.71156E-04
  554 3.44915E+03  1.02531E-08 -4.3756E-08  6.52187E-04
  555 3.48670E+03  9.86100E-09 -4.3336E-08  6.34106E-04
  556 3.52467E+03  9.48616E-09 -4.2849E-08  6.16673E-04
  557 3.56305E+03  9.12893E-09 -4.2313E-08  5.99881E-04
  558 3.60185E+03  8.78662E-09 -4.1741E-08  5.83675E-04
  559 3.64107E+03  8.45886E-09 -4.1142E-08  5.68025E-04
  560 3.68072E+03  8.14478E-09 -4.0524E-08  5.52885E-04
  561 3.72080E+03  7.84350E-09 -3.9892E-08  5.38226E-04
  562 3.76132E+03  7.55422E-09 -3.9251E-08  5.24022E-04
  563 3.80228E+03  7.27630E-09 -3.8604E-08  5.10237E-04
  564 3.84368E+03  7.00900E-09 -3.7954E-08  4.96851E-04
  565 3.88554E+03  6.75195E-09 -3.7303E-08  4.83838E-04
  566 3.92785E+03  6.50437E-09 -3.6652E-08  4.71179E-04
  567 3.97062E+03  6.26593E-09 -3.6003E-08  4.58848E-04
  568 4.01386E+03  6.03613E-09 -3.5358E-08  4.46834E-04
  569 4.05757E+03  5.81458E-09 -3.4718E-08  4.35120E-04
  570 4.10175E+03  5.60085E-09 -3.4082E-08  4.23687E-04
  571 4.14642E+03  5.39455E-09 -3.3453E-08  4.12527E-04
  572 4.19157E+03  5.19541E-09 -3.2829E-08  4.01622E-04
  573 4.23721E+03  5.00309E-09 -3.2213E-08  3.90960E-04
  574 4.28335E+03  4.81728E-09 -3.1604E-08  3.80543E-04
  575 4.32999E+03  4.63774E-09 -3.1002E-08  3.70354E-04
  576 4.37714E+03  4.46425E-09 -3.0408E-08  3.60382E-04
  577 4.42481E+03  4.29658E-09 -2.9823E-08  3.50619E-04
  578 4.47299E+03  4.13445E-09 -2.9245E-08  3.41063E-04
  579 4.52170E+03  3.97765E-09 -2.8675E-08  3.31707E-04
  580 4.57094E+03  3.82609E-09 -2.8114E-08  3.22542E-04
  581 4.62071E+03  3.67954E-09 -2.7561E-08  3.13558E-04
  582 4.67103E+03  3.53777E-09 -2.7016E-08  3.04762E-04
  583 4.72189E+03  3.40072E-09 -2.6480E-08  2.96150E-04
  584 4.77331E+03  3.26820E-09 -2.5952E-08  2.87700E-04
  585 4.82529E+03  3.14003E-09 -2.5433E-08  2.79429E-04
  586 4.87783E+03  3.01602E-09 -2.4922E-08  2.71324E-04
  587 4.93095E+03  2.89616E-09 -2.4419E-08  2.63379E-04
  588 4.98464E+03  2.78030E-09 -2.3924E-08  2.55598E-04
  589 5.03892E+03  2.66832E-09 -2.3438E-08  2.47972E-04
  590 5.09379E+03  2.56007E-09 -2.2959E-08  2.40498E-04
  591 5.14926E+03  2.45543E-09 -2.2489E-08  2.33178E-04
  592 5.20533E+03  2.35432E-09 -2.2026E-08  2.26011E-04
  593 5.26201E+03  2.25665E-09 -2.1571E-08  2.18989E-04
  594 5.31931E+03  2.16224E-09 -2.1123E-08  2.12121E-04
  595 5.37723E+03  2.07108E-09 -2.0683E-08  2.05389E-04
  596 5.43579E+03  1.98309E-09 -2.0251E-08  1.98801E-04
  597 5.49498E+03  1.89809E-09 -1.9825E-08  1.92357E-04
  598 5.55482E+03  1.81607E-09 -1.9407E-08  1.86050E-04
  599 5.61531E+03  1.73695E-09 -1.8995E-08  1.79877E-04
  600 5.67645E+03  1.66055E-09 -1.8589E-08  1.73840E-04
  601 5.73826E+03  1.58686E-09 -1.8190E-08  1.67939E-04
  602 5.80075E+03  1.51578E-09 -1.7796E-08  1.62163E-04
  603 5.86392E+03  1.44737E-09 -1.7407E-08  1.56527E-04
  604 5.92777E+03  1.38125E-09 -1.7022E-08  1.51000E-04
  605 5.99232E+03  1.31807E-09 -1.6640E-08  1.45667E-04
  606 6.05757E+03  1.25501E-09 -1.6255E-08  1.40203E-04
  607 6.12353E+03  1.20267E-09 -1.5870E-08  1.35842E-04
  608 6.19022E+03  1.12047E-09 -1.5383E-08  1.27894E-04
  609 6.25762E+03  1.37795E-09 -1.5028E-08  1.59053E-04
  610 6.32576E+03  1.35795E-09 -1.4859E-08  1.58415E-04
  611 6.39465E+03  1.28990E-09 -1.4608E-08  1.52130E-04
  612 6.46428E+03  1.23784E-09 -1.4328E-08  1.47570E-04
  613 6.53467E+03  1.18440E-09 -1.4049E-08  1.42739E-04
  614 6.60583E+03  1.13425E-09 -1.3768E-08  1.38177E-04
  615 6.67776E+03  1.08591E-09 -1.3490E-08  1.33736E-04
  616 6.75048E+03  1.03972E-09 -1.3214E-08  1.29450E-04
  617 6.82398E+03  9.95509E-10 -1.2942E-08  1.25289E-04
  618 6.89829E+03  9.53202E-10 -1.2674E-08  1.21271E-04
  619 6.97341E+03  9.12711E-10 -1.2411E-08  1.17382E-04
  620 7.04935E+03  8.73898E-10 -1.2151E-08  1.13609E-04
  621 7.12611E+03  8.36744E-10 -1.1897E-08  1.09971E-04
  622 7.20371E+03  8.01188E-10 -1.1647E-08  1.06444E-04
  623 7.28215E+03  7.67136E-10 -1.1401E-08  1.03024E-04
  624 7.36145E+03  7.34542E-10 -1.1160E-08  9.97213E-05
  625 7.44161E+03  7.03335E-10 -1.0924E-08  9.65280E-05
  626 7.52264E+03  6.73458E-10 -1.0692E-08  9.34343E-05
  627 7.60456E+03  6.44851E-10 -1.0465E-08  9.04389E-05
  628 7.68737E+03  6.17466E-10 -1.0243E-08  8.75403E-05
  629 7.77108E+03  5.91242E-10 -1.0025E-08  8.47357E-05
  630 7.85570E+03  5.66139E-10 -9.8107E-09  8.20217E-05
  631 7.94124E+03  5.42106E-10 -9.6013E-09  7.93946E-05
  632 8.02772E+03  5.19098E-10 -9.3961E-09  7.68525E-05
  633 8.11513E+03  4.97067E-10 -9.1951E-09  7.43918E-05
  634 8.20350E+03  4.75970E-10 -8.9982E-09  7.20107E-05
  635 8.29283E+03  4.55778E-10 -8.8054E-09  6.97065E-05
  636 8.38313E+03  4.36438E-10 -8.6167E-09  6.74765E-05
  637 8.47442E+03  4.17931E-10 -8.4318E-09  6.53180E-05
  638 8.56670E+03  4.00204E-10 -8.2508E-09  6.32292E-05
  639 8.65998E+03  3.83237E-10 -8.0736E-09  6.12073E-05
  640 8.75428E+03  3.66987E-10 -7.9002E-09  5.92505E-05
  641 8.84961E+03  3.51432E-10 -7.7304E-09  5.73571E-05
  642 8.94598E+03  3.36541E-10 -7.5642E-09  5.55243E-05
  643 9.04340E+03  3.22274E-10 -7.4016E-09  5.37503E-05
  644 9.14187E+03  3.08622E-10 -7.2425E-09  5.20333E-05
  645 9.24142E+03  2.95552E-10 -7.0868E-09  5.03723E-05
  646 9.34205E+03  2.83034E-10 -6.9345E-09  4.87640E-05
  647 9.44378E+03  2.71048E-10 -6.7855E-09  4.72077E-05
  648 9.54662E+03  2.59578E-10 -6.6399E-09  4.57020E-05
  649 9.65057E+03  2.48563E-10 -6.4976E-09  4.42395E-05
  650 9.75566E+03  2.38149E-10 -6.3588E-09  4.28473E-05
  651 9.86189E+03  2.27681E-10 -6.2234E-09  4.14095E-05
  652 9.96928E+03  2.19508E-10 -6.0971E-09  4.03602E-05
  653 1.00778E+04  1.92394E-10 -5.9660E-09  3.57552E-05
  654 1.01876E+04  1.82438E-10 -5.8276E-09  3.42791E-05
  655 1.02985E+04  1.75790E-10 -5.6974E-09  3.33868E-05
  656 1.04107E+04  1.68627E-10 -5.5720E-09  3.23754E-05
  657 1.05240E+04  1.61954E-10 -5.4497E-09  3.14335E-05
  658 1.06386E+04  1.55492E-10 -5.3306E-09  3.05086E-05
  659 1.07545E+04  1.49311E-10 -5.2142E-09  2.96138E-05
  660 1.08716E+04  1.43361E-10 -5.1006E-09  2.87446E-05
  661 1.09900E+04  1.37655E-10 -4.9896E-09  2.78999E-05
  662 1.11096E+04  1.32176E-10 -4.8810E-09  2.70812E-05
  663 1.12306E+04  1.26915E-10 -4.7749E-09  2.62863E-05
  664 1.13529E+04  1.21862E-10 -4.6712E-09  2.55149E-05
  665 1.14765E+04  1.17008E-10 -4.5698E-09  2.47652E-05
  666 1.16015E+04  1.12353E-10 -4.4706E-09  2.40380E-05
  667 1.17278E+04  1.07881E-10 -4.3736E-09  2.33325E-05
  668 1.18555E+04  1.03579E-10 -4.2788E-09  2.26480E-05
  669 1.19846E+04  9.94578E-11 -4.1860E-09  2.19824E-05
  670 1.21151E+04  9.55012E-11 -4.0953E-09  2.13375E-05
  671 1.22471E+04  9.16983E-11 -4.0066E-09  2.07109E-05
  672 1.23804E+04  8.80453E-11 -3.9198E-09  2.01031E-05
  673 1.25152E+04  8.45398E-11 -3.8349E-09  1.95126E-05
  674 1.26515E+04  8.11741E-11 -3.7518E-09  1.89401E-05
  675 1.27893E+04  7.79423E-11 -3.6706E-09  1.83840E-05
  676 1.29286E+04  7.48392E-11 -3.5912E-09  1.78441E-05
  677 1.30693E+04  7.18592E-11 -3.5134E-09  1.73204E-05
  678 1.32117E+04  6.89987E-11 -3.4374E-09  1.68122E-05
  679 1.33555E+04  6.62515E-11 -3.3630E-09  1.63185E-05
  680 1.35010E+04  6.36138E-11 -3.2903E-09  1.58392E-05
  681 1.36480E+04  6.10812E-11 -3.2191E-09  1.53744E-05
  682 1.37966E+04  5.86491E-11 -3.1495E-09  1.49232E-05
  683 1.39468E+04  5.63139E-11 -3.0814E-09  1.44846E-05
  684 1.40987E+04  5.40720E-11 -3.0148E-09  1.40595E-05
  685 1.42522E+04  5.19197E-11 -2.9496E-09  1.36472E-05
  686 1.44074E+04  4.98526E-11 -2.8858E-09  1.32466E-05
  687 1.45643E+04  4.78679E-11 -2.8235E-09  1.28578E-05
  688 1.47229E+04  4.59620E-11 -2.7624E-09  1.24799E-05
  689 1.48832E+04  4.41321E-11 -2.7028E-09  1.21136E-05
  690 1.50453E+04  4.23747E-11 -2.6444E-09  1.17582E-05
  691 1.52091E+04  4.06878E-11 -2.5872E-09  1.14129E-05
  692 1.53747E+04  3.90681E-11 -2.5313E-09  1.10773E-05
  693 1.55422E+04  3.75126E-11 -2.4767E-09  1.07526E-05
  694 1.57114E+04  3.60196E-11 -2.4232E-09  1.04372E-05
  695 1.58825E+04  3.45855E-11 -2.3708E-09  1.01306E-05
  696 1.60554E+04  3.32084E-11 -2.3196E-09  9.83313E-06
  697 1.62303E+04  3.18865E-11 -2.2696E-09  9.54467E-06
  698 1.64070E+04  3.06163E-11 -2.2206E-09  9.26442E-06
  699 1.65857E+04  2.93976E-11 -2.1726E-09  8.99224E-06
  700 1.67663E+04  2.82270E-11 -2.1257E-09  8.72829E-06
  701 1.69488E+04  2.71034E-11 -2.0798E-09  8.47206E-06
  702 1.71334E+04  2.60243E-11 -2.0350E-09  8.22332E-06
  703 1.73200E+04  2.49885E-11 -1.9910E-09  7.98191E-06
  704 1.75086E+04  2.39936E-11 -1.9481E-09  7.74755E-06
  705 1.76992E+04  2.30384E-11 -1.9061E-09  7.52015E-06
  706 1.78920E+04  2.21214E-11 -1.8649E-09  7.29936E-06
  707 1.80868E+04  2.12405E-11 -1.8247E-09  7.08507E-06
  708 1.82837E+04  2.03949E-11 -1.7853E-09  6.87712E-06
  709 1.84828E+04  1.95829E-11 -1.7468E-09  6.67524E-06
  710 1.86841E+04  1.88034E-11 -1.7092E-09  6.47922E-06
  711 1.88876E+04  1.80547E-11 -1.6723E-09  6.28908E-06
  712 1.90932E+04  1.73358E-11 -1.6362E-09  6.10438E-06
  713 1.93011E+04  1.66461E-11 -1.6010E-09  5.92517E-06
  714 1.95113E+04  1.59825E-11 -1.5664E-09  5.75122E-06
  715 1.97238E+04  1.53469E-11 -1.5327E-09  5.58243E-06
  716 1.99386E+04  1.47359E-11 -1.4996E-09  5.41852E-06
  717 2.01557E+04  1.41493E-11 -1.4673E-09  5.25948E-06
  718 2.03752E+04  1.35854E-11 -1.4357E-09  5.10507E-06
  719 2.05970E+04  1.30448E-11 -1.4047E-09  4.95518E-06
