# E [eV]	eps1	eps2	Im(-1/eps)
# Palik Vol.  I			
104.73	1.011683415	0.020873778	0.020385762
104.75	1.01173253	0.020901225	0.020410564
104.8	1.011890843	0.020824067	0.020328921
104.9	1.012364081	0.020974373	0.020456397
104.93	1.01244254	0.020978486	0.020457235
104.95	1.012451291	0.021073256	0.020549216
105.03	1.012699927	0.021125858	0.020590356
105.15	1.013130602	0.021283145	0.020725897
105.18	1.013248431	0.021364545	0.020800259
105.25	1.013479722	0.021497415	0.020919956
105.32	1.013671417	0.021698289	0.021107274
105.35	1.013819801	0.021720945	0.021123111
105.43	1.014084928	0.02198345	0.02136698
105.5	1.014344947	0.022211295	0.021577164
105.55	1.014505232	0.02242494	0.021777627
105.6	1.014659201	0.022690518	0.022028599
105.63	1.01468144	0.022789049	0.022123191
105.75	1.014998542	0.023428056	0.022728674
105.78	1.015017406	0.023545147	0.022841299
105.85	1.015172124	0.024052463	0.023325795
105.87	1.015152139	0.024239766	0.023508159
105.97	1.014784918	0.024809464	0.024077416
106.03	1.014598311	0.024970467	0.024242389
106.07	1.014479166	0.025066518	0.024341239
106.1	1.014418954	0.025068237	0.024345794
106.23	1.014439254	0.025319004	0.024588049
106.27	1.014403465	0.025505944	0.024771111
106.32	1.014356099	0.025573471	0.024838927
106.4	1.014241812	0.025814321	0.025078205
106.43	1.014245079	0.025841021	0.025103948
106.45	1.014257426	0.025948935	0.025208034
106.55	1.014069731	0.026156389	0.025418698
106.62	1.014016	0.026284805	0.025546031
106.65	1.01401468	0.026370733	0.025629498
106.7	1.013960913	0.026471787	0.025730305
106.75	1.013925734	0.026647127	0.025902294
106.8	1.013823808	0.026718728	0.025977017
106.87	1.013752366	0.026941513	0.026197002
106.92	1.013602497	0.026992272	0.026254045
106.97	1.013541398	0.027109968	0.026371536
107	1.013399237	0.027077544	0.026347425
107.15	1.013354614	0.027296002	0.026562023
107.17	1.013246437	0.027291601	0.026563413
107.2	1.013187566	0.027357882	0.026630924
107.28	1.013164635	0.027311237	0.026586787
107.3	1.013149514	0.027374554	0.02664913
107.32	1.013118738	0.027372061	0.026648324
107.35	1.013108012	0.027426761	0.026702065
107.4	1.013144847	0.027433458	0.026706635
107.42	1.013056281	0.027540879	0.02681574
107.5	1.013035543	0.027589777	0.026864379
107.53	1.013042238	0.027624355	0.026897643
107.55	1.013038493	0.027708244	0.026979403
107.58	1.012955726	0.027739816	0.027014509
107.6	1.012989215	0.027712717	0.026986375
107.62	1.012930538	0.027814255	0.027088239
107.67	1.012902647	0.027901115	0.027174198
107.73	1.012797157	0.027914995	0.027193356
107.75	1.012855489	0.027979768	0.027253221
107.85	1.012697702	0.028016417	0.027297362
107.88	1.012770158	0.028096714	0.027371564
107.93	1.012749355	0.028169945	0.027443921
107.95	1.012796825	0.028281154	0.027549515
108.07	1.012562001	0.028459659	0.027735978
108.22	1.012365865	0.028573036	0.027857079
108.28	1.012241169	0.028695536	0.027983206
108.42	1.012069848	0.028764405	0.028059747
108.45	1.012066617	0.028765353	0.02806085
108.52	1.011969541	0.028901851	0.028199193
108.57	1.011867597	0.02890158	0.028204607
108.6	1.011855234	0.028957282	0.028259567
108.73	1.011640412	0.02887621	0.028192536
108.83	1.011635456	0.028898892	0.028214922
108.9	1.01155464	0.029013698	0.028331349
109	1.01140992	0.028984991	0.028311457
109.03	1.011373769	0.028970153	0.028299009
109.07	1.011379355	0.028871424	0.028202413
109.12	1.011396049	0.028940669	0.028269011
109.2	1.011399648	0.028938987	0.028267169
109.25	1.011362497	0.029006044	0.028334642
109.27	1.011284873	0.028932355	0.028267112
109.35	1.0113787	0.028909095	0.028239187
109.38	1.011387528	0.028845943	0.028177108
109.4	1.011403471	0.028895005	0.028224065
109.43	1.011453839	0.028858187	0.028185355
109.45	1.011409754	0.028941034	0.028268601
109.53	1.01155285	0.028957802	0.028276958
109.55	1.011494541	0.029036498	0.028356943
109.57	1.011517462	0.02899824	0.02831836
109.6	1.011500458	0.029087483	0.028406321
109.62	1.011498445	0.029041674	0.02836177
109.67	1.011433253	0.029097885	0.028420236
109.8	1.011564638	0.029223277	0.028535096
109.97	1.011541925	0.029335836	0.028646105
110	1.011685315	0.029411862	0.028712084
110.5	1.011560389	0.029965757	0.029259081
111	1.011375275	0.030678192	0.029964407
111.5	1.011032485	0.03127673	0.030568611
112.5	1.010374818	0.032045996	0.031359713
114	1.009959594	0.032828443	0.0321502
114.5	1.010065045	0.033435784	0.032736873
115	1.010099379	0.034115892	0.033398995
115.5	1.009857965	0.034878241	0.034159872
117	1.008617433	0.037402419	0.036715542
117.5	1.007695845	0.038031197	0.037399251
118	1.006860546	0.038572225	0.037992611
118.5	1.005943926	0.038740324	0.038227162
119	1.005169725	0.039116664	0.038656791
119.5	1.004256508	0.038946762	0.038559319
121.433	1.002315873	0.039388446	0.039146188
121.5	1.002288447	0.039404691	0.039164423
122	1.001489639	0.039427395	0.039249359
123.5	0.999736061	0.039152549	0.039113236
124	0.999271654	0.038952195	0.038949815
124.5	0.998858897	0.038975963	0.039005677
125	0.998330137	0.038699457	0.038770768
127	0.997188398	0.038378988	0.038538628
127.5	0.99678955	0.038245976	0.038436152
128.5	0.996186611	0.038276082	0.038512827
129.5	0.995551223	0.038248208	0.038533931
130	0.995079056	0.038363704	0.038686578
131.5	0.993539536	0.038461273	0.038904784
133	0.99157035	0.038020664	0.038613092
133.5	0.990824823	0.037627376	0.038272278
134.5	0.989718889	0.036391343	0.03710117
136	0.989131457	0.034247395	0.034962235
136.5	0.989099671	0.033722692	0.034430044
137	0.989191592	0.033276682	0.033969409
137.5	0.989370781	0.032739222	0.033409878
139.5	0.989740072	0.032033719	0.032667082
140	0.989779814	0.031901978	0.032530407
140.5	0.989709371	0.031872917	0.032505456
141.5	0.989448687	0.031467907	0.032110144
142	0.989431083	0.031169698	0.031807586
142.5	0.989497166	0.030986543	0.031616831
143	0.989572034	0.030733512	0.031354413
144	0.989716963	0.03079989	0.031412808
145	0.989638547	0.030688401	0.031304275
145.5	0.98950035	0.03073544	0.031360914
146	0.989380627	0.030592591	0.031222985
146.5	0.989266666	0.030573793	0.031211019
147	0.989145486	0.030455146	0.03109774
147.5	0.988987704	0.030416458	0.031068212
148	0.98885423	0.030243351	0.030900059
148.5	0.988678809	0.030154196	0.030820062
149.5	0.988462656	0.029770924	0.030442338
150	0.988480756	0.029516517	0.030181555
150.5	0.988613422	0.029447129	0.030102656
151	0.988660152	0.029571906	0.030227128
151.5	0.988499507	0.029841859	0.030512468
152	0.98803794	0.029977614	0.030679637
152.5	0.987520505	0.029847397	0.030578604
153.5	0.986755988	0.028928889	0.02968514
154.5	0.986802282	0.027773898	0.028499198
155	0.987016276	0.027456541	0.028161855
155.5	0.987274085	0.027268981	0.027955176
156	0.987453567	0.02716675	0.027840417
156.5	0.987594616	0.027195434	0.027861813
157.5	0.987665765	0.027033306	0.027691974
158	0.987804539	0.02706125	0.027712774
158.5	0.987708302	0.027232549	0.027893362
159	0.987631716	0.02706623	0.02772756
160	0.987535324	0.027018196	0.027683825
162.5	0.987216142	0.027212053	0.027900177
163.5	0.986836333	0.027212061	0.02792165
164.5	0.986433679	0.027126442	0.027856641
165.5	0.986018099	0.026876815	0.027623931
166.5	0.985627922	0.026693431	0.027457436
167	0.985561484	0.026425274	0.027185664
167.5	0.985478785	0.026562718	0.027331441
169	0.984562587	0.026201909	0.027010884
170	0.984010205	0.025813953	0.026641369
171.5	0.983209694	0.024969463	0.025812905
172	0.983062483	0.024347346	0.025178107
172.5	0.983046568	0.024177274	0.025003254
173	0.982940852	0.023813279	0.024632563
173.5	0.982723338	0.023632079	0.024456162
174	0.982641887	0.022980201	0.023786241
174.5	0.982662333	0.022697801	0.023493273
175	0.982706631	0.022246594	0.023024661
176	0.9828684	0.021655648	0.022406275
176.5	0.982995575	0.021314484	0.022047917
177	0.983066426	0.021055468	0.021777098
178	0.983280561	0.020701029	0.021401518
178.5	0.983328549	0.020393299	0.021081594
179	0.983542573	0.02023308	0.020907009
179.5	0.983639142	0.020003226	0.02066564
179.99	0.983906771	0.02002496	0.020676828
182.901	0.983810124	0.01923451	0.019865183
185.859	0.984131863	0.018479225	0.019073222
188.866	0.98433397	0.017747826	0.018311295
191.92	0.984525749	0.017027308	0.017561514
195.025	0.984725264	0.016335837	0.016841925
198.179	0.984931933	0.015672696	0.016151815
201.384	0.985154118	0.015036605	0.015489602
204.641	0.985388886	0.014445453	0.01487382
207.951	0.985608923	0.013888391	0.014294088
211.315	0.985820577	0.013352707	0.013737063
214.733	0.986028248	0.01283771	0.013201863
218.206	0.986217275	0.012342482	0.012687886
221.735	0.986390729	0.011855387	0.012183023
225.322	0.986579405	0.011331155	0.011639995
228.966	0.986794967	0.01083036	0.011120818
232.669	0.987022935	0.010351745	0.010624568
236.432	0.987257656	0.009894314	0.010150351
240.257	0.987496205	0.009457021	0.00969714
244.143	0.987735437	0.009039129	0.009264222
248.091	0.987966752	0.008639732	0.008850798
252.104	0.988201723	0.008239388	0.008436719
256.182	0.988447046	0.007854772	0.00803895
260.325	0.988696272	0.007488172	0.007659935
264.536	0.988947174	0.007138635	0.007298714
268.814	0.989198006	0.006805471	0.006954584
273.162	0.98944789	0.006487804	0.006626637
277.58	0.989696079	0.00618499	0.0063142
282.07	0.989941874	0.005896276	0.006016488
286.632	0.9901846	0.005621049	0.005732856
291.268	0.990423627	0.005358659	0.005462625
295.979	0.990657245	0.0051085	0.005205171
300.767	0.990886832	0.004865719	0.004955511
305.631	0.991114515	0.004631262	0.004714571
310.575	0.991341368	0.004408052	0.004485302
315.598	0.991565166	0.004195633	0.004267242
320.702	0.991785505	0.003993444	0.004059804
325.89	0.992001949	0.003800959	0.00386244
331.161	0.992214239	0.003617762	0.003674712
336.517	0.992422227	0.003443395	0.003496139
341.96	0.992625616	0.003277415	0.003326257
347.491	0.992824277	0.003119426	0.00316465
353.111	0.993017832	0.002969062	0.003010934
358.822	0.993205679	0.002825927	0.0028647
364.626	0.993385599	0.002689679	0.002725596
370.523	0.993559909	0.002549985	0.002583133
376.516	0.993735685	0.002415017	0.002445547
382.606	0.993911469	0.002287198	0.002315293
388.795	0.994084546	0.002166129	0.002191975
395.083	0.994254445	0.002051478	0.002075248
401.473	0.994420969	0.001942891	0.001964745
407.967	0.994583961	0.001840036	0.001860124
414.565	0.994743194	0.001742638	0.0017611
421.27	0.99489867	0.001650389	0.001667353
428.084	0.995050332	0.001563014	0.001578599
435.008	0.995198116	0.001480267	0.001494583
442.044	0.995342066	0.001401894	0.001415043
449.194	0.995482059	0.001327668	0.001339744
456.459	0.99561801	0.001257375	0.001268465
463.842	0.995749699	0.001190361	0.001200543
471.344	0.995878117	0.001125261	0.001134594
478.968	0.996003903	0.00106372	0.001072271
486.715	0.996126665	0.00100554	0.001013374
494.587	0.996246161	0.000950546	0.000957722
502.587	0.996362446	0.000898553	0.000905125
510.715	0.996475509	0.000849408	0.000855426
518.976	0.996585386	0.000802947	0.000808458
527.37	0.99669213	0.000759024	0.00076407
535.9	0.99679578	0.000717504	0.000722124
544.567	0.996896382	0.000678257	0.000682487
553.375	0.996993994	0.000641153	0.000645025
562.326	0.997088652	0.000606076	0.00060962
571.421	0.997180364	0.000572919	0.000576164
580.663	0.997268984	0.000541577	0.000544547
590.055	0.997354845	0.000511186	0.000513901
599.599	0.997438506	0.000482042	0.000484521
609.297	0.997520038	0.00045456	0.000456823
619.151	0.997599293	0.000428647	0.000430712
629.166	0.997676254	0.000404207	0.000406092
639.342	0.997750961	0.00038116	0.000382881
649.683	0.997823435	0.000359429	0.000360999
660.191	0.99789373	0.000338936	0.000340368
670.869	0.997961927	0.000319609	0.000320916
681.72	0.998028037	0.000301387	0.000302579
692.746	0.998092461	0.000284202	0.00028529
703.951	0.998154913	0.000268476	0.000269469
715.336	0.998215021	0.000253848	0.000254757
726.906	0.998273034	0.000240015	0.000240846
738.664	0.99832913	0.000226936	0.000227696
750.611	0.998383353	0.00021457	0.000215265
762.751	0.998435769	0.000202877	0.000203513
775.088	0.998486444	0.000191821	0.000192403
787.625	0.998535404	0.000181367	0.0001819
800.364	0.998582542	0.000171337	0.000171824
813.309	0.998628382	0.000161507	0.000161951
826.464	0.998672914	0.000152241	0.000152646
839.831	0.998716078	0.000143506	0.000143875
853.415	0.998757908	0.000135272	0.000135609
867.218	0.998798402	0.000127511	0.000127818
881.245	0.998837598	0.000120195	0.000120475
895.498	0.998875454	0.000113298	0.000113553
909.982	0.998912013	0.000106543	0.000106775
924.7	0.998947627	0.000100051	0.000100262
939.656	0.998982216	9.39546E-05	9.41461E-05
954.855	0.999015778	8.82291E-05	8.8403E-05
970.299	0.999048308	8.28527E-05	8.30106E-05
985.992	0.999079827	7.78036E-05	7.7947E-05
1001.94	0.999110368	7.30591E-05	7.31893E-05
1018.15	0.999139971	6.85991E-05	6.87172E-05
1034.61	0.999168631	6.44131E-05	6.45203E-05
1051.35	0.999196421	6.04803E-05	6.05777E-05
1068.35	0.999223349	5.6789E-05	5.68773E-05
1085.63	0.999249471	5.33225E-05	5.34026E-05
1103.19	0.999274839	5.0198E-05	5.02708E-05
1121.03	0.99929927	4.73461E-05	4.74125E-05
1139.17	0.999322886	4.46526E-05	4.47131E-05
1157.59	0.999345708	4.21136E-05	4.21688E-05
1176.31	0.999367792	3.9719E-05	3.97693E-05
1195.34	0.999389165	3.74589E-05	3.75047E-05
1214.67	0.999409853	3.53251E-05	3.53668E-05
1234.32	0.999429896	3.33103E-05	3.33483E-05
1254.28	0.999449303	3.1411E-05	3.14456E-05
1274.57	0.99946811	2.96197E-05	2.96512E-05
1295.19	0.999486333	2.79301E-05	2.79588E-05
1316.13	0.999503992	2.6331E-05	2.63571E-05
1337.42	0.999521131	2.48223E-05	2.48461E-05
1359.05	0.999537753	2.33995E-05	2.34212E-05
1381.04	0.999553895	2.20581E-05	2.20778E-05
1403.37	0.999569565	2.0792E-05	2.08099E-05
1426.07	0.999584799	1.95965E-05	1.96128E-05
1449.14	0.999599617	1.84684E-05	1.84832E-05
1472.58	0.999614042	1.74053E-05	1.74188E-05
1496.39	0.999628098	1.64033E-05	1.64155E-05
1520.6	0.999641828	1.54385E-05	1.54495E-05
1545.19	0.999655264	1.45293E-05	1.45393E-05
1570.18	0.999668453	1.36725E-05	1.36815E-05
1595.58	0.999681441	1.28663E-05	1.28745E-05
1621.39	0.999694286	1.21075E-05	1.21149E-05
1647.61	0.999707067	1.13935E-05	1.14002E-05
1674.26	0.999719914	1.07216E-05	1.07276E-05
1701.34	0.999733006	1.00893E-05	1.00947E-05
1728.86	0.999746646	9.49437E-06	9.49918E-06
1756.82	0.999761443	8.9228E-06	8.92706E-06
1785.24	0.999778824	8.38334E-06	8.38705E-06
1814.11	0.999803763	7.87467E-06	7.87777E-06
1815	0.999804898	7.85962E-06	7.86269E-06
1838.8	0.999942569	7.47053E-06	7.47139E-06
1839	0.999942542	4.61373E-05	4.61426E-05
1839.9	0.999837722	8.4656E-05	8.46835E-05
1860	0.999813937	8.14414E-05	8.14718E-05
1890.08	0.999797894	7.71273E-05	7.71585E-05
1920.65	0.999792783	7.30408E-05	7.30711E-05
1951.72	0.999791577	6.91698E-05	6.91986E-05
1983.29	0.999792376	6.55039E-05	6.55311E-05
2015.37	0.99979437	6.20235E-05	6.2049E-05
2047.96	0.999797135	5.87195E-05	5.87433E-05
2081.09	0.999800424	5.55877E-05	5.56099E-05
2114.75	0.999804077	5.2579E-05	5.25996E-05
2148.95	0.999807995	4.97258E-05	4.97449E-05
2183.71	0.999812101	4.70177E-05	4.70353E-05
2219.03	0.99981633	4.44461E-05	4.44624E-05
2254.92	0.999820638	4.20104E-05	4.20254E-05
2291.39	0.999824989	3.96998E-05	3.97137E-05
2328.45	0.999829352	3.75087E-05	3.75215E-05
2366.11	0.999833713	3.54341E-05	3.54459E-05
2404.38	0.999838051	3.34662E-05	3.34771E-05
2443.27	0.999842353	3.16041E-05	3.16141E-05
2482.79	0.999846608	2.98399E-05	2.98491E-05
2522.95	0.999850806	2.81698E-05	2.81782E-05
2563.75	0.99985494	2.65911E-05	2.65989E-05
2605.22	0.999859005	2.5095E-05	2.51021E-05
2647.36	0.999862998	2.36807E-05	2.36872E-05
2690.18	0.999866912	2.23439E-05	2.23499E-05
2733.69	0.999870746	2.10777E-05	2.10832E-05
2777.9	0.999874498	1.9882E-05	1.9887E-05
2822.83	0.999878168	1.87519E-05	1.87564E-05
2868.49	0.999881753	1.76832E-05	1.76874E-05
2914.89	0.999885253	1.66739E-05	1.66777E-05
2962.03	0.999888668	1.57198E-05	1.57233E-05
3009.94	0.999891998	1.48191E-05	1.48223E-05
3058.62	0.999895243	1.39684E-05	1.39714E-05
3108.09	0.999898404	1.31649E-05	1.31676E-05
3158.37	0.999901483	1.24067E-05	1.24091E-05
3209.45	0.99990448	1.16906E-05	1.16928E-05
3261.36	0.999907395	1.10148E-05	1.10169E-05
3314.11	0.999910229	1.03774E-05	1.03792E-05
3367.71	0.999912986	9.77532E-06	9.77702E-06
3422.18	0.999915666	9.20776E-06	9.20931E-06
3477.53	0.99991827	8.67228E-06	8.67369E-06
3533.78	0.9999208	8.16709E-06	8.16838E-06
3590.94	0.999923257	7.69093E-06	7.69211E-06
3649.02	0.999925643	7.24158E-06	7.24265E-06
3708.04	0.999927959	6.81809E-06	6.81907E-06
3768.01	0.999930207	6.41899E-06	6.41989E-06
3828.96	0.999932389	6.04245E-06	6.04327E-06
3890.89	0.999934506	5.68781E-06	5.68856E-06
3953.82	0.99993656	5.35347E-06	5.35415E-06
4017.77	0.999938552	5.0384E-06	5.03902E-06
4082.75	0.999940485	4.74166E-06	4.74223E-06
4148.79	0.999942359	4.46186E-06	4.46238E-06
4215.89	0.999944176	4.19847E-06	4.19894E-06
4284.08	0.999945937	3.95033E-06	3.95076E-06
4353.37	0.999947645	3.71655E-06	3.71694E-06
4423.78	0.9999493	3.49647E-06	3.49682E-06
4495.33	0.999950904	3.28911E-06	3.28944E-06
4568.04	0.999952459	3.09388E-06	3.09417E-06
4641.93	0.999953966	2.91007E-06	2.91034E-06
4717.01	0.999955426	2.73694E-06	2.73719E-06
4793.3	0.999956841	2.57404E-06	2.57426E-06
4870.83	0.999958212	2.42071E-06	2.42091E-06
4949.61	0.999959539	2.27637E-06	2.27655E-06
5029.67	0.999960825	2.14055E-06	2.14072E-06
5111.02	0.999962071	2.0126E-06	2.01276E-06
5193.68	0.999963278	1.89227E-06	1.8924E-06
5277.69	0.999964447	1.77907E-06	1.77919E-06
5363.05	0.999965579	1.67252E-06	1.67264E-06
5449.79	0.999966675	1.5723E-06	1.57241E-06
5537.94	0.999967737	1.47798E-06	1.47808E-06
5627.51	0.999968765	1.38925E-06	1.38934E-06
5718.53	0.999969761	1.30579E-06	1.30587E-06
5811.02	0.999970725	1.22729E-06	1.22736E-06
5905.01	0.999971659	1.15347E-06	1.15353E-06
6000.52	0.999972563	1.08401E-06	1.08407E-06
6097.57	0.999973439	1.01868E-06	1.01874E-06
6196.2	0.999974286	9.57271E-07	9.57321E-07
6296.42	0.999975107	8.99532E-07	8.99577E-07
6349	0.999975521	8.70989E-07	8.71031E-07
6432	0.999976156	8.28095E-07	8.28134E-07
6536.03	0.999976917	7.78075E-07	7.78111E-07
6641.75	0.999977654	7.31039E-07	7.31071E-07
6749.17	0.999978367	6.86795E-07	6.86825E-07
6858.33	0.999979057	6.45208E-07	6.45235E-07
6969.26	0.999979726	6.06125E-07	6.06149E-07
7081.98	0.999980373	5.69376E-07	5.69399E-07
7196.53	0.999981	5.34837E-07	5.34857E-07
7312.93	0.999981606	5.02377E-07	5.02396E-07
7431.21	0.999982194	4.71859E-07	4.71876E-07
7551.4	0.999982762	4.43184E-07	4.43199E-07
7673.54	0.999983312	4.16238E-07	4.16252E-07
7797.65	0.999983845	3.90912E-07	3.90924E-07
7923.77	0.99998436	3.67115E-07	3.67127E-07
8051.94	0.999984859	3.4475E-07	3.4476E-07
8182.17	0.999985343	3.23739E-07	3.23748E-07
8314.51	0.99998581	3.03998E-07	3.04007E-07
8448.99	0.999986263	2.85448E-07	2.85456E-07
8585.64	0.999986701	2.68024E-07	2.68032E-07
8724.51	0.999987125	2.51651E-07	2.51657E-07
8865.62	0.999987536	2.3627E-07	2.36276E-07
9009.02	0.999987934	2.21824E-07	2.21829E-07
9154.73	0.999988318	2.0825E-07	2.08254E-07
9302.8	0.999988691	1.95502E-07	1.95506E-07
9453.27	0.999989052	1.8353E-07	1.83534E-07
9606.17	0.999989401	1.72281E-07	1.72284E-07
9761.54	0.999989738	1.61717E-07	1.6172E-07
9919.42	0.999990065	1.51796E-07	1.51799E-07
10079.9	0.999990382	1.42477E-07	1.42479E-07
10242.9	0.999990689	1.33727E-07	1.3373E-07
10408.6	0.999990985	1.25509E-07	1.25512E-07
10576.9	0.999991272	1.17794E-07	1.17796E-07
10748	0.99999155	1.10547E-07	1.10549E-07
10921.8	0.999991819	1.03744E-07	1.03745E-07
11098.5	0.99999208	9.73545E-08	9.7356E-08
11278	0.999992332	9.13557E-08	9.13572E-08
11460.4	0.999992576	8.57243E-08	8.57256E-08
11645.8	0.999992813	8.04359E-08	8.04371E-08
11834.1	0.999993041	7.54726E-08	7.54736E-08
12025.5	0.999993263	7.08118E-08	7.08128E-08
12220	0.999993477	6.64369E-08	6.64378E-08
12417.7	0.999993685	6.23293E-08	6.23301E-08
12618.5	0.999993886	5.84742E-08	5.84749E-08
12822.6	0.99999408	5.48552E-08	5.48558E-08
13030	0.999994268	5.14579E-08	5.14585E-08
13240.8	0.999994451	4.82694E-08	4.82699E-08
13454.9	0.999994627	4.52769E-08	4.52773E-08
13672.6	0.999994798	4.24674E-08	4.24679E-08
13893.7	0.999994963	3.98317E-08	3.98321E-08
14118.4	0.999995123	3.73576E-08	3.7358E-08
14346.8	0.999995278	3.50359E-08	3.50362E-08
14578.8	0.999995428	3.2857E-08	3.28573E-08
14814.6	0.999995574	3.08123E-08	3.08126E-08
15054.2	0.999995714	2.88937E-08	2.88939E-08
15297.7	0.99999585	2.70932E-08	2.70934E-08
15545.2	0.999995982	2.54036E-08	2.54038E-08
15796.6	0.99999611	2.38186E-08	2.38188E-08
16052.1	0.999996233	2.23313E-08	2.23315E-08
16311.7	0.999996353	2.09361E-08	2.09362E-08
16575.5	0.999996469	1.9627E-08	1.96271E-08
16843.6	0.999996581	1.83988E-08	1.83989E-08
17116.1	0.99999669	1.72465E-08	1.72466E-08
17392.9	0.999996795	1.61657E-08	1.61658E-08
17674.2	0.999996896	1.51518E-08	1.51519E-08
17960.1	0.999996995	1.42007E-08	1.42008E-08
18250.6	0.99999709	1.33085E-08	1.33086E-08
18545.8	0.999997182	1.24718E-08	1.24718E-08
18845.7	0.999997272	1.1687E-08	1.16871E-08
19150.5	0.999997358	1.09509E-08	1.0951E-08
19460.3	0.999997442	1.02605E-08	1.02606E-08
19775	0.999997523	9.61315E-09	9.6132E-09
20094.9	0.999997602	9.00568E-09	9.00572E-09
20419.9	0.999997678	8.4366E-09	8.43664E-09
20750.2	0.999997752	7.90322E-09	7.90326E-09
21085.8	0.999997823	7.4034E-09	7.40343E-09
21426.8	0.999997892	6.93499E-09	6.93502E-09
21773.4	0.999997959	6.49599E-09	6.49602E-09
22125.6	0.999998023	6.0846E-09	6.08462E-09
22483.4	0.999998086	5.69914E-09	5.69917E-09
22847.1	0.999998147	5.33789E-09	5.33791E-09
23216.6	0.999998205	4.99942E-09	4.99944E-09
23592.1	0.999998262	4.68227E-09	4.68229E-09
23973.7	0.999998317	4.38509E-09	4.38511E-09
24361.5	0.999998371	4.10664E-09	4.10665E-09
24755.5	0.999998422	3.84577E-09	3.84578E-09
25155.9	0.999998472	3.60135E-09	3.60136E-09
25562.8	0.999998521	3.37235E-09	3.37236E-09
25976.2	0.999998567	3.15783E-09	3.15784E-09
26396.4	0.999998613	2.95684E-09	2.95685E-09
26823.3	0.999998657	2.76857E-09	2.76858E-09
27257.2	0.999998699	2.59219E-09	2.5922E-09
27698	0.999998741	2.42699E-09	2.42699E-09
28146	0.99999878	2.27222E-09	2.27222E-09
28601.3	0.999998819	2.12724E-09	2.12725E-09
29063.9	0.999998856	1.99145E-09	1.99146E-09
29533.9	0.999998893	1.86428E-09	1.86429E-09
30000	0.999998927	1.74795E-09	1.74795E-09
